% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
55 +8.439937825e+01 +8.439937825e+01 +1.084399378e+03 +1.084399378e+03 +6.4310e-01 +3.2816e+00 +3.4713e+00 -1.9640e+00 -4.5277e+00 -2.8176e+00 +1.1659e+00 -2.3793e+00 +5.7842e-01 +4.3388e+00 -3.1170e+00 -6.4651e-01 -3.8605e+00 -4.9988e-01 +3.0612e+00 -6.7634e-01 -3.6459e+00 +2.4299e+00 -2.1356e+00 +1.2603e+00
81 +8.241445625e+01 +8.241445625e+01 +1.082414456e+03 +1.082414456e+03 -4.6504e+00 +4.9412e+00 -2.2563e+00 +1.6741e+00 -5.3438e-01 -3.5169e-01 -3.9252e+00 +1.6700e+00 -2.6190e+00 +3.1531e+00 +4.8484e-01 -3.8783e-01 +4.3154e+00 +8.0757e-01 -1.9586e-01 -2.9957e+00 -4.1824e+00 -4.4883e+00 -1.1169e+00 -2.4627e+00
154 +8.113759882e+01 +8.113759882e+01 +1.081137599e+03 +1.081137599e+03 +1.2271e+00 +4.0993e+00 +9.4337e-01 -3.9377e+00 +3.9429e+00 +1.7887e+00 +2.7009e+00 -9.8084e-01 -3.2607e+00 -3.7555e+00 +1.8908e+00 +3.6258e+00 +9.0667e-01 -2.5001e+00 +2.5000e-01 +1.1139e+00 +9.3560e-01 +8.5625e-01 -3.5796e+00 -6.6031e-01
1534 +7.845619671e+01 +7.845619671e+01 +1.078456197e+03 +1.078456197e+03 -2.5901e+00 +1.7670e+00 +1.9417e+00 -2.9003e+00 -6.4632e-01 -1.7203e+00 -3.0596e+00 +6.4754e-01 -3.1125e+00 +4.4864e+00 +3.5379e+00 -5.4278e-01 +1.6672e+00 -2.2465e+00 -2.1599e+00 -4.2501e+00 +3.6645e+00 -2.7464e-01 +2.2653e+00 -1.7681e-01
2532 +7.616768090e+01 +7.616768090e+01 +1.076167681e+03 +1.076167681e+03 -1.8515e+00 -1.7955e+00 +2.6460e+00 -4.9008e+00 +3.2926e+00 -5.7186e-01 +3.3554e+00 +1.9758e+00 -3.2031e+00 -3.3527e+00 +2.3681e+00 -4.3252e+00 +3.0051e+00 -1.5326e+00 -2.5275e+00 -4.5142e+00 +1.7146e+00 -1.2834e+00 +1.6055e+00 +2.5088e+00
4473 +7.542148263e+01 +7.542148263e+01 +1.075421483e+03 +1.075421483e+03 -3.2498e+00 -2.8001e+00 +4.2987e+00 -1.4791e+00 -2.0566e+00 +3.0626e+00 +3.0271e+00 +3.6402e+00 +2.1382e+00 -3.0310e+00 +4.6602e+00 -2.8842e-03 -4.7867e+00 +1.2040e+00 +7.0644e-01 -4.5909e+00 +1.2983e+00 +9.9958e-01 +4.3428e+00 +3.2965e+00
7411 +7.395285736e+01 +7.395285736e+01 +1.073952857e+03 +1.073952857e+03 -4.5588e-01 +2.4883e+00 +4.2052e+00 +3.1910e+00 -1.7138e+00 -7.7633e-01 -1.0904e+00 -5.4098e-02 +6.1311e-01 -2.1829e+00 -4.1619e+00 +2.5097e+00 +3.9308e-01 -4.5088e+00 +2.1331e+00 -4.8251e+00 -4.1933e+00 +3.5296e+00 -1.5760e+00 -9.3164e-01
16976 +6.894884629e+01 +6.894884629e+01 +1.068948846e+03 +1.068948846e+03 -4.0983e+00 -5.8284e-01 -1.6001e+00 +2.9293e+00 -2.9626e+00 +4.2472e+00 -4.8513e+00 +1.6304e+00 -2.2222e+00 +1.0961e-01 -4.4125e+00 -3.2340e+00 +3.3835e+00 -2.9560e+00 +9.4897e-01 +5.1116e-01 -3.8976e+00 -4.2794e-01 +4.1223e-01 -2.7561e+00
80888 +6.061213028e+01 +6.061213028e+01 +1.060612130e+03 +1.060612130e+03 -1.7247e+00 -4.5809e+00 -2.8165e-02 -3.2445e+00 -3.7308e+00 -1.9712e+00 +2.5336e+00 -7.0090e-01 -1.1569e+00 -2.2708e+00 -1.2860e+00 -4.6083e+00 +1.1131e-01 -4.3225e+00 -3.1012e-01 -3.1047e+00 +1.6004e+00 -2.8040e+00 +3.6812e+00 +2.8727e+00
162226 +4.694367992e+01 +4.694367992e+01 +1.046943680e+03 +1.046943680e+03 -4.8911e+00 -3.5384e+00 +2.9086e-01 -2.4832e+00 +7.8069e-01 -3.2745e+00 +8.1537e-01 +1.3980e+00 -4.7570e+00 -2.8243e+00 -3.0527e+00 -3.2305e-01 -7.9644e-01 -4.3575e+00 +4.3953e-01 -4.0711e+00 +2.9698e+00 -6.9230e-01 +2.5109e+00 +1.3742e+00
11491645 +4.494150604e+01 +4.494150604e+01 +1.044941506e+03 +1.044941506e+03 -1.7176e+00 -9.4475e-01 +2.3238e+00 -4.1624e+00 +1.8898e+00 -2.8823e+00 +6.5169e-01 +2.9046e+00 -5.1168e-01 -3.5108e+00 -3.2090e+00 -3.5867e+00 -6.4890e-01 -3.9639e+00 -2.6865e+00 -4.4663e+00 +3.0153e+00 -3.7152e+00 +1.5538e+00 +1.6320e+00
17724517 +3.650211017e+01 +3.650211017e+01 +1.036502110e+03 +1.036502110e+03 -3.2357e+00 -5.3422e-01 -2.9005e+00 +8.8925e-01 -4.7704e+00 -2.7719e+00 -4.8498e+00 +1.6661e+00 +5.0994e-01 +3.6508e+00 +3.8963e+00 +1.4210e+00 +1.9274e+00 -5.0698e-01 -4.3359e+00 +5.9754e-01 +4.7116e+00 -2.3710e+00 -2.4858e+00 +1.2112e+00
34449402 +2.604125570e+01 +2.604125570e+01 +1.026041256e+03 +1.026041256e+03 -4.1013e+00 -8.5126e-01 -3.0221e+00 -6.3206e-01 -3.5719e+00 -1.1366e+00 -4.8721e+00 +1.6781e+00 -3.0458e+00 +1.2643e+00 +2.0085e+00 +1.6508e+00 +3.2193e+00 -1.9656e+00 -1.5078e+00 -3.5733e-01 +1.5396e+00 -3.6911e+00 +1.3728e+00 +9.3516e-01
69184208 +1.825158924e+01 +1.825158924e+01 +1.018251589e+03 +1.018251589e+03 +1.8898e+00 -1.3064e+00 -1.3965e+00 +1.8714e+00 -4.4940e-01 -3.2861e+00 -3.6922e+00 +1.2130e+00 -4.4887e+00 +3.7031e+00 +1.5248e-01 +4.9840e+00 +2.4988e+00 +4.6169e+00 -1.7517e+00 +3.2048e+00 +6.3092e-01 -3.0041e+00 +2.5219e+00 +7.5271e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.634632329e+01 +8.634632329e+01 +3.721632329e+01 +3.721632329e+01 -1.2519e+00 +2.8220e+00 +4.4039e+00 -8.5348e-01 -1.3329e+00 -4.0226e+00 +6.3349e-01 -4.2821e+00 -2.8167e+00 +1.8545e-01 -3.9589e+00 +3.2418e+00 -2.7217e+00 -4.8378e+00 +1.4086e-01 +3.8687e+00 +3.9465e+00 +9.5677e-01 +1.1209e+00 +9.3048e-01
4 +8.452142243e+01 +8.452142243e+01 +3.539142243e+01 +3.539142243e+01 +2.7632e+00 -4.3608e+00 -3.6019e+00 +2.1746e+00 -1.7633e+00 +1.3778e+00 -4.6118e+00 +6.1906e-01 -3.5884e+00 +3.6230e+00 -3.0470e+00 +2.4755e+00 +2.2918e-02 -4.9148e-02 -3.7800e+00 +1.1955e+00 +1.9388e+00 +1.5408e+00 +8.7728e-01 -3.0688e+00
22 +8.184564884e+01 +8.184564884e+01 +3.271564884e+01 +3.271564884e+01 -7.3227e-01 -1.1582e+00 +8.7027e-01 +4.9630e+00 +1.4128e-01 -1.8316e+00 +2.9308e+00 +2.7583e+00 +2.9374e-01 -3.1725e+00 +2.9855e+00 -1.1487e+00 +3.2494e+00 -3.8815e+00 +2.6206e+00 -4.2664e+00 -1.2708e+00 -2.8900e+00 -4.2075e+00 +2.1977e+00
233 +7.633162344e+01 +7.633162344e+01 +2.720162344e+01 +2.720162344e+01 -1.2267e+00 +3.5623e+00 -1.4990e+00 -6.5013e-02 +3.5411e+00 -7.6536e-01 +3.3389e+00 -1.2816e+00 +1.6031e+00 -9.3016e-02 +1.7788e+00 -8.5837e-01 -2.6324e+00 +1.9475e+00 -4.8665e+00 -1.5120e+00 +2.9789e+00 +2.9537e+00 +1.0414e+00 -1.0076e+00
1843 +7.478970566e+01 +7.478970566e+01 +2.565970566e+01 +2.565970566e+01 +4.4788e-01 +6.4326e-01 +1.5615e-02 +3.4642e+00 +3.1841e+00 -1.2542e-01 +2.6231e-01 +2.3489e+00 +2.8657e+00 -5.3461e-01 -1.3110e+00 +7.7433e-01 +2.3068e+00 -8.8380e-02 -9.7148e-01 -1.1428e+00 -4.5779e+00 -4.8778e+00 +1.1584e+00 +2.4279e+00
4320 +7.405111112e+01 +7.405111112e+01 +2.492111112e+01 +2.492111112e+01 +2.0922e-01 -1.8636e-01 +2.2508e+00 -1.4733e+00 +4.4966e+00 +3.9252e-01 -2.0113e+00 +3.4349e+00 +2.3613e-01 +3.3354e+00 -4.5842e+00 +3.9302e+00 +9.3305e-01 +2.4759e+00 +4.0835e+00 +1.4246e+00 +3.2629e+00 -1.8537e+00 +2.0173e+00 -7.8819e-01
8249 +7.151923478e+01 +7.151923478e+01 +2.238923478e+01 +2.238923478e+01 -6.3887e-01 -1.4077e+00 +9.2972e-01 +3.2677e+00 +1.4577e+00 +1.8534e+00 +2.9006e+00 -9.0868e-01 -4.3532e-01 +2.0711e+00 -2.6873e+00 -3.7064e+00 +1.6732e+00 +1.0350e+00 +3.1241e-01 -2.4813e+00 -4.4239e+00 -4.7772e+00 -3.2257e+00 +4.7199e+00
16550 +5.955800713e+01 +5.955800713e+01 +1.042800713e+01 +1.042800713e+01 +4.4632e+00 -7.3831e-01 +4.9618e+00 -1.3478e+00 +3.1994e+00 +2.6913e+00 +2.4206e+00 +2.3072e+00 -5.0146e-02 +2.6304e+00 -2.4920e-01 -1.2656e+00 +4.7633e+00 -1.9327e+00 -4.0981e-01 -3.5765e+00 -3.3937e+00 -4.9920e+00 -3.3643e+00 +4.8505e+00
445325 +5.347867021e+01 +5.347867021e+01 +4.348670207e+00 +4.348670207e+00 +3.6694e+00 +3.1563e+00 +3.4028e+00 -7.4387e-01 +2.3180e+00 +2.4661e+00 -3.7597e+00 +4.9285e+00 +3.1749e+00 +1.9724e+00 -1.6148e+00 +1.5275e+00 +2.9847e+00 +2.8070e+00 +1.1811e+00 +7.0451e-01 +1.5679e+00 -1.3422e+00 +3.8556e-01 +4.6595e-02
786765 +4.995568155e+01 +4.995568155e+01 +8.256815474e-01 +8.256815474e-01 -8.7571e-01 +6.6967e-01 +3.4659e+00 +1.6903e+00 +3.9327e+00 +2.6120e+00 +4.6431e+00 +7.6841e-01 +1.2818e-01 +4.4344e+00 +5.1238e-01 -1.1829e+00 +3.7038e+00 +7.9645e-01 -8.6209e-01 -4.5412e+00 -4.8172e+00 -4.1831e+00 -4.3995e+00 +4.4747e+00
1441220 +4.733013400e+01 +4.733013400e+01 -1.799866004e+00 -1.799866004e+00 +1.4996e+00 +7.1508e-01 +3.9343e+00 -1.6102e-01 +2.5239e+00 +1.8632e+00 +8.2845e-01 +1.5895e+00 +4.8996e+00 -2.0329e+00 +2.7435e+00 -4.1733e-01 -5.6547e-01 +5.3486e-01 -1.8792e+00 -4.6404e+00 +4.1591e+00 -2.5016e+00 +8.3163e-01 -1.4258e-01
2421174 +4.320235977e+01 +4.320235977e+01 -5.927640233e+00 -5.927640233e+00 -2.2634e+00 +2.7093e+00 -5.1721e-01 -4.2500e+00 -3.5773e+00 -7.2090e-01 +3.0881e+00 +2.4485e+00 -1.2244e+00 -1.3784e+00 -1.3840e+00 +4.9550e+00 +4.8993e+00 +1.2558e+00 +5.8815e-01 -5.1158e-02 +4.7476e+00 +4.4635e+00 +2.5573e+00 -2.2585e-01
2926954 +4.057989114e+01 +4.057989114e+01 -8.550108857e+00 -8.550108857e+00 +1.3951e+00 +3.0659e+00 +3.4023e+00 +1.8925e+00 -1.0371e+00 +1.1331e+00 +2.5601e+00 -2.0190e+00 +1.6315e+00 +2.0834e+00 -1.9570e+00 -1.8460e+00 -2.5855e+00 -3.2810e-01 -1.6938e+00 -3.7478e+00 +2.5803e+00 +8.8528e-02 +1.9887e+00 -3.8542e-01
3402476 +3.609411985e+01 +3.609411985e+01 -1.303588015e+01 -1.303588015e+01 +1.9239e-01 -3.7710e-01 +1.1085e+00 +7.1041e-01 +1.7064e+00 +4.7292e+00 +4.9802e+00 +1.9330e+00 +7.1923e-01 +1.4486e+00 +6.9423e-01 -2.8393e+00 +3.9183e+00 -2.5819e+00 -2.7509e-01 -4.7822e+00 -3.2159e+00 -4.5662e+00 -3.4860e+00 +4.4619e+00
24511978 +3.290228380e+01 +3.290228380e+01 -1.622771620e+01 -1.622771620e+01 -5.8609e-01 +4.4705e+00 -2.9247e+00 +1.9940e+00 +4.9670e+00 -1.1781e+00 +2.9583e+00 -2.7227e+00 -3.3496e+00 -1.1842e+00 +4.5331e+00 -2.2195e+00 -1.5454e+00 -1.3464e+00 +2.2499e+00 -2.5138e+00 +4.6693e+00 +1.2171e-01 +8.3822e-01 -3.3520e+00
56103999 +2.307317620e+01 +2.307317620e+01 -2.605682380e+01 -2.605682380e+01 -5.6620e-01 -3.3773e+00 -6.2844e-01 +3.1121e-01 +1.0273e+00 -6.7219e-01 +2.5474e+00 -2.5934e-01 -3.6508e+00 -4.2786e+00 +3.6808e+00 +8.5299e-01 +2.1063e+00 +2.9285e+00 -2.6831e+00 +2.8081e+00 +1.9767e-01 +4.9499e+00 -2.4810e+00 +9.0950e-01
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.625032771e+01 +8.625032771e+01 +3.839803277e+02 +3.839803277e+02 -4.2832e+00 -9.2745e-01 -3.6284e+00 -1.3108e+00 -1.4863e-01 +4.2297e+00 -1.1973e+00 +2.9719e+00 -4.5210e+00 +1.7927e+00 -3.6786e+00 -4.2846e+00 -3.5666e+00 +9.0264e-01 +1.1883e+00 -1.2777e+00 -2.1510e+00 +4.7328e-01 +1.0245e+00 -3.9931e+00
10 +8.205361159e+01 +8.205361159e+01 +3.797836116e+02 +3.797836116e+02 -3.2020e+00 -2.9318e-01 +9.4518e-01 -1.4537e-01 -2.4963e+00 -1.2694e+00 +3.2336e+00 +1.1251e+00 +3.7524e+00 -9.1091e-01 +3.9067e+00 -4.0520e+00 -3.9002e+00 -2.4677e+00 +1.3468e+00 -1.5473e-01 +4.9646e-01 -4.7721e+00 -6.9727e-01 -2.5375e+00
89 +7.903744957e+01 +7.903744957e+01 +3.767674496e+02 +3.767674496e+02 +1.1101e+00 +3.3432e+00 +1.8210e+00 -4.0063e+00 +1.9201e+00 -4.4159e+00 -3.7169e-02 +4.9661e+00 +8.7488e-01 -3.6293e+00 +2.0288e+00 -8.0128e-01 +4.3111e+00 -2.0351e+00 +3.4026e+00 +3.4808e+00 -4.7410e+00 -1.3897e+00 -3.8296e-02 +3.3679e+00
145 +7.428682031e+01 +7.428682031e+01 +3.720168203e+02 +3.720168203e+02 +5.8914e-01 -7.5714e-01 +1.6254e+00 +1.9508e+00 +7.7501e-01 -4.0610e+00 +2.5591e+00 +2.3797e+00 +3.1216e+00 -1.5763e+00 +3.3020e-01 +1.2564e+00 -4.5704e-01 +2.1203e+00 +4.0990e+00 +2.9613e+00 +2.6190e+00 +3.1151e-01 -2.4239e+00 +4.0734e+00
1233 +6.966712909e+01 +6.966712909e+01 +3.673971291e+02 +3.673971291e+02 +3.9669e+00 -2.0475e+00 +2.0025e+00 -3.0638e+00 -2.3977e+00 -1.7909e+00 -4.1012e+00 +1.7858e+00 +1.6084e+00 +3.6137e+00 +1.4337e-01 -4.9262e-01 +4.0455e-01 +1.0846e+00 -3.7637e+00 -3.9858e+00 +6.7966e-01 +7.8093e-01 +3.0665e+00 -3.6526e+00
2943 +6.702788817e+01 +6.702788817e+01 +3.647578882e+02 +3.647578882e+02 +1.6210e+00 -2.5583e+00 +3.8346e+00 +1.4778e+00 -1.0825e+00 -1.0919e+00 +3.7675e-01 +4.8492e+00 -5.7278e-03 +3.3007e+00 -1.2990e+00 -2.0484e+00 -2.7535e+00 -5.3077e-01 +2.2315e+00 +3.4099e+00 -1.0667e+00 -3.7112e+00 -3.9079e+00 -2.8468e+00
29384 +6.577792878e+01 +6.577792878e+01 +3.635079288e+02 +3.635079288e+02 -2.7573e+00 +1.6326e+00 +2.4441e+00 +1.1694e+00 +2.8304e+00 -2.4201e+00 +1.1095e-01 +1.1319e+00 +2.7148e+00 -7.3130e-01 +1.5403e+00 +1.4342e+00 +6.6582e-01 -2.7711e+00 +1.4249e+00 -7.5466e-01 +1.4311e+00 +3.6608e+00 -1.0663e+00 +2.7815e+00
52731 +6.223706595e+01 +6.223706595e+01 +3.599670659e+02 +3.599670659e+02 +3.3662e+00 +2.2074e+00 -1.8916e+00 -3.3612e+00 +2.1569e+00 +4.9949e+00 -1.0577e+00 +1.4899e+00 +5.2704e-01 -3.6147e+00 -4.5160e+00 +4.1058e+00 -1.2280e+00 -1.1915e+00 +1.4358e+00 -2.9572e+00 +1.5683e+00 -3.7052e-01 -7.8446e-01 +1.5842e+00
68618 +5.542170530e+01 +5.542170530e+01 +3.531517053e+02 +3.531517053e+02 +2.7085e+00 +1.2585e+00 +1.9026e+00 +1.4666e+00 -2.9980e-01 -2.8437e+00 -1.9928e+00 -2.9285e+00 +3.2147e+00 +3.7158e+00 -2.2140e+00 -9.3594e-01 -3.6862e+00 -1.1689e+00 +4.1302e-01 +2.0532e+00 +2.0052e+00 -2.5622e+00 +3.5356e+00 +1.3320e+00
87560 +5.370562054e+01 +5.370562054e+01 +3.514356205e+02 +3.514356205e+02 -1.0293e+00 +2.8761e+00 -8.0525e-01 -1.6895e+00 +4.3125e+00 -3.2174e+00 +1.6234e+00 +7.8421e-01 +1.0549e+00 -3.9253e+00 +6.3506e-01 +2.0477e+00 +1.7381e-01 -8.4586e-01 -3.3872e-01 -1.4002e+00 +1.7394e-01 -2.8894e-01 -1.9910e+00 -2.8059e-01
275329 +4.882992851e+01 +4.882992851e+01 +3.465599285e+02 +3.465599285e+02 -6.5211e-01 +2.2330e+00 +3.9827e+00 -2.1831e+00 -1.9408e+00 -1.3144e+00 +4.0229e+00 +4.1842e+00 +3.2369e+00 -2.8486e+00 +4.1112e-01 +2.9721e+00 -2.2987e+00 +9.7864e-01 +3.1305e+00 +1.3398e+00 -5.0735e-02 -2.9315e+00 +1.0029e+00 +2.1996e+00
3616565 +4.590254184e+01 +4.590254184e+01 +3.436325418e+02 +3.436325418e+02 -2.0658e+00 +1.7226e+00 +3.1994e+00 -1.5132e+00 +3.8841e+00 -3.1169e+00 -1.9365e+00 +1.2318e+00 +2.8695e-01 -3.9448e+00 -4.3761e-01 +3.3819e+00 +1.3838e+00 +1.8024e+00 +3.2588e+00 +4.2460e+00 +1.3710e+00 +1.9395e+00 -1.5334e+00 +2.1433e+00
3619779 +4.457651752e+01 +4.457651752e+01 +3.423065175e+02 +3.423065175e+02 -1.9008e-01 +4.3649e+00 +2.4460e+00 -2.1140e+00 +3.8309e+00 -3.6398e+00 +8.1831e-02 +1.1592e+00 +1.2214e+00 -2.7664e+00 -3.3183e+00 +4.6694e+00 +8.9113e-01 -3.1511e+00 +4.9306e+00 +2.6453e+00 +1.8958e-01 -2.8751e-02 -3.4177e+00 +3.9830e+00
3959868 +3.429768816e+01 +3.429768816e+01 +3.320276882e+02 +3.320276882e+02 +4.0136e+00 -1.9039e+00 +2.1768e+00 +3.6458e+00 +8.7792e-01 -9.5363e-01 -3.3214e+00 +2.3353e+00 +1.5284e+00 +1.2190e+00 -2.3870e+00 -4.2678e-01 +2.0928e+00 -7.1855e-01 +1.8520e+00 -3.6760e+00 -2.9817e+00 -2.5021e+00 -4.8569e+00 -2.6585e+00
14988924 +2.917940891e+01 +2.917940891e+01 +3.269094089e+02 +3.269094089e+02 -3.8912e+00 +8.4496e-01 +2.4812e+00 +1.7513e+00 -7.8127e-01 -4.9526e+00 +1.1861e+00 -4.9417e+00 +2.2551e+00 +3.2036e+00 +1.0186e+00 -4.0394e+00 -1.4317e+00 -1.0796e+00 -3.3849e+00 -1.2794e+00 +1.8220e+00 -3.4622e+00 -1.5576e-01 -2.2168e-01
35523681 +2.610335653e+01 +2.610335653e+01 +3.238333565e+02 +3.238333565e+02 -3.5205e+00 +1.5898e+00 +2.2850e+00 -2.1155e+00 +4.0390e+00 -1.0971e+00 -1.0647e+00 -4.0606e-02 -5.6048e-02 -2.4389e+00 -1.2676e+00 +1.7467e+00 +1.1190e+00 -1.2763e+00 +2.6570e+00 +2.3463e-01 +1.8950e+00 +5.9493e-01 -2.5604e+00 +4.8859e+00
73527308 +2.545546355e+01 +2.545546355e+01 +3.231854635e+02 +3.231854635e+02 -2.3491e+00 +2.5853e+00 +2.6414e+00 -1.4877e+00 +3.5432e+00 -2.8530e+00 -1.6379e+00 +3.5935e-01 +1.4627e-01 -1.5065e+00 +9.9699e-01 +2.7162e+00 +1.1719e-01 -2.4007e+00 +2.0793e+00 +2.4641e-01 +1.3229e+00 +7.5190e-01 -3.9276e+00 +1.9623e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
