% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
117694 +5.013811095e+01 +5.013811095e+01 +9.091811095e+01 +9.091811095e+01 -3.5121e+00 +2.7166e+00 +3.4220e+00 -2.4789e+00 -1.6338e-01 +1.0448e+00 +4.6298e-02 +2.8173e+00 +2.2535e+00 -2.2270e+00 +5.8040e-01 +4.2849e-02 +4.8169e+00 +1.3947e+00 -1.5414e+00 +3.2435e-01 +1.7266e+00 -9.5167e-01 -6.7518e-01 +2.9627e+00
332575 +4.779276761e+01 +4.779276761e+01 +8.857276761e+01 +8.857276761e+01 +7.6461e-01 +3.4202e+00 -1.7955e+00 +3.3637e+00 -2.2805e+00 +3.8931e+00 -3.4303e+00 +2.8552e+00 -2.4675e+00 -3.7436e+00 +4.0398e+00 +4.8638e-01 +1.7655e+00 -3.9490e+00 +4.7361e+00 -3.9070e+00 +4.6123e+00 +3.3888e+00 +4.2156e+00 +2.7018e+00
552505 +4.216403020e+01 +4.216403020e+01 +8.294403020e+01 +8.294403020e+01 -3.5762e+00 +1.7372e+00 +2.0641e+00 -3.4755e+00 -3.4170e+00 +3.3134e+00 -3.1084e+00 -3.5628e+00 +2.4338e+00 -1.6365e+00 +1.6584e+00 -4.9505e+00 -5.0774e-01 +7.1693e-01 +4.1811e-02 +1.2610e+00 -4.7596e-01 +2.8157e+00 -1.3483e+00 -1.6192e+00
1457808 +4.119632038e+01 +4.119632038e+01 +8.197632038e+01 +8.197632038e+01 -2.8808e+00 -2.1063e+00 +1.7283e-02 +2.0925e+00 +1.8194e+00 -2.6756e+00 +6.4663e-02 -2.0210e+00 -1.4494e+00 +4.3429e+00 +3.7601e+00 +2.5451e+00 +1.1341e+00 +4.0777e+00 +2.7423e+00 +2.4975e+00 +2.5318e+00 +4.3340e+00 +6.5720e-01 -3.8538e+00
1755343 +3.909672227e+01 +3.909672227e+01 +7.987672227e+01 +7.987672227e+01 -2.5082e+00 -2.2900e+00 +2.4605e+00 -2.5944e+00 -9.7638e-01 +2.6235e+00 -3.2905e+00 -1.8744e+00 +4.7918e-01 -3.2216e+00 +2.5240e+00 -4.0589e-01 +2.0427e+00 +3.8294e+00 -4.9919e+00 -6.8148e-01 +1.8446e+00 -2.1318e+00 +2.5026e-01 -1.1180e+00
2709662 +2.465418447e+01 +2.465418447e+01 +6.543418447e+01 +6.543418447e+01 -1.4689e-02 +2.2944e+00 -8.0856e-01 +2.0246e+00 +2.3595e+00 +5.3612e-01 +3.1279e+00 -4.3003e+00 -3.9827e+00 +1.1547e+00 +2.1910e+00 -2.5834e+00 +1.3837e-01 +6.5620e-01 +3.5181e+00 -1.9557e+00 +2.9018e+00 +4.3621e-01 -2.7276e+00 +2.6073e+00
12716706 +2.417959566e+01 +2.417959566e+01 +6.495959566e+01 +6.495959566e+01 -1.4645e+00 -2.4190e+00 +3.5662e+00 -2.1260e+00 -4.0432e+00 +1.8947e+00 -4.4153e+00 -3.1391e+00 +2.1056e+00 -3.6173e+00 +8.7472e-01 -3.5703e+00 -6.2579e-01 +1.8502e-01 +1.3321e+00 +2.9996e-01 +5.2141e-01 +3.0478e+00 +1.6973e+00 +1.9230e+00
79207742 +1.968467557e+01 +1.968467557e+01 +6.046467557e+01 +6.046467557e+01 -3.3668e+00 +6.0301e-01 +2.4411e+00 -8.3736e-01 -4.6155e+00 -2.5308e-01 -3.6708e+00 -2.3187e+00 +3.7867e+00 -1.7950e+00 +1.9247e+00 -1.5273e+00 +3.1670e+00 +3.4957e+00 -6.9286e-01 -1.5691e+00 +1.1410e+00 +1.9011e+00 -7.3430e-02 +2.2626e-01
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.559161288e+01 +8.559161288e+01 +8.399161288e+01 +8.399161288e+01 +4.5776e+00 -4.7321e+00 -1.0201e-01 -1.7261e+00 +9.5641e-01 -2.4887e+00 -3.9356e+00 +1.6931e+00 +3.7784e+00 -3.6626e-01 +1.5477e+00 +2.6883e+00 -4.4162e+00 -3.2973e+00 +2.1241e+00 -3.6634e+00 +1.3084e+00 -3.0298e+00 +2.5171e+00 +4.8870e+00
3 +7.530008262e+01 +7.530008262e+01 +7.370008262e+01 +7.370008262e+01 -4.5680e+00 -4.7271e-01 +1.6357e+00 -1.7804e+00 +1.1596e+00 -2.5839e+00 -1.2223e+00 -3.6115e+00 -1.3179e+00 +1.7743e+00 +2.7830e+00 -3.3517e+00 -2.4344e+00 +1.7610e+00 +3.4144e-01 +1.5484e+00 +3.1437e+00 -3.3110e+00 +4.0029e+00 -3.8485e-01
67 +7.398427009e+01 +7.398427009e+01 +7.238427009e+01 +7.238427009e+01 -2.3016e+00 -2.9247e+00 -2.3859e+00 -3.9464e+00 -3.1957e-01 -4.7366e+00 -1.6861e+00 -7.7238e-01 -3.5624e+00 +9.2596e-01 +2.4165e-01 -1.0055e+00 -9.1888e-01 +4.6593e+00 -1.1634e+00 -3.6166e+00 +1.6918e+00 +3.9922e+00 +2.1317e+00 -4.9233e+00
222 +7.221321581e+01 +7.221321581e+01 +7.061321581e+01 +7.061321581e+01 +3.7724e-02 -3.3240e-01 +3.6960e-01 -4.8436e+00 +2.0616e+00 +1.1512e+00 -2.9422e+00 -3.3252e+00 +6.8114e-01 +1.8615e+00 -2.0512e+00 +7.0645e-01 -1.8208e+00 -1.7820e-02 -2.1858e-01 +2.5370e+00 -1.2883e+00 +3.3501e+00 +8.7548e-01 -8.3716e-01
1347 +7.072431246e+01 +7.072431246e+01 +6.912431246e+01 +6.912431246e+01 -2.4336e-01 +2.8005e+00 -5.2964e-01 -4.0482e+00 -6.9060e-01 -4.6289e+00 +1.9024e+00 +1.8321e+00 -3.7833e+00 -4.4103e+00 +1.9467e+00 +1.5334e+00 +3.2815e+00 -2.5244e+00 -3.1672e+00 +7.9662e-01 -2.9698e-02 -7.3228e-01 -1.9287e+00 -1.7814e-01
2990 +6.671504141e+01 +6.671504141e+01 +6.511504141e+01 +6.511504141e+01 +2.1449e+00 -2.0814e+00 -5.5786e-01 -4.2497e+00 +2.2808e+00 -5.8736e-01 +1.3211e+00 +3.5268e-01 +4.0223e-01 +1.9904e+00 -2.5177e-01 +9.7280e-01 -2.0674e+00 +1.4299e+00 -7.7897e-02 -2.2876e+00 -2.2347e-01 -4.2082e+00 +4.0713e+00 +5.7290e-01
36630 +6.360385122e+01 +6.360385122e+01 +6.200385122e+01 +6.200385122e+01 +2.2146e+00 +3.5405e+00 -1.9383e+00 -2.9362e+00 +4.8250e+00 +4.3475e+00 +3.7327e+00 -2.2388e+00 -1.4097e+00 +1.1996e-01 -9.6086e-01 +4.0182e-01 -3.2938e+00 +2.4980e+00 -2.6110e+00 +2.4761e-01 -7.0091e-01 +7.1892e-01 -2.9014e+00 +1.3546e+00
44530 +6.127061943e+01 +6.127061943e+01 +5.967061943e+01 +5.967061943e+01 +4.2960e-01 -8.4520e-01 -2.8118e+00 -1.4179e+00 +4.4109e+00 +3.5672e+00 +1.1646e+00 -1.6525e+00 +1.2305e+00 +1.6546e+00 -1.8751e+00 +1.1548e+00 -2.0025e+00 +1.6563e+00 -2.4637e+00 -3.6406e+00 -2.2375e+00 +4.7706e+00 +2.4422e-01 -7.3135e-01
77890 +5.930176438e+01 +5.930176438e+01 +5.770176438e+01 +5.770176438e+01 +3.6274e+00 +3.3458e+00 +4.2570e+00 +4.4326e+00 +1.2018e+00 +4.0280e+00 +4.7990e+00 +4.1376e+00 +7.1038e-01 +1.4003e+00 -4.9971e+00 +4.4324e+00 +4.7823e+00 -9.1021e-01 -3.5198e+00 +3.8624e+00 +3.2253e+00 -3.1799e+00 -3.3739e+00 -1.6740e+00
90720 +5.879289374e+01 +5.879289374e+01 +5.719289374e+01 +5.719289374e+01 +1.6345e+00 -1.3722e+00 -2.9370e-01 +2.2355e+00 -2.4513e+00 +7.9077e-01 -2.3588e+00 -1.2040e-01 +1.9577e+00 -2.4377e+00 -3.6068e+00 +4.0275e+00 -2.6012e+00 +1.1991e+00 -2.2420e+00 -2.9849e+00 +3.5220e+00 -6.4423e-01 -1.8959e+00 +4.9535e-02
137072 +4.476959116e+01 +4.476959116e+01 +4.316959116e+01 +4.316959116e+01 +3.7107e+00 -1.0622e-01 +1.3073e-03 -1.8386e+00 +3.7514e+00 -1.9434e-01 +1.7424e+00 -3.2890e+00 -2.3180e-01 -1.2558e+00 -4.6505e+00 -1.2329e+00 -3.3045e+00 -1.5289e-01 -1.4383e+00 -2.1230e+00 -4.4300e+00 +3.1637e+00 +1.0789e+00 +1.6691e+00
595776 +3.544163173e+01 +3.544163173e+01 +3.384163173e+01 +3.384163173e+01 +5.5444e-02 +2.8696e+00 +9.4852e-01 -4.1138e-01 -1.6025e+00 -4.0056e+00 +3.9532e+00 +1.6072e+00 -4.9809e+00 -2.6698e+00 +4.1411e+00 -2.9784e+00 -1.1787e+00 +3.2945e+00 +6.8416e-01 -2.1048e+00 -8.5851e-02 +4.0764e+00 +1.2515e+00 -2.6619e+00
1483306 +2.700074159e+01 +2.700074159e+01 +2.540074159e+01 +2.540074159e+01 +1.9963e+00 -1.5054e+00 +3.2761e+00 +4.2484e+00 +3.8616e-02 +8.7567e-03 -3.2726e+00 -2.1465e+00 -3.3740e-01 +1.7337e+00 -3.4441e+00 +4.0509e+00 +1.4653e-01 +9.3700e-01 -3.8536e+00 -4.6806e+00 +2.6655e+00 -3.4110e-01 +1.6248e-03 +1.0893e-01
5214910 +2.437174227e+01 +2.437174227e+01 +2.277174227e+01 +2.277174227e+01 +5.6893e-01 -1.6498e+00 +2.4572e+00 +3.4461e+00 -1.2543e+00 +2.0514e-01 -1.6702e+00 -2.2915e+00 -4.4555e-01 +2.1241e+00 -3.0306e+00 +3.6073e+00 -3.0211e+00 +3.7514e-01 -4.2701e+00 -2.4487e+00 +4.5773e+00 -5.3103e-01 -2.2974e+00 -1.3651e+00
33462679 +2.057926509e+01 +2.057926509e+01 +1.897926509e+01 +1.897926509e+01 +1.7145e+00 -2.3969e+00 +1.0531e+00 +3.7090e+00 -4.1875e+00 -2.0396e+00 -2.7980e+00 -4.1554e+00 +3.9757e+00 +4.4723e+00 -2.9518e+00 +3.6410e+00 -2.7076e+00 -2.3551e-01 -1.9105e+00 -1.0218e+00 +3.0496e+00 -1.2458e+00 -4.9647e+00 +3.2844e+00
133186131 +1.871345382e+01 +1.871345382e+01 +1.711345382e+01 +1.711345382e+01 +8.8269e-01 -1.5773e+00 -1.8725e+00 +1.2481e+00 -1.9912e+00 -2.3751e+00 -4.2237e+00 -2.8430e+00 +1.7042e+00 +1.9207e+00 -3.2707e+00 +4.9502e+00 -4.6556e+00 +4.0692e+00 -4.4559e+00 +3.6251e-01 +1.9976e+00 -4.6308e-01 -2.3996e+00 +1.5667e+00
% function evaluation | noise-free fitness - Fopt (-3.708400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.548656695e+01 +8.548656695e+01 -2.853534330e+02 -2.853534330e+02 -3.1925e+00 -1.1357e-02 -3.4748e+00 +5.9358e-01 +3.2914e+00 +7.8788e-01 -1.5136e+00 -2.5173e+00 +3.8205e+00 -2.7247e+00 +4.6171e+00 -2.5860e+00 -2.4266e+00 -1.6237e+00 +2.3456e+00 +4.6396e-01 -1.4761e+00 +2.2795e+00 -8.9834e-01 +2.3169e+00
2 +7.993735540e+01 +7.993735540e+01 -2.909026446e+02 -2.909026446e+02 +3.5066e+00 -1.3451e+00 +8.2194e-01 -1.7723e+00 +1.8036e+00 -1.6153e+00 -3.9852e+00 -1.1243e+00 -2.6862e+00 -1.5960e-02 +3.4473e+00 +1.1013e+00 +2.5729e-02 +2.4253e+00 -3.9745e-01 -2.0546e+00 -3.2060e+00 -4.7416e+00 +4.9952e-01 -4.3130e+00
8 +7.852035105e+01 +7.852035105e+01 -2.923196490e+02 -2.923196490e+02 +3.3825e+00 +1.9924e+00 -4.8920e-01 +1.3172e+00 +2.4349e+00 +1.7828e+00 +1.5576e-01 +2.0298e+00 +3.8165e+00 -1.9767e+00 +3.8913e+00 +4.9389e+00 +2.4761e+00 -1.3454e+00 +4.6122e-01 -3.2938e+00 +9.5810e-01 +8.7993e-01 -6.7536e-01 -2.6777e+00
25 +7.705624569e+01 +7.705624569e+01 -2.937837543e+02 -2.937837543e+02 +4.5584e+00 -1.3373e-01 -3.3161e+00 +7.1721e-01 +1.7826e+00 +2.5341e+00 +3.8642e+00 +2.4704e+00 -1.2285e+00 -2.9504e+00 -2.6720e+00 -3.0021e+00 +1.2118e+00 +3.3730e+00 +3.7479e+00 +9.0187e-01 +6.4824e-01 +2.9068e+00 -1.0500e+00 -8.4263e-01
93 +7.431365913e+01 +7.431365913e+01 -2.965263409e+02 -2.965263409e+02 -2.4891e+00 +4.3074e+00 -3.7081e+00 +2.0494e+00 -2.3919e-01 -2.2304e+00 +1.6787e+00 -4.3461e+00 -1.6087e+00 -1.6686e+00 +1.4680e+00 +3.9041e+00 -2.4559e+00 +4.9012e+00 -3.5472e+00 -5.8283e-01 -8.9304e-01 +2.1068e+00 -5.1978e-01 +1.4016e+00
129 +6.950941711e+01 +6.950941711e+01 -3.013305829e+02 -3.013305829e+02 +3.7402e+00 -5.2933e-01 -1.8901e+00 -3.1488e-01 -1.6656e+00 +7.0386e-01 -3.1786e+00 +1.3573e+00 -4.6548e+00 +1.1704e+00 +3.4948e+00 +7.6833e-01 -1.1019e-01 +1.8694e+00 +3.5029e+00 +4.2195e+00 +2.6016e+00 +1.3815e-01 +3.5734e+00 +2.5654e+00
3292 +6.324186608e+01 +6.324186608e+01 -3.075981339e+02 -3.075981339e+02 -7.8789e-01 +3.5161e+00 -1.7902e+00 -1.5527e+00 +3.0296e+00 +9.8817e-01 -1.4830e+00 +4.8591e+00 +2.3347e+00 -7.0948e-01 -2.3163e+00 +6.4561e-01 +2.5820e+00 +2.0615e+00 +2.3690e+00 +1.8076e+00 +2.0352e+00 +4.7190e+00 +1.1853e+00 +2.6902e+00
80251 +5.878227701e+01 +5.878227701e+01 -3.120577230e+02 -3.120577230e+02 -4.7349e+00 +8.1340e-01 +3.2547e+00 -5.2948e-01 +1.5594e+00 +2.1138e+00 +5.5717e-01 -1.5136e+00 -1.8355e+00 -3.2571e+00 +3.4103e+00 -1.6232e+00 +2.8387e-01 +3.4280e+00 +4.1918e+00 -2.5357e+00 +4.0030e+00 +1.5467e+00 +3.7134e+00 +2.9649e+00
302754 +4.490513469e+01 +4.490513469e+01 -3.259348653e+02 -3.259348653e+02 +3.5348e+00 +2.1338e+00 +4.6300e+00 -2.0584e+00 -2.6116e-01 +9.3314e-01 +2.2617e+00 -2.7780e+00 +4.5554e+00 +4.0256e+00 +1.8787e+00 +3.3962e-01 +4.2240e+00 -3.7582e+00 -4.7443e+00 +2.4812e+00 -1.4410e+00 -4.3821e+00 +3.2368e+00 +2.1890e+00
1711392 +4.383770625e+01 +4.383770625e+01 -3.270022937e+02 -3.270022937e+02 -2.3344e+00 +2.0872e+00 -3.8060e+00 -2.1541e+00 +3.5550e+00 +1.6609e+00 -9.6256e-01 +3.5495e+00 +4.8994e+00 -3.8396e+00 -4.4054e+00 +2.9162e+00 +1.8801e+00 +1.7320e+00 +2.3472e+00 -1.0412e+00 +4.8802e+00 +1.6847e+00 +3.5775e+00 +1.5794e+00
3625087 +4.267474168e+01 +4.267474168e+01 -3.281652583e+02 -3.281652583e+02 +3.9338e+00 +2.9884e+00 +3.6557e+00 +2.2583e+00 -3.7095e+00 +2.0925e+00 +4.9051e+00 -2.1217e+00 +4.1541e+00 +9.1034e-01 +4.3196e+00 -1.0539e-01 +3.3562e+00 -6.9894e-01 -4.0303e+00 +6.6240e-01 -5.2992e-01 -1.9211e+00 +2.4540e+00 +2.3150e+00
4377641 +3.211696449e+01 +3.211696449e+01 -3.387230355e+02 -3.387230355e+02 +3.2063e+00 +1.0388e+00 -1.3491e+00 -6.0675e-01 -1.4574e+00 +3.7401e+00 +1.1182e+00 -1.7947e-01 -4.6475e+00 -6.8397e-01 +3.6713e+00 -2.6150e+00 +1.2520e+00 -1.3048e+00 +1.7736e+00 -8.2720e-01 +4.2526e+00 -3.7957e+00 +4.8078e+00 +3.3304e+00
13464239 +2.478765486e+01 +2.478765486e+01 -3.460523451e+02 -3.460523451e+02 +2.5469e+00 +2.1372e+00 +1.0145e+00 -4.7703e-01 -3.2380e+00 +2.4994e+00 +3.3461e+00 -4.9073e+00 +4.6039e+00 +4.8687e-02 +3.4670e+00 -2.6105e-01 +4.6008e+00 -6.9833e-01 -4.6000e+00 -4.6168e-01 +3.9772e-01 -1.6647e+00 +2.9007e+00 +3.3765e+00
101128130 +2.217520982e+01 +2.217520982e+01 -3.486647902e+02 -3.486647902e+02 +8.5125e-01 -1.4396e+00 +2.7888e+00 -1.0945e+00 -1.1303e+00 +1.6866e+00 +2.1974e+00 -3.4783e+00 +4.2398e+00 +2.8625e+00 +3.2814e+00 -2.2641e-01 +4.8555e+00 -2.2926e+00 -4.5305e+00 +2.6847e+00 -7.9744e-01 -3.6897e+00 +3.0286e+00 +3.1954e+00
181834366 +1.825534768e+01 +1.825534768e+01 -3.525846523e+02 -3.525846523e+02 +2.3704e+00 +5.6760e-01 -2.3222e+00 +2.4307e+00 +3.6715e-01 -1.3652e+00 -4.6251e+00 +1.7691e+00 -3.4677e+00 -4.1811e-01 +4.2992e+00 -8.8498e-01 -8.4357e-01 +2.1576e+00 +2.3993e+00 +7.8916e-01 +2.2111e+00 -8.9486e-01 +4.0013e+00 +1.8542e+00
% function evaluation | noise-free fitness - Fopt (-3.256000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.074340757e+01 +8.074340757e+01 +4.818340757e+01 +4.818340757e+01 +1.0565e+00 -1.5004e-01 -2.0007e-01 -3.8360e+00 +4.6908e+00 +4.0405e+00 +2.0608e+00 +4.5991e+00 -9.1503e-01 +5.2312e-01 -8.4009e-02 +4.5705e+00 -1.6394e+00 +3.9296e+00 -3.8134e+00 +7.0054e-01 +3.3293e+00 -1.1796e+00 +3.8251e+00 -8.1567e-01
22 +7.821104631e+01 +7.821104631e+01 +4.565104631e+01 +4.565104631e+01 -1.9336e+00 -3.2713e+00 +1.6670e-01 -2.5475e+00 -1.8617e+00 -9.5976e-01 -3.4569e+00 -3.5774e-01 +3.5519e+00 +1.4733e+00 +4.6393e+00 +3.5029e+00 -3.5356e+00 +2.3432e+00 +2.7872e+00 +3.3150e+00 +4.0123e+00 +4.3672e+00 -4.6013e+00 +1.0468e+00
96 +7.710781858e+01 +7.710781858e+01 +4.454781858e+01 +4.454781858e+01 +1.8198e+00 -5.5653e-01 -4.4094e+00 +4.0988e+00 +4.3301e+00 +4.1476e+00 +2.7411e+00 -1.4083e+00 -4.2474e+00 -1.0805e+00 +1.6698e+00 -3.4151e+00 +1.8981e+00 +2.0621e+00 +3.0961e-01 +3.3491e+00 -3.0981e+00 +1.6259e+00 -7.7433e-01 +2.2240e+00
412 +7.511596410e+01 +7.511596410e+01 +4.255596410e+01 +4.255596410e+01 -2.1576e+00 -2.3012e+00 +3.7507e-01 +4.8241e+00 -7.4862e-01 +9.4296e-01 +2.7131e-01 +2.2890e+00 +8.3875e-01 +3.2776e+00 +4.3919e+00 -2.3900e+00 +8.7400e-01 +3.5347e+00 -4.8473e+00 +3.0552e+00 -4.4040e-01 -2.3857e+00 +1.0370e+00 -4.4969e+00
639 +7.303725615e+01 +7.303725615e+01 +4.047725615e+01 +4.047725615e+01 +1.5824e-01 +3.0023e+00 -3.2950e-02 -3.2094e+00 +2.8399e+00 -4.4697e+00 +4.5257e+00 +1.3687e+00 +2.5853e+00 -3.0921e+00 -4.2921e+00 -2.1613e+00 +1.5780e+00 +2.3664e-01 -6.7124e-01 +9.7469e-01 -2.6693e+00 -2.1710e+00 +2.5622e-01 -1.4432e+00
716 +6.999260823e+01 +6.999260823e+01 +3.743260823e+01 +3.743260823e+01 +3.2559e+00 +1.1457e+00 +4.4777e+00 -1.9927e+00 +4.9519e+00 +4.3258e+00 +7.5050e-01 +1.5248e+00 -3.9460e+00 -2.2826e+00 +1.8838e+00 +1.3023e+00 +3.9101e+00 +2.6899e-03 +1.5460e+00 +1.1291e+00 +4.9240e+00 -4.2094e+00 +2.3336e+00 -9.7354e-02
6456 +6.857786540e+01 +6.857786540e+01 +3.601786540e+01 +3.601786540e+01 +2.7413e+00 +1.7711e+00 +1.1999e+00 +4.1136e+00 -2.6816e+00 +9.7988e-01 +2.8219e+00 +1.6349e+00 +1.4022e+00 +1.3660e+00 +6.7514e-01 +3.9306e+00 +2.7155e+00 -1.4304e+00 -4.0632e+00 +4.2713e+00 -7.9920e-01 +4.5376e-01 +2.7623e+00 +4.5168e+00
7092 +5.377110012e+01 +5.377110012e+01 +2.121110012e+01 +2.121110012e+01 -2.5456e+00 +8.4909e-01 +3.9935e-01 -2.4851e+00 +1.5485e+00 -2.6133e+00 +4.9804e+00 +3.3412e+00 +2.0563e+00 -2.5517e+00 -2.6114e+00 -5.0162e-02 +2.3455e+00 +1.3693e+00 -1.2666e+00 -7.3909e-01 +2.5877e+00 +3.5796e-01 +1.2150e+00 +8.0716e-01
107378 +4.050011137e+01 +4.050011137e+01 +7.940111365e+00 +7.940111365e+00 +4.8497e+00 -2.9020e+00 -1.4936e+00 +3.2686e+00 -2.2389e+00 +7.4106e-02 +2.3175e-02 +1.5145e+00 -7.9564e-01 +1.3067e+00 +3.0741e+00 -7.2244e-01 -3.1720e+00 +4.3832e+00 +4.1707e-01 +2.2405e+00 +1.7717e+00 -1.6626e+00 -1.8653e+00 -2.0246e+00
723936 +3.219141974e+01 +3.219141974e+01 -3.685802554e-01 -3.685802554e-01 +2.9863e-01 -1.6150e+00 -3.0472e+00 +2.6638e+00 -2.6505e+00 +4.9334e-01 -2.6163e+00 +2.9625e+00 -3.9596e-01 -2.9035e+00 +1.4280e+00 +8.3446e-01 +3.6640e+00 +2.7620e+00 -2.4171e-01 +3.9089e-01 +2.2613e+00 -3.9763e+00 +1.6934e-01 -3.4019e+00
2253776 +3.148228301e+01 +3.148228301e+01 -1.077716988e+00 -1.077716988e+00 +3.2376e+00 -3.3111e+00 -8.8070e-01 -5.5089e-01 +3.0099e+00 +4.1487e+00 +3.0159e+00 +9.8707e-01 +2.7702e+00 +3.2545e-01 +2.1270e+00 -3.0806e+00 -3.2989e+00 -3.3920e+00 +2.6991e+00 +2.1886e+00 +3.3897e+00 -3.0022e+00 +1.2251e+00 +6.5307e-01
3167499 +3.084405254e+01 +3.084405254e+01 -1.715947463e+00 -1.715947463e+00 -1.5901e+00 -3.1464e+00 +1.0949e+00 -2.6473e+00 -1.3884e+00 +3.7561e+00 -4.5544e+00 +3.2508e+00 +4.1958e+00 +1.5736e+00 +3.9270e+00 -3.1868e+00 +2.7681e+00 +2.5413e+00 +2.4691e+00 +3.6449e+00 -3.7582e+00 +2.6488e+00 -3.4621e+00 +4.7933e+00
