% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
410576 +1.394595101e+02 +1.394595101e+02 +1.302495101e+02 +1.302495101e+02 +1.0555e+00 -2.8957e+00 +4.2306e+00 +2.0348e+00 +4.3621e+00 +3.9093e+00 +4.9743e+00 -1.2047e+00 +2.5515e+00 -1.3126e+00 -4.9205e+00 -4.0485e+00 +4.0829e+00 +4.0693e+00 -1.7312e+00 -4.1708e+00 +4.4270e+00 +4.5645e+00 -2.4012e+00 +4.3485e+00
499171 +1.367899107e+02 +1.367899107e+02 +1.275799107e+02 +1.275799107e+02 -2.9011e+00 +1.7539e+00 +1.7981e+00 -3.5951e+00 -4.7850e+00 -6.8808e-01 -1.6211e+00 +2.4688e+00 +4.4966e+00 -4.7107e+00 -3.8133e+00 -3.4129e+00 +3.2220e+00 +3.3384e+00 -4.9366e+00 -2.6329e+00 +3.4393e+00 +2.9642e+00 -4.9704e+00 +4.1456e+00
741235 +1.273744693e+02 +1.273744693e+02 +1.181644693e+02 +1.181644693e+02 +4.2293e+00 +3.2489e+00 -3.8308e+00 -4.7577e+00 +3.1594e+00 -5.3177e-01 +1.3627e+00 +2.1731e+00 +4.1352e+00 -4.3542e+00 -3.4715e+00 -1.4466e+00 +4.6431e+00 +3.3160e+00 -4.8463e+00 -4.7993e+00 +4.2697e+00 +4.9632e+00 -4.5795e+00 +3.1825e+00
1639375 +1.257644737e+02 +1.257644737e+02 +1.165544737e+02 +1.165544737e+02 +2.6751e+00 +4.8267e+00 +5.7731e-01 +2.3632e+00 -3.7717e+00 -1.6137e-02 -2.1050e+00 +4.7081e+00 +4.2000e+00 +3.7967e+00 -4.2004e+00 -2.9596e+00 +4.1279e+00 +4.1740e+00 -4.9934e+00 -1.9692e+00 +4.2649e+00 +4.4646e+00 -3.7543e+00 +4.8248e+00
2352636 +1.177624487e+02 +1.177624487e+02 +1.085524487e+02 +1.085524487e+02 +1.1694e+00 -1.8655e+00 +3.3556e-01 +4.5202e+00 +1.4131e+00 +1.0745e+00 -1.7248e+00 +4.6778e+00 +2.9114e+00 -2.7331e+00 -4.3222e+00 -3.7973e+00 +4.4019e+00 +1.0824e+00 -4.4515e+00 -4.7540e+00 +3.5871e+00 +4.6699e+00 -4.9126e+00 +4.1010e+00
19610530 +1.172703169e+02 +1.172703169e+02 +1.080603169e+02 +1.080603169e+02 +4.6513e+00 +4.3233e+00 +2.3476e+00 +4.1867e+00 +9.9559e-01 +1.5711e+00 -3.4765e+00 +6.4132e-02 +1.3273e+00 -4.1482e+00 -4.2602e+00 -3.1936e+00 +2.0178e+00 +3.6729e+00 -4.4997e+00 -3.3197e+00 +4.6439e+00 +4.4808e+00 -4.5458e+00 +4.7870e+00
72051070 +1.079750754e+02 +1.079750754e+02 +9.876507540e+01 +9.876507540e+01 +4.6400e+00 +2.0288e+00 +2.5581e+00 -3.3483e+00 -4.7440e+00 +3.4953e+00 +9.0884e-01 +3.7973e+00 +4.4228e+00 -4.9770e+00 -2.4926e+00 -3.8267e+00 +3.3028e+00 +1.8188e+00 -4.8446e+00 -3.2649e+00 +3.8807e+00 +4.5896e+00 -4.7628e+00 +3.7050e+00
104608718 +1.063710369e+02 +1.063710369e+02 +9.716103691e+01 +9.716103691e+01 +2.1958e+00 -3.3339e+00 -1.5306e+00 +2.9800e+00 -1.7304e+00 +2.3385e+00 +1.7070e+00 +2.0765e+00 +2.3037e+00 -4.6975e+00 -4.8754e+00 -4.7846e+00 -1.5749e+00 +3.9497e+00 -4.9587e+00 -4.2991e+00 +4.9697e+00 +4.6992e+00 -4.9746e+00 +4.0706e+00
% function evaluation | noise-free fitness - Fopt (6.559900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.271720482e+02 +3.271720482e+02 +9.831620482e+02 +9.831620482e+02 +6.6423e-01 +2.0090e+00 -2.4579e+00 -3.6379e+00 -4.0173e+00 -1.7017e+00 -1.3374e+00 -1.5464e+00 -4.9036e+00 -2.6756e+00 +1.1547e+00 +8.4427e-01 -1.9430e+00 -2.1181e+00 -2.4062e+00 +3.0104e+00 -4.3385e+00 -3.1985e+00 -4.1429e+00 +1.3145e+00
3 +2.740734191e+02 +2.740734191e+02 +9.300634191e+02 +9.300634191e+02 +4.8983e+00 +1.3028e+00 +4.7611e+00 +3.9319e+00 -3.2601e-01 +3.4364e+00 -4.9930e+00 -2.7108e+00 +3.6133e+00 -3.5608e+00 +4.7223e+00 -6.8726e-01 +2.4137e+00 +1.7590e+00 +2.5644e+00 +3.5958e-02 -2.5159e+00 -1.6299e+00 +1.9187e+00 +4.6303e+00
31 +2.527745749e+02 +2.527745749e+02 +9.087645749e+02 +9.087645749e+02 -3.8528e+00 +4.6604e+00 -1.6224e+00 -2.5454e+00 -4.5462e+00 -3.6001e+00 +8.6219e-01 +3.7430e+00 +1.0232e+00 -2.7686e+00 +2.0544e+00 -1.5577e+00 +2.3931e+00 -4.7910e+00 +3.9666e-01 +3.8335e+00 -4.5311e+00 -4.6601e+00 +2.8171e-02 +2.2393e-01
121 +2.480109123e+02 +2.480109123e+02 +9.040009123e+02 +9.040009123e+02 +4.6240e+00 -2.5421e+00 +4.9091e+00 +2.8903e+00 -1.4793e+00 +2.2321e+00 +1.6400e+00 +1.0817e+00 -4.7817e+00 -2.6443e+00 +1.1030e+00 +3.7450e+00 +1.6653e-03 -4.6067e+00 +3.1277e+00 +7.0125e-01 -1.5625e+00 -3.2237e+00 +3.7853e+00 -3.3076e-01
249 +2.430390849e+02 +2.430390849e+02 +8.990290849e+02 +8.990290849e+02 +3.1241e+00 +2.4096e+00 +3.7455e+00 +4.7298e+00 +3.5239e+00 +4.7316e+00 -1.0418e+00 -3.9120e+00 -4.9882e+00 -1.1092e+00 -1.6765e+00 +4.2292e+00 +2.3342e+00 -1.2534e-01 +3.1000e-01 +4.9859e+00 -4.1715e+00 -3.6136e+00 +2.4533e+00 +2.6232e+00
277 +2.351862319e+02 +2.351862319e+02 +8.911762319e+02 +8.911762319e+02 +1.1110e-01 +2.6001e+00 -1.6381e+00 +2.4866e+00 -4.7010e+00 -9.8135e-01 +1.6165e+00 +4.1041e-01 -3.3849e+00 +8.1067e-01 +1.4663e+00 +2.7244e+00 -3.6130e+00 -2.0213e+00 +4.3490e+00 +2.7991e+00 -3.8298e+00 -3.0949e+00 -1.4544e-01 +4.7544e+00
654 +1.981113593e+02 +1.981113593e+02 +8.541013593e+02 +8.541013593e+02 +1.4575e+00 +4.5579e+00 +4.5350e+00 -2.9066e+00 +3.3488e+00 +2.2251e+00 +1.5827e-01 +2.1419e+00 -4.4292e+00 +3.9322e+00 +1.4035e+00 +3.7783e+00 +1.9157e+00 -3.3451e+00 +2.3463e+00 +4.4238e+00 -4.3149e+00 -2.1203e+00 +4.5809e+00 +4.9004e+00
14843 +1.913824690e+02 +1.913824690e+02 +8.473724690e+02 +8.473724690e+02 +2.3893e+00 -3.6496e+00 +1.0313e+00 +8.8332e-02 -2.4626e+00 -1.6889e+00 +4.5943e+00 +1.5961e+00 +1.8311e+00 -4.9089e+00 +2.4465e-01 +1.1215e+00 +3.6818e+00 -4.5099e+00 +2.8346e+00 +3.9255e+00 -3.4770e+00 -2.6681e+00 +2.0597e+00 +4.5843e+00
16401 +1.725533857e+02 +1.725533857e+02 +8.285433857e+02 +8.285433857e+02 +1.3515e+00 +3.1207e+00 -3.2923e+00 +2.2800e+00 -3.6613e+00 +1.6361e+00 -4.2866e+00 -4.6880e-01 +2.0359e+00 -4.4619e+00 +4.9198e+00 +4.4373e+00 +1.6231e+00 +1.6312e+00 +3.8292e+00 +3.7967e+00 -2.6865e+00 -4.9141e+00 +2.4822e+00 +4.6860e+00
61070 +1.579409718e+02 +1.579409718e+02 +8.139309718e+02 +8.139309718e+02 -1.7822e+00 -1.6439e+00 +5.2145e-01 +3.3778e+00 +3.7229e+00 -2.1904e+00 -2.7887e+00 +3.2655e+00 -7.5213e-01 -2.9401e+00 +4.1525e+00 +2.4709e+00 +4.6277e+00 -4.7994e+00 +4.9940e+00 +4.9040e+00 -2.1599e+00 -4.2349e+00 +4.1124e+00 +6.5099e-01
91253 +1.514861858e+02 +1.514861858e+02 +8.074761858e+02 +8.074761858e+02 +3.6597e+00 -4.5734e+00 +4.9738e+00 +1.7558e+00 +2.6346e+00 +3.1675e-01 +1.4024e+00 +1.5255e+00 -4.9690e+00 +1.8052e-01 +4.9211e+00 +2.2686e+00 +4.1906e+00 -2.3121e+00 +2.7887e+00 +4.9642e+00 -3.8109e+00 -4.4265e+00 +4.1079e+00 +3.6753e+00
110427 +1.365376686e+02 +1.365376686e+02 +7.925276686e+02 +7.925276686e+02 +4.0266e+00 -1.0038e-02 -5.7268e-01 -1.0176e+00 -3.5897e+00 +1.6745e-01 -1.6541e+00 -8.0653e-01 -3.2301e+00 +1.3020e+00 +4.2078e+00 +4.2007e+00 +4.5295e+00 -4.5835e+00 +3.9922e+00 -1.0765e+00 -4.3696e+00 -4.8831e+00 +4.9557e+00 +4.8370e+00
2709562 +1.262993715e+02 +1.262993715e+02 +7.822893715e+02 +7.822893715e+02 +2.5481e+00 +4.2150e-01 +1.0942e+00 +1.3948e+00 -2.5729e+00 -2.1652e+00 -3.8796e+00 +3.6170e+00 -3.5600e+00 -3.5422e+00 +2.1587e+00 +4.6714e+00 +1.1766e+00 -4.8093e+00 +2.8254e+00 +4.0658e+00 -3.7287e+00 -4.5056e+00 +4.9747e+00 +2.6688e+00
2880961 +1.245214680e+02 +1.245214680e+02 +7.805114680e+02 +7.805114680e+02 -1.0580e-01 -3.1248e+00 -3.7012e+00 -1.2115e+00 -4.3130e+00 -7.8159e-01 -2.6800e+00 +2.2099e+00 -4.6624e+00 +1.8006e+00 +2.4103e+00 +3.0787e+00 +3.0169e+00 -4.0592e+00 +1.4920e+00 +4.5417e+00 -4.8000e+00 -3.6885e+00 +4.7000e+00 +4.9913e+00
9289651 +1.141456041e+02 +1.141456041e+02 +7.701356041e+02 +7.701356041e+02 +3.5382e+00 -2.6973e+00 -3.6306e+00 +2.6077e+00 -2.4931e+00 -1.3335e+00 -3.1405e+00 +9.6024e-02 +7.4079e-01 -7.3940e-01 +2.9268e+00 +3.6395e+00 +4.8053e+00 -3.6723e+00 +4.6776e+00 +1.9946e+00 -4.3668e+00 -4.9394e+00 +4.9332e+00 +4.4125e+00
16484659 +1.092641203e+02 +1.092641203e+02 +7.652541203e+02 +7.652541203e+02 +4.7550e+00 +2.8786e-01 +1.5871e+00 +1.9531e+00 -2.4936e+00 +1.3496e+00 -4.2241e+00 +1.2234e+00 -1.2130e-01 -4.2315e+00 +4.5007e+00 +3.8552e+00 +4.9687e+00 -3.8561e+00 +3.4738e+00 +4.7861e+00 -2.7827e+00 -4.8912e+00 +3.8254e+00 +4.9012e+00
67900340 +1.055539091e+02 +1.055539091e+02 +7.615439091e+02 +7.615439091e+02 +9.3052e-01 +2.1067e+00 -1.9387e+00 +2.2423e+00 -3.3075e+00 -1.2616e+00 -4.0240e+00 +1.8639e+00 -4.0065e+00 -3.5219e+00 +3.8461e+00 +4.7908e+00 +4.6128e+00 -3.1279e+00 +4.6843e+00 +4.2069e+00 -1.5844e+00 -4.8693e+00 +4.9874e+00 +3.7235e+00
175782252 +9.002287119e+01 +9.002287119e+01 +7.460128712e+02 +7.460128712e+02 +4.4998e+00 -1.5295e+00 -1.3566e+00 -1.2638e+00 +1.7859e+00 -2.3088e+00 -4.2382e+00 +2.3269e+00 -3.3243e+00 -3.6321e+00 +4.3588e+00 +3.8894e+00 +3.2853e+00 -4.3037e+00 +4.4712e+00 +4.6242e+00 -4.6397e+00 -4.6900e+00 +4.0185e+00 +4.6214e+00
% function evaluation | noise-free fitness - Fopt (6.671000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.295795010e+02 +3.295795010e+02 +3.962895010e+02 +3.962895010e+02 +1.8904e+00 +2.9777e+00 +3.4479e-01 -3.2991e+00 -2.2173e+00 +2.6916e+00 -3.5641e+00 -7.8084e-01 -2.1011e+00 -3.1899e+00 +5.9692e-01 -4.2704e+00 +1.0851e+00 -8.1780e-02 +3.8135e+00 -3.1952e+00 +5.6027e-01 +7.2518e-01 -1.1463e+00 -3.8308e+00
11 +3.202035195e+02 +3.202035195e+02 +3.869135195e+02 +3.869135195e+02 +3.9283e+00 +3.1892e+00 -3.6904e+00 +4.4081e+00 -2.3709e+00 -2.0777e+00 -3.4148e+00 -3.1405e+00 -1.8481e+00 +1.2368e+00 +9.7553e-02 -3.3968e+00 -2.9075e+00 +2.5679e+00 +7.4634e-02 +3.3787e+00 -4.7657e+00 -3.8769e+00 +8.5676e-01 +2.0029e+00
12 +3.142096133e+02 +3.142096133e+02 +3.809196133e+02 +3.809196133e+02 +1.3014e+00 +1.7532e+00 +4.9925e+00 +2.5310e+00 -3.7021e+00 +4.4285e-01 -3.2085e+00 -2.9477e+00 +2.7837e+00 -4.7389e+00 +3.9853e-01 +2.5437e+00 +2.1181e+00 -1.3071e+00 +4.3634e+00 +3.6463e+00 -4.0155e+00 +2.2617e+00 +4.5797e+00 -4.1655e+00
34 +2.935383471e+02 +2.935383471e+02 +3.602483471e+02 +3.602483471e+02 -1.2419e+00 -2.6939e+00 -2.6045e+00 +3.7057e+00 +4.2438e-01 -3.0642e-01 -3.7361e+00 -4.9713e+00 -3.2513e+00 +3.8083e+00 -3.7057e+00 -1.6339e+00 -4.5365e+00 -3.2063e+00 +3.9129e+00 +4.7257e+00 -2.0763e+00 +1.9740e-01 +1.3418e-01 -4.8746e+00
74 +2.702996735e+02 +2.702996735e+02 +3.370096735e+02 +3.370096735e+02 -2.5770e+00 +1.3479e+00 +1.9539e+00 +3.4209e+00 +1.9005e+00 -3.1241e+00 -4.5720e+00 +4.1992e+00 +1.2880e+00 -1.7911e+00 +2.4892e+00 +7.3019e-01 -1.0118e+00 +2.3274e+00 +1.9079e+00 +4.5435e+00 -4.0280e+00 +3.2072e+00 -4.6827e+00 -4.7435e+00
115 +2.440223466e+02 +2.440223466e+02 +3.107323466e+02 +3.107323466e+02 -2.2027e+00 -4.9922e+00 -7.7402e-01 +1.0030e+00 +1.0991e-01 +3.5806e+00 +4.7998e-01 -4.2075e+00 +3.1907e+00 -4.2922e+00 +1.2949e+00 -3.8930e+00 +4.2138e+00 +4.7100e+00 +1.1092e+00 +4.0735e+00 -3.2660e+00 +3.2301e+00 -2.6109e+00 -5.7394e-01
264 +2.079131985e+02 +2.079131985e+02 +2.746231985e+02 +2.746231985e+02 +3.8326e+00 -8.8361e-01 -4.7443e+00 -4.8377e+00 +2.7721e+00 -2.5329e+00 +7.1031e-01 -4.5133e+00 +8.5451e-01 -1.1996e+00 -3.7417e+00 -4.6377e+00 +1.6479e+00 +8.1022e-01 +4.7497e+00 +8.5241e-01 -3.9213e+00 -3.8508e+00 -4.4973e+00 -1.9745e+00
2444 +1.938742708e+02 +1.938742708e+02 +2.605842708e+02 +2.605842708e+02 +6.6825e-01 +8.4338e-02 -3.4640e+00 +3.3224e+00 +9.5634e-01 +1.5465e+00 -4.8176e+00 -3.7682e+00 +2.0295e+00 -4.7179e+00 -1.8941e+00 -4.0270e+00 -8.0247e-01 +1.6284e+00 +3.5270e+00 +4.1649e+00 -4.7429e+00 -3.4312e+00 -1.4239e+00 -1.4052e+00
4552 +1.860024348e+02 +1.860024348e+02 +2.527124348e+02 +2.527124348e+02 -3.9280e+00 +3.5019e+00 +8.1481e-01 +1.0245e+00 +3.5019e+00 +2.8093e+00 +4.4865e+00 -4.8785e+00 +1.9250e+00 -3.5894e+00 -6.5221e-01 -2.1259e+00 +3.6703e+00 +4.0868e+00 +3.2106e+00 +3.3814e+00 -4.7098e+00 -4.3867e-01 -3.6512e+00 -4.2941e+00
5455 +1.801751431e+02 +1.801751431e+02 +2.468851431e+02 +2.468851431e+02 +2.0851e+00 +8.3067e-01 +2.9706e+00 +3.4909e+00 +2.8037e+00 +2.3543e+00 +2.9968e+00 +7.0345e-01 +1.8627e+00 -1.0713e+00 +5.2204e-01 -3.7761e+00 +3.8458e+00 +4.9617e+00 +3.9361e+00 +3.3974e+00 -2.9007e+00 -2.5935e+00 -4.3558e+00 -4.6355e+00
8334 +1.428947435e+02 +1.428947435e+02 +2.096047435e+02 +2.096047435e+02 -3.2086e+00 -1.0620e+00 +3.6893e+00 +4.6888e+00 +2.5361e+00 +1.4953e+00 -4.7230e+00 -3.7660e+00 +3.7675e+00 -4.1234e+00 -2.1609e+00 -2.1024e+00 +3.6256e+00 +4.1780e+00 +3.2538e+00 +3.9662e+00 -3.5212e+00 -2.6691e+00 -2.8751e+00 -4.6513e+00
201127 +1.310019145e+02 +1.310019145e+02 +1.977119145e+02 +1.977119145e+02 +3.2483e+00 +3.7835e+00 +1.0768e+00 +4.4275e+00 -4.9802e+00 +3.3838e+00 -1.8636e+00 -3.6595e+00 +4.8625e+00 +9.6802e-01 -4.0360e+00 -4.1157e+00 +2.9013e+00 +3.1289e+00 +4.8462e+00 +4.7822e+00 -2.0100e+00 -3.7709e+00 -3.9061e+00 -4.3393e+00
2801057 +1.285358076e+02 +1.285358076e+02 +1.952458076e+02 +1.952458076e+02 -3.7268e+00 +1.3629e+00 +4.1091e+00 +4.0214e+00 +9.2924e-01 +5.6917e-01 -3.7720e+00 -5.0629e-02 +4.0898e+00 -2.1846e+00 -3.7167e+00 +1.4715e+00 +4.2146e+00 +3.4012e+00 +4.4356e+00 +4.7308e+00 -4.8940e+00 -4.7050e+00 -4.6782e+00 -3.6151e+00
3060622 +1.254214679e+02 +1.254214679e+02 +1.921314679e+02 +1.921314679e+02 -4.4758e+00 -1.9918e+00 -4.0218e+00 +6.1777e-01 -4.9361e+00 +4.7176e+00 -2.8574e+00 +3.5771e+00 +4.2260e+00 +6.4486e-01 -4.7569e+00 -4.7887e+00 +4.8793e+00 +1.3160e+00 +1.8013e+00 +4.1268e+00 -4.8349e+00 -3.7474e+00 -3.2182e+00 -4.9509e+00
4635252 +1.220932326e+02 +1.220932326e+02 +1.888032326e+02 +1.888032326e+02 -2.1185e+00 +1.4847e+00 -9.5648e-01 +1.6461e+00 -4.2375e+00 -6.1868e-01 -2.9208e+00 -7.3372e-01 +4.3920e+00 -1.3518e+00 -2.0606e+00 -4.1968e+00 +4.9826e+00 +4.7886e+00 +2.7259e+00 +2.8198e+00 -3.3813e+00 -4.8708e+00 -4.9743e+00 -3.8697e+00
10725112 +1.124256217e+02 +1.124256217e+02 +1.791356217e+02 +1.791356217e+02 -3.1153e+00 +3.9706e+00 -7.2449e-01 +4.0913e+00 -2.1758e-01 -3.3536e+00 -4.0449e+00 -6.7998e-01 +2.6929e+00 -4.2946e+00 -4.4194e+00 -2.5878e+00 +9.6461e-01 +4.8077e+00 +4.7005e+00 +3.4345e+00 -4.9661e+00 -4.9401e+00 -4.9556e+00 -4.1347e+00
% function evaluation | noise-free fitness - Fopt (9.416700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.374565661e+02 +4.374565661e+02 +1.379126566e+03 +1.379126566e+03 +2.3560e+00 -4.4885e+00 -1.9871e+00 +1.8525e+00 +1.6719e+00 +3.9456e+00 -3.7427e+00 +1.7704e+00 +1.3781e+00 +1.7860e+00 -3.3826e+00 +4.3506e+00 -4.1014e+00 +3.5115e+00 -3.1910e+00 -1.1012e+00 -5.0553e-01 -3.2387e+00 -1.9683e+00 +2.4802e+00
2 +3.429730997e+02 +3.429730997e+02 +1.284643100e+03 +1.284643100e+03 +2.1315e+00 -4.0829e+00 -1.4008e+00 +6.1887e-01 -4.8615e-01 +1.9196e+00 -2.0836e+00 +4.4759e+00 +4.6756e+00 +4.4633e+00 +3.4253e+00 -2.8983e-02 +8.3158e-02 -1.0877e+00 +3.5428e+00 -1.4384e-01 -3.6964e+00 -3.4829e+00 -8.8063e-03 +3.1521e+00
20 +3.201884859e+02 +3.201884859e+02 +1.261858486e+03 +1.261858486e+03 -2.7178e+00 +3.3877e+00 +2.5054e+00 -4.3509e+00 -2.1363e+00 +3.9978e+00 +2.3704e+00 +3.3704e+00 -5.4921e-01 -4.7825e+00 +3.6576e+00 -3.6584e+00 -1.1311e+00 -4.8045e+00 +4.0830e+00 -2.5944e+00 -3.3504e+00 +1.4284e+00 -7.3562e-01 +2.6351e+00
26 +2.860639141e+02 +2.860639141e+02 +1.227733914e+03 +1.227733914e+03 -2.6604e+00 -5.0628e-01 -1.7271e+00 +3.1223e+00 +2.5533e+00 -3.7904e+00 +2.0217e-01 +3.3269e+00 -2.7610e+00 +2.8262e+00 -1.7198e+00 -3.6870e+00 -2.7522e+00 +2.0561e-01 +3.9557e+00 +2.1956e+00 -4.6321e+00 +2.5476e+00 +3.8870e+00 +1.6011e+00
27 +2.648488575e+02 +2.648488575e+02 +1.206518857e+03 +1.206518857e+03 +4.0182e-01 -2.0884e+00 +1.4081e-01 -4.3283e+00 +4.1482e+00 -9.9161e-01 -3.1524e+00 -1.6103e+00 +1.7409e+00 -3.0757e+00 -3.2259e+00 -1.4532e+00 -2.6318e+00 +2.4030e+00 +4.5065e+00 +4.6137e+00 +8.1075e-01 +3.4972e+00 +4.8995e+00 +1.7893e+00
64 +2.595164725e+02 +2.595164725e+02 +1.201186472e+03 +1.201186472e+03 +4.8143e+00 -1.5268e+00 -2.1650e+00 +2.5187e+00 -1.3642e+00 +4.1513e+00 -1.3264e+00 -8.8938e-01 -4.7731e+00 -3.2868e+00 +1.9836e+00 -3.7752e-01 -3.0617e+00 -2.5879e+00 +4.6776e+00 -1.2628e+00 -1.7473e-01 +4.2839e+00 +3.8977e+00 +2.7409e+00
128 +2.524425787e+02 +2.524425787e+02 +1.194112579e+03 +1.194112579e+03 +4.6088e+00 +4.3804e+00 -2.9169e+00 -4.5275e+00 -2.1244e+00 +4.1090e+00 -2.1930e+00 +3.5301e+00 +4.8180e+00 -1.0708e+00 -5.1085e-01 +4.9886e+00 -1.2451e-01 -2.9635e+00 +3.0954e+00 +2.4396e+00 -1.9297e+00 +3.5616e+00 +3.4420e+00 +2.2689e+00
411 +2.331662642e+02 +2.331662642e+02 +1.174836264e+03 +1.174836264e+03 -2.8796e+00 +3.5737e+00 +4.5812e+00 -1.8402e+00 -2.1068e+00 -1.1432e+00 -4.1206e+00 -4.8452e-01 +6.8836e-01 +4.4161e+00 +9.7126e-01 +2.0518e-01 -1.7166e+00 -3.2595e+00 +4.8468e+00 +3.5297e-01 +3.7593e-01 +4.6259e+00 +3.2801e+00 +4.1723e+00
769 +2.287484649e+02 +2.287484649e+02 +1.170418465e+03 +1.170418465e+03 +2.9539e+00 -1.5488e+00 +4.4415e+00 +2.1775e+00 +1.1721e+00 -4.5219e+00 -7.7612e-01 -3.7800e+00 -6.4645e-01 +1.6133e+00 -2.1604e+00 +4.7829e+00 -1.8962e+00 +5.6311e-01 +4.7603e+00 +4.0992e+00 -4.8754e-01 +4.4763e+00 -1.8878e-01 +4.8289e+00
