% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
428079 +1.156121085e+01 +1.156121085e+01 -4.078878915e+01 -4.078878915e+01 -2.1685e+00 -1.7169e+00 +4.2461e+00 -3.2442e+00 -4.2258e-01 +4.1986e+00 -3.0094e+00 -2.1606e-01 +2.7163e+00 -1.0714e+00 -4.3182e-01 +4.0570e+00 +3.3163e+00 -5.2992e-01 -1.7929e+00 -1.6616e-01 -2.7849e+00 +1.3726e+00 +4.8322e+00 -1.8619e+00
4516942 +1.078276569e+01 +1.078276569e+01 -4.156723431e+01 -4.156723431e+01 -2.4261e+00 -1.6260e+00 +3.6664e+00 -1.9331e+00 -3.0856e+00 +1.4332e+00 -2.8462e+00 -3.1000e+00 +2.4635e+00 -4.2438e+00 +2.5185e+00 -2.7084e+00 +1.5921e-01 -3.3660e-01 -1.7726e+00 +1.2297e+00 +7.1413e-01 +4.1038e-01 +4.4616e+00 -2.2856e+00
5804929 +1.054215818e+01 +1.054215818e+01 -4.180784182e+01 -4.180784182e+01 -4.2916e+00 +8.4347e-01 +3.2003e+00 -1.9109e+00 -3.6449e-01 +2.1984e+00 -4.7382e+00 -3.1974e+00 +1.0268e+00 -3.1346e+00 +2.0837e+00 +1.8230e+00 +2.4246e+00 -1.5189e+00 -1.3441e+00 -7.6708e-01 -3.2130e+00 +1.0693e+00 +1.3949e+00 -3.3558e+00
12687324 +1.000355237e+01 +1.000355237e+01 -4.234644763e+01 -4.234644763e+01 +2.1942e+00 -2.3706e+00 +1.1863e+00 -1.4895e+00 -9.4750e-01 +1.2840e+00 -9.2350e-01 -1.4901e+00 +3.7322e+00 -5.4462e-01 +3.4639e+00 -1.3890e+00 +3.2475e+00 +1.6260e+00 +5.5116e-01 +3.1989e-01 -1.9529e+00 +1.6461e+00 +1.9966e+00 -4.9691e+00
14159491 +7.859526235e+00 +7.859526235e+00 -4.449047376e+01 -4.449047376e+01 -1.8129e+00 -4.0434e+00 +2.1251e+00 -1.1284e+00 -1.7527e+00 +1.9256e+00 -2.9574e+00 -2.9519e-01 +4.4545e+00 -2.0302e+00 +2.0554e+00 -1.3971e+00 +1.2831e+00 -3.8524e+00 -1.3598e+00 +2.1562e+00 +8.8684e-02 +1.6432e+00 +3.5615e+00 -2.2335e+00
76331949 +6.472675655e+00 +6.472675655e+00 -4.587732435e+01 -4.587732435e+01 -2.4908e+00 -7.7511e-01 +7.1782e-01 -9.7730e-01 -2.4592e-01 +4.7224e+00 -3.9714e+00 +1.1969e+00 +3.8294e+00 -2.2205e+00 +2.1722e+00 -1.0813e-01 +2.3468e+00 +7.1079e-01 -2.3461e-01 +8.4179e-01 -2.5352e-01 +2.6365e+00 +2.8023e+00 -1.9908e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.352345341e+02 +3.352345341e+02 +1.556945341e+02 +1.556945341e+02 -2.6117e+00 +1.7761e+00 -4.8100e+00 +1.2821e-01 -2.5996e+00 +1.2346e-01 +3.4664e+00 -3.8214e+00 -2.8689e+00 +4.2092e+00 +1.6324e+00 -1.9411e+00 +2.7179e-01 -4.0030e+00 -2.2197e+00 -2.8056e+00 +1.1415e+00 +1.8464e+00 +4.2092e+00 +1.2473e+00
3 +1.737316449e+02 +1.737316449e+02 -5.808355150e+00 -5.808355150e+00 +8.8531e-01 -2.8622e+00 -2.2751e+00 +4.3827e+00 -3.0515e+00 +9.3811e-01 -4.8185e+00 +3.5088e+00 +3.3628e+00 -1.6939e+00 +3.3251e+00 -3.8107e-01 +1.7167e+00 -1.0686e+00 +4.7378e+00 +1.6163e+00 -2.3376e+00 -3.7665e+00 -2.4923e+00 +3.1557e+00
8 +1.281295069e+02 +1.281295069e+02 -5.141049313e+01 -5.141049313e+01 -3.8085e-01 +3.7203e+00 -2.8713e+00 -1.7704e+00 -2.3359e+00 +2.0935e+00 +3.7072e+00 -8.8268e-01 +3.0385e+00 +5.7070e-01 +4.3855e+00 +3.7783e+00 -6.9690e-01 +2.7381e+00 +3.2427e+00 -4.7929e+00 -2.2950e+00 -2.1124e+00 +1.3959e+00 +2.7350e+00
11 +1.252304250e+02 +1.252304250e+02 -5.430957498e+01 -5.430957498e+01 -3.4913e+00 -4.2109e+00 -1.2656e+00 +4.5012e-01 -1.0871e+00 -9.6845e-01 -2.2591e+00 -2.0412e+00 +2.5846e+00 +3.2318e+00 +4.4432e+00 +3.4451e+00 -1.5412e+00 -1.2991e+00 -3.5453e-01 +3.7929e+00 +3.3204e+00 +4.5377e+00 +3.8973e+00 +8.2895e-01
19 +6.960665256e+01 +6.960665256e+01 -1.099333474e+02 -1.099333474e+02 +4.5363e+00 -8.2984e-01 -5.6335e-01 +3.7744e+00 -3.2978e+00 +2.9907e+00 +3.1497e+00 +4.5399e+00 +3.8835e+00 +3.3733e+00 +9.7055e-01 +4.0333e-01 -2.1254e+00 +1.5708e-01 +1.4036e+00 +2.8715e+00 -2.9625e+00 -2.1722e+00 +3.0468e+00 -1.1945e+00
24 +5.506490577e+01 +5.506490577e+01 -1.244750942e+02 -1.244750942e+02 -2.7594e-01 -3.9954e+00 +3.6949e-01 +4.2974e+00 +2.5546e+00 +4.5119e+00 +4.1595e+00 +1.5262e+00 +7.6370e-01 +3.5881e-01 -4.9988e-01 -2.2194e+00 +2.9778e+00 +2.2349e+00 -1.4201e+00 +2.4967e+00 +2.6801e+00 +1.5061e+00 -1.9212e+00 +1.2772e+00
147 +5.269745968e+01 +5.269745968e+01 -1.268425403e+02 -1.268425403e+02 +3.7329e+00 -1.1215e+00 -1.9300e+00 +3.7792e+00 +2.2614e+00 +2.4111e-01 +5.5914e-01 -7.7671e-01 -4.5642e+00 +1.3120e+00 +1.4852e+00 +4.4719e+00 -1.6156e+00 +3.0826e-01 -2.3965e+00 +2.7830e+00 +2.0351e+00 +1.7994e+00 +3.8678e-01 -1.9201e+00
179 +4.852320378e+01 +4.852320378e+01 -1.310167962e+02 -1.310167962e+02 +3.3070e+00 -2.0514e-01 +7.5964e-02 +4.9530e+00 +3.1389e+00 +7.6110e-01 -4.2528e+00 +1.1177e+00 -2.1002e+00 +4.3318e-01 +3.8030e+00 -4.7742e+00 -3.0375e+00 +1.4816e+00 -2.1937e+00 +3.5056e+00 +8.2884e-01 +4.3500e+00 +3.4459e+00 -1.9795e+00
180 +4.275198287e+01 +4.275198287e+01 -1.367880171e+02 -1.367880171e+02 -4.1153e+00 -3.6564e+00 +2.1101e+00 +3.8789e+00 +1.9028e+00 -2.3173e+00 +3.3650e+00 +4.8325e+00 -4.7247e+00 -5.8850e-01 +1.9318e+00 +1.0697e+00 -1.9741e+00 -5.1116e-01 -1.7479e+00 -1.3953e+00 +3.0285e+00 +2.7952e+00 -3.2527e+00 -2.3188e+00
814 +3.482026323e+01 +3.482026323e+01 -1.447197368e+02 -1.447197368e+02 +3.5467e+00 +4.5071e-01 -3.5727e+00 -2.3777e-01 +1.5015e+00 +3.2129e+00 +4.7261e+00 +2.8218e+00 +4.5002e+00 +4.7232e+00 -1.4165e+00 +1.1395e+00 +1.1704e+00 -1.5642e+00 +5.7802e-01 -1.4429e+00 +5.4671e-01 +2.0916e+00 +7.1393e-01 -3.7679e+00
899 +3.408766672e+01 +3.408766672e+01 -1.454523333e+02 -1.454523333e+02 -3.5824e+00 -6.8940e-01 +1.1527e+00 +9.7278e-01 +1.7521e+00 +9.4518e-01 +1.8551e+00 +2.8321e+00 -2.6003e+00 +3.1076e+00 -2.0074e+00 +4.6576e+00 +8.3644e-01 +7.2513e-01 -2.0427e+00 -9.7264e-01 +2.1632e+00 +3.6734e+00 +2.8114e+00 +1.1610e+00
1572 +2.801125244e+01 +2.801125244e+01 -1.515287476e+02 -1.515287476e+02 +2.3982e+00 +8.3043e-01 +2.1799e-02 +2.3711e+00 +4.7745e+00 +4.8558e+00 +2.8637e+00 -3.8109e+00 +1.2802e+00 +4.2540e+00 -3.9607e-02 +1.1751e+00 +1.5048e+00 -1.1271e+00 +2.0612e+00 -1.4487e+00 -3.0341e+00 +3.5501e+00 +4.7005e+00 -1.7300e+00
3446 +2.141927897e+01 +2.141927897e+01 -1.581207210e+02 -1.581207210e+02 -3.3702e+00 +3.0733e+00 -3.2854e+00 +2.6762e+00 +1.4742e+00 +3.3494e+00 +1.1610e+00 +3.2932e+00 -2.6696e-01 +4.7218e+00 -3.4323e+00 +2.9620e+00 -3.2766e+00 +8.3298e-01 -1.3862e+00 -5.6865e-01 -1.5809e+00 +4.8408e+00 -1.8431e-01 -1.8702e+00
37775 +1.718505724e+01 +1.718505724e+01 -1.623549428e+02 -1.623549428e+02 +5.4781e-01 -9.9570e-02 -7.5038e-01 +4.9558e+00 +1.8259e+00 +1.7972e-01 -1.6061e+00 +2.5931e+00 +1.5872e+00 +1.9977e+00 +4.4416e-01 -3.5148e+00 -3.5639e+00 +3.0560e+00 -2.6327e-02 +3.2182e-01 +1.2986e+00 +4.6119e+00 +2.6426e+00 -4.2630e+00
68141 +1.335938854e+01 +1.335938854e+01 -1.661806115e+02 -1.661806115e+02 +3.1341e-01 -1.8672e-01 -3.3740e+00 +1.2931e+00 +3.9967e+00 -6.8970e-01 +4.7318e+00 +2.5911e+00 -1.7276e-01 +1.6409e+00 -1.5844e+00 -2.5509e+00 -6.2955e-01 -1.6031e+00 +4.6869e+00 -7.9226e-01 -8.8613e-01 +1.9921e+00 +3.7678e+00 -7.5978e-01
251378 +1.083527464e+01 +1.083527464e+01 -1.687047254e+02 -1.687047254e+02 +3.2125e+00 +2.1679e+00 -3.5722e+00 +2.5467e+00 +4.8953e+00 +1.8891e+00 +1.7818e+00 +1.1890e+00 +9.4231e-01 +8.9434e-01 -1.5476e+00 -1.2618e+00 -3.6436e+00 +2.0227e-01 +2.4975e+00 +5.8912e-01 -2.2719e+00 +4.9522e+00 +3.4894e+00 +1.0435e+00
414572 +1.046392290e+01 +1.046392290e+01 -1.690760771e+02 -1.690760771e+02 +8.2197e-01 +5.3582e-01 -4.1710e+00 +1.6312e+00 +2.9063e+00 +1.1335e+00 +1.0640e+00 +1.0864e+00 +1.2202e+00 +2.6857e+00 -5.3085e-01 -6.0726e-01 +1.1123e-01 -5.8413e-01 +3.9905e+00 -8.2320e-01 -2.3715e+00 +3.9697e+00 +4.9243e+00 -2.4636e+00
2499679 +7.032856304e+00 +7.032856304e+00 -1.725071437e+02 -1.725071437e+02 +3.2689e-02 +2.3516e+00 -4.5742e+00 +1.2816e+00 +3.2762e+00 -9.6913e-01 +3.6941e+00 +4.7593e+00 +1.2078e+00 -1.6000e-01 -2.8138e+00 +9.2196e-01 -2.1076e+00 +2.4988e+00 +2.6848e+00 +1.9208e+00 -2.7164e-01 +3.7717e+00 +2.1592e+00 -1.6492e+00
% function evaluation | noise-free fitness - Fopt (7.731000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.670706546e+01 +7.670706546e+01 +1.540170655e+02 +1.540170655e+02 +4.0245e+00 -2.7182e+00 +2.8022e+00 -1.1597e+00 -6.4494e-01 -4.0865e+00 +3.8274e+00 -1.5123e+00 +3.0237e+00 -1.9285e+00 +1.9174e+00 +1.4874e+00 -4.9469e+00 +2.2739e+00 -3.0031e+00 +1.0324e+00 +2.6137e+00 -4.3619e+00 +3.3217e+00 -2.5056e+00
3 +6.410516727e+01 +6.410516727e+01 +1.414151673e+02 +1.414151673e+02 -3.0565e+00 +2.3436e-01 -4.0686e-01 -1.4626e+00 +5.6099e-01 +3.6447e+00 -4.7226e+00 +1.6441e+00 -6.7601e-02 +2.3804e+00 +2.9592e+00 -3.9284e+00 +1.6013e+00 +2.2225e+00 +4.1617e+00 +1.9094e+00 -2.0045e+00 +2.5256e+00 +2.9048e+00 +4.2634e+00
19 +4.901524093e+01 +4.901524093e+01 +1.263252409e+02 +1.263252409e+02 +2.5578e+00 +6.3529e-01 +6.2505e-01 -2.2039e+00 -1.3414e+00 -1.0495e+00 +3.1660e+00 -7.3818e-01 -7.6009e-01 +3.6380e+00 +2.9908e+00 -2.8433e+00 +2.6282e+00 +1.7648e+00 +3.0693e+00 -1.7024e+00 +3.8660e+00 -6.7288e-01 +3.3558e+00 -4.9647e+00
50 +3.283095494e+01 +3.283095494e+01 +1.101409549e+02 +1.101409549e+02 +4.8067e+00 +4.0500e+00 -5.0274e-01 -1.3386e+00 +4.7662e+00 +6.4405e-01 +4.1373e+00 +1.6112e+00 +1.7495e+00 -1.3794e+00 -1.1731e+00 +1.3494e+00 -1.0138e+00 -1.8849e+00 -3.4370e+00 +3.8411e+00 +1.5078e+00 +4.6055e+00 +4.5777e+00 +7.6288e-01
1297 +2.920556937e+01 +2.920556937e+01 +1.065155694e+02 +1.065155694e+02 +9.7622e-01 +4.5761e+00 -8.9413e-01 -4.0416e-01 +2.5512e+00 -5.3183e-01 +2.2883e+00 +1.8835e+00 -1.8271e+00 +1.5576e+00 +2.5742e-01 -1.9317e+00 +7.6798e-01 -2.6550e+00 +4.2019e+00 +2.3439e+00 +3.2217e+00 +1.8495e+00 +3.9874e+00 +7.2555e-01
1450 +2.524272797e+01 +2.524272797e+01 +1.025527280e+02 +1.025527280e+02 +1.8210e+00 -1.3726e+00 -1.5598e+00 -3.4388e+00 +2.6378e+00 +1.6809e+00 +2.1251e+00 -5.4179e-01 +4.7856e+00 +1.6765e+00 -8.7743e-01 +2.3489e+00 +1.3878e+00 -1.9534e+00 +4.8042e+00 +2.0467e+00 -4.4073e-01 +3.9239e+00 +3.4170e+00 -7.3956e-01
2887 +2.470474193e+01 +2.470474193e+01 +1.020147419e+02 +1.020147419e+02 +3.3028e+00 -1.5969e+00 +2.9021e+00 -7.7292e-01 -4.9114e-01 +2.9695e-01 -3.4680e+00 -9.6159e-01 +1.6222e+00 +2.8260e+00 -2.2482e-01 +2.3345e+00 -4.6096e-01 -8.5648e-01 -1.8857e-01 +3.5436e-01 -1.5893e+00 +2.5802e+00 +2.1764e+00 +2.4603e+00
6313 +1.846365690e+01 +1.846365690e+01 +9.577365690e+01 +9.577365690e+01 +1.4423e+00 -2.6617e+00 -1.8733e+00 -5.0885e-01 +2.3799e+00 +4.6520e-01 +9.1841e-01 -1.5495e+00 -1.7018e-01 +3.0971e+00 -1.1192e-01 -3.0980e+00 -8.2198e-01 -3.9578e-01 +1.8871e+00 -1.6753e+00 -3.0464e+00 -2.3600e-03 +2.9071e+00 +2.3164e+00
9189 +1.736998145e+01 +1.736998145e+01 +9.467998145e+01 +9.467998145e+01 +1.6668e+00 +4.1775e-01 -2.8955e+00 -2.4951e+00 +3.3936e+00 -3.8141e+00 +4.4635e+00 -3.5526e+00 +1.3996e+00 +3.7081e+00 +3.0002e+00 +1.4428e+00 +1.0898e+00 -2.6248e+00 +1.7292e+00 +2.5575e+00 +2.9528e+00 -6.7351e-02 +1.7414e+00 +1.5217e+00
53486 +1.113198880e+01 +1.113198880e+01 +8.844198880e+01 +8.844198880e+01 +2.2180e+00 -3.2337e+00 -1.1645e+00 -2.8179e+00 +1.5747e-01 -4.7002e+00 -7.5106e-02 -2.2845e+00 +4.4154e+00 +1.8950e+00 +1.8816e+00 +2.8722e+00 -1.1972e+00 +9.7580e-01 -3.2268e-01 +4.0719e+00 -2.6947e+00 +3.1752e-01 +3.4309e+00 +1.0291e+00
483152 +1.074535475e+01 +1.074535475e+01 +8.805535475e+01 +8.805535475e+01 +4.3797e-01 -9.0382e-01 -6.5231e-01 -1.8680e+00 -2.5388e-01 -8.0577e-01 +2.2033e+00 -4.3290e+00 +2.9004e+00 +3.0405e+00 +1.9445e+00 -2.6052e+00 -1.5795e-01 +5.7095e-01 -1.1635e+00 +3.3062e+00 -2.7740e+00 +3.0071e+00 +1.0526e+00 +1.2633e-01
872024 +8.426417875e+00 +8.426417875e+00 +8.573641787e+01 +8.573641787e+01 +1.5006e+00 -5.7573e-01 +5.6942e-01 -2.4463e+00 +8.3331e-01 -9.8874e-01 +1.6634e+00 -2.9508e+00 +1.9747e-01 +1.6175e+00 +1.6774e+00 +7.5317e-01 +2.8673e+00 -2.4370e+00 +3.8832e-01 +2.8342e+00 -3.1023e+00 +2.4659e+00 +3.9110e+00 +1.3793e+00
20305839 +7.892522010e+00 +7.892522010e+00 +8.520252201e+01 +8.520252201e+01 -7.2700e-01 -2.0042e-01 -3.2000e+00 -5.4833e-01 +2.4550e+00 +2.9431e-01 +1.3901e+00 +1.4926e+00 +2.5682e+00 +3.5696e+00 +1.0620e+00 -5.1357e-01 +5.7622e-01 -1.2414e+00 -3.8142e-01 +4.7865e+00 -1.4734e+00 +2.1374e+00 +2.8177e+00 +1.6890e+00
57311253 +7.447032773e+00 +7.447032773e+00 +8.475703277e+01 +8.475703277e+01 +2.0828e+00 +6.7699e-01 +1.0487e+00 -1.8628e+00 +2.8642e+00 -2.7129e+00 +4.8304e-01 -1.3187e+00 -4.4910e-01 +1.4032e+00 +1.2760e+00 +3.3537e-01 +1.0447e+00 -5.3765e-01 +2.6862e+00 +2.8200e+00 -1.0587e+00 +4.2859e+00 +2.7153e+00 +3.4054e+00
63469986 +7.312225892e+00 +7.312225892e+00 +8.462222589e+01 +8.462222589e+01 +2.8601e-01 -2.2624e-01 -3.4425e+00 -1.8682e+00 +9.5710e-02 -1.8069e+00 +2.9363e-02 -2.8710e+00 +1.9778e-01 +2.3161e+00 -2.8761e-01 +2.5811e+00 +2.2160e+00 +2.9311e+00 +2.3410e-01 +3.1213e+00 -1.2681e+00 -2.3266e-01 +2.3126e+00 +3.0434e+00
% function evaluation | noise-free fitness - Fopt (3.992000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.436766567e+02 +1.436766567e+02 +1.835966567e+02 +1.835966567e+02 -2.4104e+00 +2.6178e+00 -3.4036e+00 -1.2420e+00 -3.5755e+00 -1.9720e+00 +4.0160e+00 +1.4907e+00 -8.9257e-01 +4.4476e+00 -2.9133e-01 -3.8933e+00 +2.9754e+00 +1.6745e+00 -2.9520e-02 -2.9595e+00 -4.7881e+00 +3.8341e+00 +3.8539e+00 +3.9657e-01
5 +1.031055040e+02 +1.031055040e+02 +1.430255040e+02 +1.430255040e+02 +7.0189e-02 -2.4682e+00 -1.1623e+00 -4.5002e+00 +3.4039e+00 +3.8260e+00 +1.7626e+00 +3.3628e+00 -8.3940e-01 +1.7081e-01 -7.6512e-01 -3.8371e+00 -3.4525e+00 -3.8243e+00 -2.4784e+00 +1.0521e+00 -2.9581e+00 +3.0827e+00 -3.8089e+00 +1.4634e+00
6 +6.026759656e+01 +6.026759656e+01 +1.001875966e+02 +1.001875966e+02 +3.5987e+00 -1.2345e+00 -1.6406e-01 -4.6026e+00 +1.1179e+00 -4.6911e+00 -3.8548e+00 -3.6598e+00 +3.6137e+00 +2.6499e+00 +9.6864e-01 +1.4599e+00 +7.4803e-01 +2.2846e+00 -4.1611e+00 +5.6775e-01 +2.5688e+00 +3.5099e+00 +1.2132e+00 -4.4614e+00
9 +4.062017598e+01 +4.062017598e+01 +8.054017598e+01 +8.054017598e+01 +2.4670e+00 -2.0247e+00 +4.6074e+00 -2.4383e+00 -3.3393e+00 +3.4753e+00 +4.3758e+00 +2.8159e+00 +1.6926e+00 -9.6078e-01 -1.0363e+00 +4.2390e+00 +8.1059e-01 -1.6691e+00 -2.8633e+00 +1.2966e+00 -2.9611e+00 -1.1987e+00 +1.5534e+00 -3.9924e+00
30 +2.583612612e+01 +2.583612612e+01 +6.575612612e+01 +6.575612612e+01 +1.3145e+00 +7.5457e-02 -9.7193e-01 -4.0735e+00 -2.6334e+00 +1.3667e+00 +4.1853e+00 +8.0627e-01 +1.1023e+00 +2.0191e+00 -8.0401e-01 +2.7658e+00 +8.5301e-02 -2.8108e+00 -4.0511e+00 -2.7351e+00 +2.1733e+00 -4.0406e+00 +2.0627e+00 -3.5906e+00
770 +2.109552161e+01 +2.109552161e+01 +6.101552161e+01 +6.101552161e+01 -2.0753e-01 +1.3792e+00 -7.8135e-01 +5.2175e-01 -3.9663e+00 +1.1708e+00 +6.8523e-01 -2.1226e+00 +2.9118e+00 +4.9619e+00 -2.5742e-01 -2.0269e+00 +5.5430e-01 +9.9122e-01 -1.6858e+00 -1.6793e+00 -1.8471e+00 -4.4217e-01 -1.7610e-01 -2.2807e+00
14690 +1.446531771e+01 +1.446531771e+01 +5.438531771e+01 +5.438531771e+01 +3.5174e+00 +3.9996e+00 +3.7416e+00 -1.9041e+00 -1.3124e+00 +1.3830e+00 +1.1010e+00 +1.6649e+00 +1.3679e+00 +4.4972e+00 -3.6843e+00 -1.4983e+00 +1.2871e+00 +1.5850e+00 -3.2321e+00 +2.1630e+00 +9.5824e-01 +2.6253e-01 +8.7505e-01 -3.2808e+00
291574 +1.340612369e+01 +1.340612369e+01 +5.332612369e+01 +5.332612369e+01 +7.2898e-01 -6.5082e-01 +4.6091e+00 +3.8791e-02 -4.4797e+00 +1.6385e+00 +4.4708e+00 +1.1691e+00 +3.5275e+00 +1.4774e+00 +2.8443e+00 +3.4866e+00 +6.3905e-01 -2.3799e+00 -1.4687e+00 -1.2034e+00 +8.7753e-01 -2.2356e+00 +8.8006e-01 -3.3646e+00
722333 +1.139620064e+01 +1.139620064e+01 +5.131620064e+01 +5.131620064e+01 +4.3941e+00 -2.0037e+00 +2.0491e+00 -3.4689e+00 +2.5621e-01 -6.5762e-01 +1.3712e+00 -6.8546e-01 +2.7546e+00 +3.6730e+00 -2.4993e+00 -2.2225e+00 -1.8017e+00 +1.3692e+00 -1.3744e+00 +4.6246e+00 +4.3665e+00 +1.3715e+00 +1.0901e+00 -4.5082e+00
