% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1063840 +7.999683895e+00 +7.999683895e+00 -9.455031611e+01 -9.455031611e+01 +1.3868e+00 +1.7793e+00 +3.3549e+00 +1.5289e+00 -1.3182e+00 +3.4525e+00 +1.5549e-01 +1.2312e+00 +1.6145e-01 -4.7939e+00 -1.8619e+00 -5.7270e-01 +4.3276e-01 +1.6069e+00 -3.4699e-01 -1.5860e+00 -3.1133e+00 -1.9686e+00 -4.3707e-01 +3.8174e-02
2547758 +7.744917155e+00 +7.744917155e+00 -9.480508285e+01 -9.480508285e+01 +6.3277e-01 -1.0157e+00 -3.6914e+00 -1.8849e+00 -1.0283e+00 -6.0627e-01 -4.8412e-01 -1.5812e+00 +7.1944e-01 -2.7505e+00 -1.8339e+00 -1.2126e+00 -5.2996e-01 -2.1047e+00 +1.3256e+00 -4.7502e-01 +7.9484e-01 -2.8744e+00 +1.8087e-01 +1.1738e+00
22650420 +7.255125301e+00 +7.255125301e+00 -9.529487470e+01 -9.529487470e+01 +6.7836e-01 -2.6574e+00 +3.1630e+00 -8.4161e-01 -1.6818e+00 +7.9397e-01 +1.7307e+00 -2.2767e-01 +6.3493e-01 -2.4523e+00 -2.2333e+00 +3.0301e-01 +6.9743e-01 -2.1189e-01 +2.4745e+00 -1.9913e-01 +5.5377e-01 -2.2733e+00 +7.9088e-01 -4.9779e-01
101537358 +6.805539795e+00 +6.805539795e+00 -9.574446021e+01 -9.574446021e+01 +3.2816e+00 -2.3284e+00 +3.1133e+00 +9.4888e-01 +2.1408e+00 +1.2526e+00 -3.0009e+00 -1.4241e+00 -2.1114e+00 -4.0655e+00 -2.7292e+00 -1.9998e+00 +2.6676e+00 -2.6348e+00 -9.5136e-01 -2.3012e+00 -7.1597e-01 -2.7476e+00 -3.5487e+00 +3.1458e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.290782384e+01 +4.290782384e+01 +1.145978238e+02 +1.145978238e+02 +2.9310e+00 -5.1260e-01 +4.8270e+00 +1.4772e+00 +3.0701e+00 -8.5847e-01 -2.9612e+00 +2.0472e+00 +1.9250e+00 -1.6152e+00 -1.7647e+00 -1.3063e-02 +3.5002e+00 +5.6497e-01 -1.9564e-01 +3.7076e+00 +1.4081e+00 -4.7617e+00 +4.6344e+00 +4.6186e+00
8 +2.782905393e+01 +2.782905393e+01 +9.951905393e+01 +9.951905393e+01 +6.1418e-01 +2.3030e+00 +7.2039e-01 +2.6723e+00 +1.6825e+00 +3.6320e+00 -1.1070e-01 -8.8745e-01 -3.0883e+00 +1.1065e+00 -1.6390e+00 -1.0721e-01 -2.6828e-01 +2.9516e+00 -3.0644e+00 +9.4006e-01 -9.2239e-01 +3.6743e-01 +3.8031e+00 -2.6491e+00
11 +2.546402952e+01 +2.546402952e+01 +9.715402952e+01 +9.715402952e+01 +3.9701e+00 +1.2922e+00 -8.5108e-01 -3.4047e+00 -1.8573e+00 +1.8312e+00 -2.7830e+00 -1.1367e-02 +1.9505e+00 +1.0491e+00 -2.4490e+00 +3.1340e+00 -7.8367e-01 -2.3322e+00 +2.1448e+00 +8.0465e-01 +9.1106e-01 +8.6061e-01 +1.7594e+00 -7.0616e-02
16 +2.362595635e+01 +2.362595635e+01 +9.531595635e+01 +9.531595635e+01 -2.8582e+00 -8.6534e-01 -9.9219e-01 -5.9463e-01 -1.7615e+00 +2.8668e+00 +2.5990e-02 -2.3511e+00 -2.7178e+00 +1.7505e+00 -3.7841e+00 -9.8033e-01 -3.5523e+00 -2.0231e+00 -1.5642e-01 -4.7255e+00 +7.8287e-01 -1.0865e+00 +1.3085e+00 +6.6437e-01
148 +2.210064458e+01 +2.210064458e+01 +9.379064458e+01 +9.379064458e+01 +1.0127e-01 +1.0123e+00 +4.6446e+00 -1.1644e+00 -2.4162e+00 +1.6105e+00 -3.3471e+00 +6.9880e-01 -1.7563e+00 +1.2000e+00 -4.2031e-01 -2.6017e+00 -5.4558e-01 -4.1804e-01 -1.3165e+00 +8.9075e-01 +2.2832e+00 +3.9492e-01 +1.2537e+00 -4.4354e+00
165 +2.115769705e+01 +2.115769705e+01 +9.284769705e+01 +9.284769705e+01 -3.0229e+00 -2.5750e+00 -6.8124e-01 +1.0110e-01 +3.1177e-01 +4.7114e-01 -3.3054e+00 -4.5287e+00 +1.9659e-01 -3.2481e+00 -4.2878e-01 -1.3188e+00 -5.6789e-01 -2.1719e-01 -1.8088e+00 +1.2543e+00 -3.3099e-02 +3.6252e-01 +2.7730e+00 +9.4251e-01
474 +1.814881651e+01 +1.814881651e+01 +8.983881651e+01 +8.983881651e+01 -6.1194e-01 -7.3056e-01 -1.3742e+00 +1.0009e+00 -1.0670e+00 -7.5014e-02 +1.8048e+00 +2.1220e+00 +2.6593e+00 -4.2193e+00 -7.2212e-01 -4.6427e+00 +9.4771e-01 -2.8945e+00 +1.7624e+00 +9.8347e-02 +2.3224e+00 -2.1559e+00 -1.4204e+00 -3.3096e-01
517 +1.724703922e+01 +1.724703922e+01 +8.893703922e+01 +8.893703922e+01 -2.3450e+00 +2.6812e+00 +4.4803e-01 +5.6747e-01 -3.6369e+00 +3.0692e+00 +2.7045e+00 -8.0823e-01 +1.4362e+00 +1.3098e+00 +1.1147e+00 -2.6071e+00 -2.3912e+00 +6.2896e-03 +2.8033e+00 -1.2967e+00 +9.0193e-01 +1.1268e+00 -1.3921e+00 +3.7075e+00
1907 +1.677480785e+01 +1.677480785e+01 +8.846480785e+01 +8.846480785e+01 +5.7268e-01 +3.6962e-01 +1.0875e+00 +1.0511e+00 +1.9276e+00 -2.1943e+00 -1.0385e+00 -1.0389e+00 +3.2815e-01 +1.4585e+00 -1.7973e+00 -3.6662e+00 +2.8271e-01 +2.9043e+00 -3.5869e+00 +1.4248e+00 +2.3020e-03 +9.8169e-01 +6.1641e-01 +3.3779e+00
2476 +1.388653516e+01 +1.388653516e+01 +8.557653516e+01 +8.557653516e+01 +4.5982e+00 -1.6285e+00 +4.1998e+00 -2.6813e+00 -4.7894e-01 +1.8424e+00 -8.4995e-01 -2.3696e+00 -2.8251e+00 -1.4253e-01 -1.1455e+00 -2.5331e+00 +1.6323e+00 +1.4413e+00 +1.8696e+00 +3.5786e+00 -2.9396e-01 -3.3443e+00 -2.0022e+00 +2.7779e+00
5034 +1.337451945e+01 +1.337451945e+01 +8.506451945e+01 +8.506451945e+01 -1.4716e+00 +2.6157e-01 -1.2726e-01 -9.6023e-01 +6.3523e-01 +4.0813e+00 +1.6126e+00 +2.0872e+00 -1.0744e+00 +1.1579e+00 -3.7258e+00 -7.1996e-01 +2.7383e-01 -3.7483e-01 -2.8717e+00 -1.4798e+00 -3.2232e+00 +4.2785e+00 -3.9633e-01 -1.7464e+00
6769 +1.165912663e+01 +1.165912663e+01 +8.334912663e+01 +8.334912663e+01 +6.0038e-01 +2.9977e+00 -3.0903e+00 +1.4674e+00 +2.6928e+00 -1.4608e+00 +3.1690e+00 +1.4716e+00 +3.4354e-01 -2.1768e-01 +1.3772e+00 +8.9067e-01 +3.1872e+00 -6.2675e-01 -4.3872e-01 -1.0736e+00 +1.6484e+00 +1.0159e+00 +1.8296e+00 +2.5724e+00
46638 +1.133672426e+01 +1.133672426e+01 +8.302672426e+01 +8.302672426e+01 +3.8051e+00 +2.6913e+00 +2.2157e+00 +2.2683e+00 +1.5661e+00 +2.1921e+00 +7.2542e-01 +4.6143e-01 +7.8134e-01 -1.6200e+00 -1.8546e+00 -3.3785e+00 -7.7241e-01 +1.8434e-01 +3.1861e-01 +5.4306e-01 +2.8543e+00 -2.2297e+00 -3.8801e+00 +3.4750e+00
165459 +1.052793229e+01 +1.052793229e+01 +8.221793229e+01 +8.221793229e+01 -2.1713e+00 -1.9842e+00 +3.7830e-01 +2.6663e+00 -3.9262e-01 -2.3859e+00 +1.8608e+00 +1.0602e+00 +8.4022e-01 -5.1544e-01 +2.1050e+00 +1.0596e+00 +3.3697e+00 +6.6029e-01 -1.2824e-01 +4.0145e-01 +2.6515e+00 +1.9366e+00 +2.5259e+00 +5.6516e-01
485551 +1.030550920e+01 +1.030550920e+01 +8.199550920e+01 +8.199550920e+01 +1.7664e+00 -9.3577e-01 -1.2196e+00 +1.0680e+00 +2.4740e+00 +2.5402e+00 +9.1516e-01 +3.0966e-01 -8.6023e-01 +1.1123e+00 +2.0991e+00 +5.7454e-01 +8.6673e-01 +4.5307e-01 +4.8663e+00 -4.7302e-01 -1.5107e+00 -4.9752e-01 +1.9099e+00 +2.1326e+00
805331 +1.011006616e+01 +1.011006616e+01 +8.180006616e+01 +8.180006616e+01 +3.0884e+00 +1.7108e+00 +2.5062e+00 -2.4081e-01 -8.3107e-01 +2.3336e+00 +1.7528e+00 +2.5195e-01 +4.1039e+00 -2.0806e+00 -1.1988e+00 -2.0401e+00 -3.5546e+00 -1.6571e+00 +3.6637e+00 +2.3211e+00 -5.0326e-01 -3.2954e+00 +7.6433e-01 +1.0305e+00
1329485 +9.763538773e+00 +9.763538773e+00 +8.145353877e+01 +8.145353877e+01 -1.7943e+00 +4.8780e-01 -1.3817e+00 -5.2962e-02 -9.9437e-01 -3.3583e+00 -8.4328e-01 +2.4739e+00 -2.6500e-01 +6.6619e-01 +8.3282e-01 +2.4996e+00 -1.7766e-01 -1.2119e+00 +1.7407e+00 +1.2505e-01 +3.4248e-02 +1.9339e+00 -2.7494e+00 +6.0666e-01
3412092 +9.402722337e+00 +9.402722337e+00 +8.109272234e+01 +8.109272234e+01 +1.1522e+00 -2.4766e+00 +3.9234e+00 +5.6231e-02 +8.0748e-01 +2.5995e+00 +1.1247e+00 -2.7610e-01 +1.0639e-01 +7.8349e-01 +1.2117e+00 -1.8647e-01 -2.7961e+00 +1.9769e-01 +5.5494e-01 -1.1158e-01 +1.2445e+00 -7.8043e-01 -1.5200e+00 +1.1221e-01
4262842 +9.311661240e+00 +9.311661240e+00 +8.100166124e+01 +8.100166124e+01 -2.5153e-01 +2.8325e+00 -6.6622e-01 -3.3926e+00 +6.1751e-01 -1.9607e+00 -2.6745e-01 +2.7691e+00 -1.3107e+00 -2.7950e-01 +1.2017e+00 +7.2188e-01 -6.8558e-01 +5.3121e-01 +1.0399e+00 -1.8164e+00 +2.1560e+00 +1.4477e+00 -2.6122e+00 -3.6999e-01
4599150 +8.726405306e+00 +8.726405306e+00 +8.041640531e+01 +8.041640531e+01 +5.6767e-01 +2.3259e+00 -4.6040e-01 -3.3885e-01 -1.7977e+00 -2.2917e+00 -1.4352e-01 +5.0688e-01 -2.8193e+00 +5.8069e-01 -1.4517e+00 -6.8698e-01 -6.3990e-01 -2.0487e-01 -1.3001e+00 -7.0580e-01 +9.1548e-01 -9.3519e-01 +3.8967e-02 +1.6202e+00
6006620 +8.018683901e+00 +8.018683901e+00 +7.970868390e+01 +7.970868390e+01 +5.9900e-01 -2.6422e+00 +1.9498e+00 +2.6420e+00 -1.5945e+00 +8.5100e-01 +3.0149e+00 -1.7623e+00 +1.8769e+00 +1.9090e+00 -8.1922e-02 -3.7889e+00 -2.3049e+00 -9.3077e-01 +7.6304e-01 +3.8944e+00 -1.1480e+00 +7.7136e-01 -2.9622e+00 +6.0925e-02
30401310 +7.499356125e+00 +7.499356125e+00 +7.918935613e+01 +7.918935613e+01 -1.4435e+00 +4.6654e-01 +1.6158e+00 -1.6209e+00 +2.5581e+00 +1.9843e+00 +8.7156e-01 +3.6801e+00 -1.3824e+00 -3.1316e+00 -1.0419e-01 +9.6011e-02 -1.8520e+00 -6.5340e-01 -9.5222e-01 +2.1195e-01 +3.3444e-01 +1.0791e+00 +1.2982e+00 -1.2748e+00
65893363 +7.037947308e+00 +7.037947308e+00 +7.872794731e+01 +7.872794731e+01 -3.0333e-01 -9.7835e-01 +1.0325e+00 -3.3612e-01 -1.2167e+00 -7.9053e-01 +1.4633e+00 +8.0715e-02 +1.8195e+00 -2.7631e+00 -5.2256e-04 -1.6124e-01 -2.0780e+00 -5.9184e-01 +1.0769e+00 +1.0158e+00 -7.0722e-01 +3.1872e-01 +2.3049e+00 +5.7961e-01
109314369 +6.848232186e+00 +6.848232186e+00 +7.853823219e+01 +7.853823219e+01 +3.9048e-01 -3.1370e+00 +1.6661e+00 -2.7229e+00 +1.5713e+00 -1.2208e-01 +3.4112e-01 -1.2136e+00 -1.0669e+00 +5.0172e-01 -1.6305e+00 +3.4273e-01 -2.4214e-01 +1.7514e-01 -1.8985e+00 -8.0471e-01 +9.5489e-01 -9.5123e-01 +8.9273e-01 +1.3240e+00
158858839 +6.579617457e+00 +6.579617457e+00 +7.826961746e+01 +7.826961746e+01 +2.1982e+00 -7.2231e-01 -2.3826e+00 -7.1613e-01 +1.4575e+00 -2.4361e+00 +7.5762e-01 +2.1847e+00 -2.6491e-01 -2.9499e-01 +3.8422e+00 +1.8749e+00 -1.0071e+00 +7.0341e-01 -1.5989e+00 +4.1868e-01 +8.2873e-02 +4.7732e-01 +4.3964e-01 -1.2984e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.366737578e+01 +5.366737578e+01 +2.676773758e+02 +2.676773758e+02 -3.3197e+00 +2.7389e-01 +1.6929e+00 +1.1031e+00 +1.8313e+00 +2.2941e+00 -2.3087e+00 +2.0139e+00 +3.9226e+00 +4.9908e+00 -3.8207e+00 +1.0915e+00 -3.7744e+00 +3.5441e+00 -2.7175e+00 +3.2409e-01 -2.5802e-01 -4.1921e+00 +4.2050e+00 -7.7667e-01
2 +4.631757860e+01 +4.631757860e+01 +2.603275786e+02 +2.603275786e+02 -1.6038e+00 -2.0254e+00 +4.3657e+00 -3.9381e+00 -1.6267e+00 +2.6714e+00 +1.8387e+00 +3.7220e+00 -4.4950e+00 +1.3269e+00 -2.5095e+00 +2.6382e+00 -2.7108e+00 +9.1274e-01 +4.1851e+00 +4.0182e+00 -4.4728e+00 +1.5206e+00 +3.5286e+00 +8.2956e-03
4 +3.355672186e+01 +3.355672186e+01 +2.475667219e+02 +2.475667219e+02 +9.9522e-01 +1.0782e+00 -1.3604e+00 -4.2443e+00 -3.4332e+00 +2.9643e+00 +2.1884e+00 +4.1388e+00 +3.1455e+00 -1.7704e+00 -3.2278e+00 +4.4046e+00 -2.3498e+00 +1.8999e+00 +7.7108e-01 -2.1046e+00 -1.6765e+00 -1.0468e+00 +3.1274e+00 -2.3091e+00
15 +3.050756506e+01 +3.050756506e+01 +2.445175651e+02 +2.445175651e+02 +3.3293e+00 -1.4656e+00 +1.6346e+00 +3.3987e+00 -2.6718e+00 -1.1048e-01 +1.3973e-01 -2.8786e+00 +2.1505e+00 +2.7822e+00 +1.0677e+00 -7.1916e-01 -2.5455e+00 -1.2326e+00 -9.0121e-01 +4.4192e+00 -1.2651e+00 +4.2937e+00 -3.1721e+00 -1.6259e+00
29 +2.815915459e+01 +2.815915459e+01 +2.421691546e+02 +2.421691546e+02 -6.9383e-01 -1.8166e+00 +4.0108e+00 -2.4290e+00 +1.6402e+00 -3.8066e+00 -3.5065e+00 -2.3188e+00 +1.7532e-01 -1.3667e+00 -1.7974e+00 +1.8180e+00 -6.7211e-01 -1.2443e-01 +1.6678e+00 +7.8480e-01 +4.6588e+00 +4.9037e+00 -2.6469e+00 +3.0793e+00
47 +2.511611639e+01 +2.511611639e+01 +2.391261164e+02 +2.391261164e+02 -3.2025e-01 +1.3536e+00 +1.2947e+00 +3.1213e+00 -1.6525e+00 +4.7480e-01 -1.0584e+00 -2.0448e+00 -2.6905e+00 -3.4361e+00 +2.9559e+00 -1.6656e+00 -1.5545e+00 +8.2621e-01 -3.1537e+00 -2.1292e+00 -1.9533e+00 +5.2504e-01 -3.0227e+00 -3.8765e+00
90 +2.057630341e+01 +2.057630341e+01 +2.345863034e+02 +2.345863034e+02 -3.1430e+00 -1.2689e+00 +4.2615e-01 -1.5056e-01 -2.7164e+00 +2.5462e+00 -1.4684e+00 -1.5123e+00 -1.1761e+00 +2.3787e+00 +1.0661e+00 -9.1998e-01 -1.6341e-01 -2.2132e-01 -3.2475e+00 -2.3480e+00 -2.1720e+00 +4.7312e+00 -3.9501e+00 -2.2151e+00
98 +1.947525427e+01 +1.947525427e+01 +2.334852543e+02 +2.334852543e+02 +4.7107e-01 +3.1170e+00 +1.3448e+00 -1.1509e+00 -4.6474e+00 -3.2167e+00 +4.9563e-01 -2.3045e+00 +1.7199e+00 -2.7902e+00 -1.3202e+00 -8.4287e-01 -2.4146e+00 -1.0623e+00 +8.6524e-01 -3.5483e-01 +3.3924e+00 -2.9077e+00 -3.2141e+00 -5.8836e-01
663 +1.865966168e+01 +1.865966168e+01 +2.326696617e+02 +2.326696617e+02 +1.6887e+00 -4.6329e+00 -2.5704e+00 +2.2366e+00 +1.1316e-01 -9.8181e-04 +2.1366e-02 -1.9681e+00 -6.2254e-01 +1.0416e+00 -1.3470e+00 +1.9750e-01 +4.5887e+00 +3.8517e-01 -6.7763e-01 +7.9093e-01 +2.2835e+00 -2.5197e+00 -9.2766e-01 -3.8829e+00
764 +1.748180791e+01 +1.748180791e+01 +2.314918079e+02 +2.314918079e+02 -2.5331e+00 +1.3718e+00 -3.1822e+00 -1.2711e+00 +3.0801e+00 +3.0971e+00 -4.5528e+00 -1.4113e-01 +1.5521e+00 -1.5230e+00 -2.5469e+00 +6.6183e-01 +4.3807e+00 -1.4058e+00 +1.3430e+00 -1.6678e-01 -2.0463e+00 -1.1341e+00 -1.9919e+00 -1.3766e+00
2993 +1.718887926e+01 +1.718887926e+01 +2.311988793e+02 +2.311988793e+02 +4.4907e-01 -1.8362e+00 +1.5356e+00 +4.4324e-01 +4.3575e+00 +2.3468e-01 -1.3529e+00 -3.9396e+00 -5.5991e-01 +2.7296e+00 -2.3248e+00 -1.0833e+00 -1.5374e+00 -3.4447e+00 -1.1393e+00 -1.3663e+00 -2.0628e+00 +7.4569e-01 +1.5938e+00 -2.1543e+00
4838 +1.600350495e+01 +1.600350495e+01 +2.300135049e+02 +2.300135049e+02 +1.9197e+00 -6.0144e-01 +2.9609e+00 -1.3745e+00 -2.9485e+00 +3.2372e+00 +3.9204e+00 -5.7258e-01 -5.3582e-01 +4.3997e-01 +4.3834e-02 +2.4682e+00 -8.9602e-02 +3.9360e+00 +5.5755e-01 +2.7088e+00 -2.1910e+00 +3.2120e+00 +5.5567e-01 +1.3014e+00
10851 +1.409887729e+01 +1.409887729e+01 +2.281088773e+02 +2.281088773e+02 +3.2893e-01 +5.4555e-01 -2.5194e+00 -5.6045e-01 +1.1937e+00 +2.4231e+00 -1.8336e+00 +2.4198e-01 +4.8019e-01 +3.4960e-01 -3.6880e+00 +2.6627e+00 +1.5921e+00 +7.6565e-01 -5.9407e-01 +1.5445e+00 -7.9835e-01 -8.0059e-01 +1.6046e+00 -3.2955e+00
24577 +1.163911588e+01 +1.163911588e+01 +2.256491159e+02 +2.256491159e+02 +5.6679e-01 -1.6202e+00 +5.9217e-01 +1.3685e+00 +3.5913e+00 -2.0004e+00 -2.9599e+00 -2.2727e+00 -7.3912e-01 +3.2679e+00 +4.6206e-01 +2.2676e+00 -2.3352e-01 -2.3935e+00 +1.6500e+00 -2.3767e-01 +2.1207e+00 -1.3144e+00 +1.9418e-01 -1.1523e+00
38299 +9.990074889e+00 +9.990074889e+00 +2.240000749e+02 +2.240000749e+02 -9.8139e-01 +4.6471e-01 -2.0033e+00 -4.8917e-01 +1.7726e-01 -1.3211e+00 -4.2778e+00 -4.2977e+00 +3.0350e+00 -1.7161e+00 -5.9034e-01 -3.5406e-01 +2.7397e+00 -1.4815e+00 +3.1979e+00 -1.8127e+00 +1.3970e+00 -1.5658e+00 -2.0447e+00 +7.8084e-01
827515 +9.567770968e+00 +9.567770968e+00 +2.235777710e+02 +2.235777710e+02 +8.7518e-01 +1.4817e-01 -4.3355e+00 -1.3713e+00 +2.8390e+00 -2.3068e+00 -4.5678e+00 -2.5669e+00 +3.0383e+00 -4.6821e+00 +1.3477e+00 +3.3914e-01 +2.0704e+00 -4.6913e+00 +3.5598e+00 -3.7059e+00 +3.0657e-02 -4.1581e+00 -2.8853e+00 -1.8461e-01
837212 +9.251022414e+00 +9.251022414e+00 +2.232610224e+02 +2.232610224e+02 +2.0828e+00 -1.3486e+00 -1.4012e+00 +3.2922e+00 +3.6401e+00 +1.1595e+00 +3.2416e-01 -1.5770e+00 +7.4308e-01 +6.7752e-01 -1.0113e+00 +1.6292e+00 -1.7214e-01 +1.0827e+00 -5.6379e-01 +1.0138e+00 +1.3748e+00 -1.9184e+00 -8.3360e-01 -6.0591e-01
2136942 +9.078246593e+00 +9.078246593e+00 +2.230882466e+02 +2.230882466e+02 +2.9404e+00 +1.4048e+00 +1.3690e+00 +1.7143e+00 +1.3880e+00 +2.7859e+00 +1.3126e+00 -3.0294e+00 +1.5539e+00 -4.2858e-01 -3.1779e-01 -4.7758e-01 +1.2617e+00 -6.9221e-01 -6.6646e-02 +6.3938e-01 -7.4282e-01 -1.8056e-01 +2.0428e+00 -8.5878e-01
