% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
38511243 +4.863458948e+00 +4.863458948e+00 -1.207654105e+01 -1.207654105e+01 +2.5367e+00 +1.0970e+00 +1.4676e+00 -1.2755e+00 +3.1568e+00 -1.6877e+00 +1.3072e+00 -3.8693e+00 -3.4802e+00 -1.3487e+00 +4.3895e+00 -1.9714e+00 -3.0932e+00 -2.4774e+00 +2.2615e+00 +2.1065e+00 +3.5750e+00 +1.0259e+00 -1.0361e+00 +2.9877e+00
77145521 +4.601803900e+00 +4.601803900e+00 -1.233819610e+01 -1.233819610e+01 +3.6968e+00 +1.9838e+00 -1.5000e+00 +1.0891e+00 -3.3598e-01 -1.4925e+00 +3.3883e+00 -4.4750e-01 -2.1683e+00 -1.0757e+00 +4.9939e+00 -9.8936e-01 -3.6360e+00 -1.8749e+00 +3.2164e+00 +4.3112e+00 +4.0298e+00 +1.0691e+00 -2.7962e-01 +3.9335e+00
108224750 +3.986418911e+00 +3.986418911e+00 -1.295358109e+01 -1.295358109e+01 +4.0213e+00 +3.5826e+00 -2.2508e+00 +2.0994e+00 +1.3137e+00 +9.8007e-01 +4.8941e+00 -3.3458e+00 -6.7145e-01 +1.5529e+00 +3.9227e+00 -7.9539e-01 -4.9640e-01 -2.3352e+00 +2.3565e+00 +3.5433e+00 +3.2248e+00 +8.6642e-01 +5.4837e-01 +4.0231e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.025992055e+01 +5.025992055e+01 +6.906992055e+01 +6.906992055e+01 +1.7403e+00 +4.2142e+00 +2.3446e-02 +8.5828e-02 +2.4019e+00 +3.3077e+00 +1.0351e+00 -1.8826e+00 -2.0231e+00 +3.3954e+00 +4.6195e+00 +3.6174e+00 +7.5290e-01 -2.6936e+00 +4.3723e+00 +2.6150e+00 +3.2578e+00 +1.3867e-02 -4.3410e+00 -3.2591e+00
2 +3.240876079e+01 +3.240876079e+01 +5.121876079e+01 +5.121876079e+01 +3.0763e+00 -1.4423e+00 +3.5107e+00 +6.0044e-01 +3.5817e+00 -2.5610e+00 -4.1505e+00 -1.0442e-01 -2.3444e+00 -1.7471e+00 +3.7631e+00 -5.3726e-01 +3.3066e+00 -9.6106e-01 -2.5187e+00 -2.1583e+00 +1.1180e+00 -4.1803e+00 +4.9798e+00 -7.7660e-02
3 +3.192877389e+01 +3.192877389e+01 +5.073877389e+01 +5.073877389e+01 +2.8664e-01 +3.2230e+00 +1.6889e+00 -3.9093e+00 +2.5046e+00 +2.8698e+00 +4.8426e+00 +6.2290e-02 -8.3860e-01 +3.7444e+00 +1.4105e+00 -4.0585e+00 -2.5413e+00 +4.8203e+00 +2.0466e+00 -1.2695e+00 +1.9422e+00 -4.1711e+00 +2.7260e+00 +1.8548e+00
6 +3.076596221e+01 +3.076596221e+01 +4.957596221e+01 +4.957596221e+01 -4.9170e+00 +1.2157e+00 -2.4548e+00 -5.0049e-01 +3.8073e+00 -4.3365e+00 -4.5658e+00 +4.9904e+00 -3.8379e+00 -4.7334e+00 -6.3230e-01 -1.5651e+00 +2.9589e+00 -2.5154e+00 -4.6266e+00 +4.8473e+00 -1.8436e+00 +1.3752e+00 -8.2089e-01 +4.1786e+00
12 +2.543801909e+01 +2.543801909e+01 +4.424801909e+01 +4.424801909e+01 +3.7567e+00 -1.8133e-01 +2.9976e+00 +1.7474e+00 +1.8328e+00 +4.1196e+00 +3.0409e+00 +5.3553e-01 -2.2852e-01 -1.6662e+00 -7.7184e-01 -3.2300e+00 +3.3535e+00 -4.5039e+00 +4.3612e+00 +3.3483e+00 +1.4642e+00 -2.1652e+00 -2.9431e+00 -5.7539e-02
29 +2.372589402e+01 +2.372589402e+01 +4.253589402e+01 +4.253589402e+01 +3.6058e+00 -2.6590e+00 +2.5939e+00 +3.4460e+00 -8.8795e-01 -4.5382e+00 -1.7112e+00 -2.5871e+00 +4.6576e+00 +3.7394e+00 +4.3673e+00 -2.1123e+00 +2.0954e+00 +3.6474e+00 +2.2032e+00 -2.3585e+00 -3.7408e+00 +4.5894e+00 +4.9486e-01 -4.1311e+00
30 +2.196030246e+01 +2.196030246e+01 +4.077030246e+01 +4.077030246e+01 -1.3264e-01 +1.0487e+00 -8.7989e-01 -4.6344e+00 +4.2835e+00 -7.6575e-01 +1.7596e+00 +1.0712e+00 +4.5851e+00 +4.5519e+00 -1.2415e+00 -2.1185e+00 -1.6070e+00 +2.1692e-01 -1.2610e-01 -1.7054e-01 -4.0660e+00 +2.6312e+00 -3.2607e+00 -2.6909e+00
44 +1.748447117e+01 +1.748447117e+01 +3.629447117e+01 +3.629447117e+01 +3.0520e+00 -4.5412e+00 -1.4876e+00 +4.8278e+00 -1.1196e+00 -4.5099e+00 +4.6234e+00 -4.1599e+00 +2.8790e+00 -4.0441e+00 -3.2784e+00 -6.5411e-01 -1.4238e+00 -3.7874e+00 -4.1688e+00 +1.4781e+00 +1.9501e+00 -1.2667e+00 -1.7946e+00 +2.0966e+00
48 +1.577463313e+01 +1.577463313e+01 +3.458463313e+01 +3.458463313e+01 -6.0206e-01 +8.0110e-01 -3.9581e-01 -2.3988e+00 +2.5042e+00 +3.7683e+00 +3.3865e+00 +2.9362e-01 +1.6124e+00 +1.0543e+00 -2.3702e+00 -2.9661e+00 +4.2536e+00 +4.7983e+00 +8.6251e-01 -4.0573e+00 -1.8907e+00 +1.7505e+00 +1.3431e+00 -1.1883e+00
57 +1.316911428e+01 +1.316911428e+01 +3.197911428e+01 +3.197911428e+01 +2.4928e+00 -2.6007e-01 +3.6227e+00 +1.0752e+00 -2.3024e+00 -9.5487e-01 +1.7969e-01 +1.9967e+00 +3.4279e+00 +2.4533e+00 -2.4133e+00 -8.6073e-01 +2.8813e+00 +4.6335e+00 -6.2102e-01 +2.3313e+00 -1.7413e+00 +2.3400e+00 +3.5502e+00 -8.3552e-01
451 +1.275080793e+01 +1.275080793e+01 +3.156080793e+01 +3.156080793e+01 +4.7623e+00 +3.8702e-01 +1.8771e+00 -3.6174e+00 -3.4059e+00 -8.1958e-01 +3.5796e+00 +1.5544e+00 +3.4792e+00 +2.5168e+00 -9.6745e-01 -3.3367e+00 +2.2810e+00 -2.0074e+00 -1.4927e+00 -2.9695e+00 -8.9450e-01 +4.0979e+00 -1.3327e+00 +2.7442e+00
968 +1.156063638e+01 +1.156063638e+01 +3.037063638e+01 +3.037063638e+01 +2.2742e+00 +3.4639e+00 -1.5237e+00 +2.7609e+00 +2.6615e+00 -3.1673e+00 +3.1787e+00 -6.9687e-01 +1.2519e+00 +1.8804e+00 -6.4060e-02 -2.9610e+00 +1.2448e+00 -2.4873e+00 -9.2157e-01 +9.3170e-03 +1.0212e+00 +3.1163e+00 +1.6463e+00 +4.7573e+00
1302 +1.145010932e+01 +1.145010932e+01 +3.026010932e+01 +3.026010932e+01 +6.3378e-01 +2.6650e-01 +3.8335e+00 +1.4010e+00 +2.5476e+00 -4.9543e+00 -1.1659e+00 +5.5757e-01 -2.8014e+00 -8.0641e-02 -4.7558e+00 +3.1591e+00 +4.4672e+00 -7.3937e-01 +1.0952e+00 -3.6848e+00 -1.7703e+00 +4.9089e+00 +2.2956e-01 +3.8633e+00
1866 +8.243358833e+00 +8.243358833e+00 +2.705335883e+01 +2.705335883e+01 -2.3353e+00 -1.4894e+00 -1.1935e+00 -4.9754e-01 +2.2543e+00 -4.7276e+00 +3.7987e+00 -3.3032e-01 +2.5140e-01 -9.5533e-01 -3.6068e+00 +2.6460e+00 +6.2158e-01 -5.3917e-01 -1.9043e+00 -1.0134e+00 +6.7951e-01 +3.5754e+00 -8.4704e-01 +1.8090e+00
7658 +8.080849435e+00 +8.080849435e+00 +2.689084944e+01 +2.689084944e+01 -1.5220e+00 +3.7431e+00 +1.6438e+00 -1.1922e-01 -1.8492e+00 -3.0720e+00 +3.4946e+00 +1.8198e+00 +1.5478e+00 +2.6945e+00 -1.4416e+00 -8.2428e-01 +2.3036e+00 -3.7493e+00 +1.6004e-01 -2.7368e+00 -6.1051e-01 +3.4973e+00 -1.5532e+00 +4.5870e+00
35905 +6.946451927e+00 +6.946451927e+00 +2.575645193e+01 +2.575645193e+01 +1.4352e+00 +1.5271e+00 +2.0143e+00 -3.6184e+00 +2.1357e+00 -4.7129e+00 +2.9098e+00 +4.0543e+00 +4.3410e+00 +4.7072e+00 -3.9015e+00 +3.6266e+00 +2.0882e+00 +1.7015e+00 -1.4234e+00 -4.1944e+00 -1.3668e+00 +1.0664e+00 -1.3202e+00 +3.8883e+00
148842 +6.302916116e+00 +6.302916116e+00 +2.511291612e+01 +2.511291612e+01 -2.5257e+00 +1.1925e+00 +2.0927e+00 +2.5960e+00 +1.5203e+00 -4.5874e+00 +1.1267e+00 +1.4161e-01 -6.5967e-01 +2.1519e+00 -3.6233e+00 +4.7621e+00 +2.5913e+00 -1.2073e+00 -4.9000e+00 +1.4356e+00 -2.0724e+00 -8.9137e-01 -3.8066e+00 -4.9984e-01
537314 +5.832398712e+00 +5.832398712e+00 +2.464239871e+01 +2.464239871e+01 +2.6496e+00 +1.1470e+00 +2.7475e+00 -2.0362e+00 +4.3723e+00 -3.5201e+00 +2.3893e+00 +4.5824e+00 +1.1588e+00 +2.9372e+00 -4.3710e+00 +6.2999e-01 -1.7666e+00 -7.2228e-01 -1.0382e+00 -4.6227e+00 -1.9309e+00 +4.9885e+00 -2.5292e+00 +3.3591e+00
3710479 +5.675973968e+00 +5.675973968e+00 +2.448597397e+01 +2.448597397e+01 +1.2552e-01 -2.3265e+00 -1.0013e+00 -2.5434e+00 +6.1278e-01 -1.8018e+00 +4.3031e+00 +3.6154e+00 -7.8716e-01 +2.6701e+00 -2.7728e+00 +2.5344e+00 +3.3449e+00 +1.2864e+00 -1.7065e+00 +1.6817e-01 -3.1691e+00 +4.0828e+00 -3.0323e-01 -2.9832e-02
6599122 +5.600826442e+00 +5.600826442e+00 +2.441082644e+01 +2.441082644e+01 +2.2115e+00 -5.4853e-01 +9.8183e-01 -4.0002e+00 -1.5861e+00 -3.9897e+00 +2.1471e+00 +3.1857e+00 +4.7109e+00 +3.2454e+00 -2.0350e+00 +1.5857e+00 +6.1851e-01 +1.1659e+00 -4.0719e+00 -3.5301e+00 -1.7993e+00 +3.2762e+00 -1.3194e-01 +1.7185e+00
6979771 +5.327851927e+00 +5.327851927e+00 +2.413785193e+01 +2.413785193e+01 +1.4463e-01 -1.3886e+00 +4.0793e-01 -2.5814e+00 +1.0841e+00 -1.7460e+00 -8.0585e-01 +2.3037e+00 +1.4455e+00 +4.5976e+00 -4.5079e+00 +3.3036e+00 +3.8628e+00 +3.9374e+00 -3.4624e+00 -4.2332e+00 -1.2089e+00 +3.1119e+00 +1.0608e+00 +8.2483e-02
28834260 +4.885777697e+00 +4.885777697e+00 +2.369577770e+01 +2.369577770e+01 -4.6305e-01 +2.9473e+00 -2.3159e-02 +6.6920e-02 +5.8314e-01 -3.4448e+00 -2.7088e-01 +3.2877e+00 +3.8249e-02 +4.2245e+00 -3.6472e+00 +2.6065e+00 +1.0443e+00 -4.7306e-01 -1.0148e+00 -8.3611e-01 -1.6815e+00 +1.4867e+00 -1.7592e-01 +2.8687e-01
59841255 +4.704280828e+00 +4.704280828e+00 +2.351428083e+01 +2.351428083e+01 -6.5507e-02 +1.3756e+00 -2.2788e+00 -9.0732e-01 +1.8641e+00 -2.2545e+00 +3.3626e+00 +3.2326e+00 +2.2752e+00 +3.8246e+00 -4.6785e+00 +7.4508e-01 +4.1426e+00 +6.1725e-01 -8.4245e-01 -2.3350e+00 -5.0434e-01 +2.9106e+00 -6.9994e-01 +7.0627e-02
64587019 +4.484378854e+00 +4.484378854e+00 +2.329437885e+01 +2.329437885e+01 +1.2349e+00 +2.5458e+00 +3.9716e+00 -1.9230e+00 +4.0390e-01 -4.7130e+00 +2.4959e+00 +2.8570e+00 +3.8755e+00 +4.5143e+00 -4.8321e+00 +1.4121e+00 +8.3949e-01 +1.6780e+00 -2.2810e+00 -2.8793e+00 -2.8577e+00 +3.0798e+00 -1.3411e+00 +2.2299e+00
64926798 +4.390439363e+00 +4.390439363e+00 +2.320043936e+01 +2.320043936e+01 +1.2450e+00 +8.2991e-01 -2.3943e+00 +9.6124e-02 +2.5246e+00 -2.7844e+00 +2.8876e+00 +1.3564e+00 +2.5432e+00 +2.7022e+00 -4.1183e+00 +1.8376e+00 +4.7570e+00 -2.1033e+00 -3.2896e+00 -2.5300e+00 -4.6803e+00 +3.3300e+00 +9.1982e-01 +9.5276e-01
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.209055374e+02 +1.209055374e+02 +3.940555374e+02 +3.940555374e+02 +1.3495e+00 -4.9648e+00 +2.5825e+00 +2.8246e+00 -4.9160e+00 -2.2119e+00 +3.2587e+00 +7.6106e-01 +4.1252e+00 +6.2568e-01 -1.9069e-01 +4.5663e+00 -9.2615e-01 -9.2027e-01 -4.4282e+00 +3.8412e-01 +1.0475e+00 +1.6726e+00 +3.6987e+00 +1.4244e+00
3 +5.580589875e+01 +5.580589875e+01 +3.289558988e+02 +3.289558988e+02 -1.5997e+00 -2.1204e+00 +3.6197e-01 +4.1660e+00 +3.2364e-01 +2.1931e+00 +3.8330e+00 -2.3066e+00 +3.0093e+00 -2.7649e+00 +4.4987e+00 +2.4843e+00 +1.1487e+00 -1.1062e+00 +6.6603e-01 -4.5194e+00 +1.4057e+00 +2.2874e+00 +1.1059e+00 +1.4558e+00
14 +2.922028598e+01 +2.922028598e+01 +3.023702860e+02 +3.023702860e+02 -2.7474e+00 +3.6325e+00 +3.8262e+00 +3.6609e+00 +1.2988e+00 -2.7442e+00 +4.9867e+00 -9.7244e-01 -4.9514e-01 +7.6508e-01 +2.9750e+00 -3.0678e+00 -2.7376e+00 +2.6717e+00 -8.7143e-01 -6.9554e-01 -5.7056e-02 -5.7564e-01 +1.9055e+00 -2.3021e+00
17 +1.902704232e+01 +1.902704232e+01 +2.921770423e+02 +2.921770423e+02 -4.3547e+00 +1.8083e+00 +1.9016e-02 +1.7477e+00 -1.1813e+00 -3.1770e+00 -4.2245e-01 +9.5230e-01 -2.7379e+00 +4.0174e+00 -4.2806e+00 -9.0745e-02 -2.4898e+00 +3.3351e+00 -3.6038e+00 +6.4422e-01 +4.7885e+00 +4.5951e+00 -4.1693e+00 -2.2057e+00
324 +1.647736574e+01 +1.647736574e+01 +2.896273657e+02 +2.896273657e+02 -2.3189e+00 +2.9721e+00 +2.7494e+00 +3.8200e+00 +1.1071e+00 +7.7231e-01 -2.9178e+00 -2.4090e+00 -2.0294e-01 +4.2864e+00 -1.8729e+00 +4.9949e+00 +4.7367e-01 +7.3504e-02 +2.6592e-01 -1.8885e+00 -3.8540e+00 +2.8211e+00 +7.6155e-02 -3.9640e+00
1106 +1.570921934e+01 +1.570921934e+01 +2.888592193e+02 +2.888592193e+02 -3.6739e+00 +4.8411e+00 -1.3275e+00 +1.6403e+00 -6.7737e-01 -1.6123e+00 -1.4730e+00 -8.2262e-01 -3.2477e+00 +2.0034e-01 -1.5273e+00 -1.2639e-01 -4.8670e+00 +9.5453e-01 +2.1705e+00 +2.5070e+00 +3.7371e+00 -1.3347e+00 -6.3552e-01 -3.2425e+00
1160 +1.463127234e+01 +1.463127234e+01 +2.877812723e+02 +2.877812723e+02 +7.9840e-01 +2.0562e+00 +2.7727e+00 -1.0144e+00 -2.9182e+00 -1.3706e+00 -1.3147e+00 -1.1694e+00 -2.5041e+00 +1.1813e+00 -2.0505e+00 +1.0024e+00 +2.0126e-01 -3.6344e+00 -2.6366e+00 -4.5348e+00 +3.8668e+00 -2.9796e+00 +4.5232e+00 -4.3819e+00
8719 +1.038251794e+01 +1.038251794e+01 +2.835325179e+02 +2.835325179e+02 -2.7231e+00 +3.2448e+00 +4.4385e-01 +1.3545e+00 -9.3057e-01 -9.5808e-01 -3.1300e+00 -3.5455e+00 -4.6905e+00 +3.1720e+00 -2.7953e+00 +2.9938e-01 -1.3633e+00 -1.5892e+00 +2.4833e+00 -3.3875e+00 +2.1785e+00 +1.0345e+00 -1.6351e+00 -2.6984e+00
25871 +8.342745016e+00 +8.342745016e+00 +2.814927450e+02 +2.814927450e+02 -2.9440e+00 +6.7234e-01 +3.6296e-01 +2.2275e-01 +1.2533e+00 -1.3977e+00 +5.9676e-01 -9.2522e-01 -4.9592e-01 +2.2612e+00 -1.2640e+00 +9.9834e-01 -2.2203e+00 +1.1198e+00 -7.0455e-01 -2.1502e+00 +4.3746e+00 -6.7288e-01 -1.1291e+00 -2.6633e+00
205621 +6.295356372e+00 +6.295356372e+00 +2.794453564e+02 +2.794453564e+02 -3.1961e+00 +3.1416e+00 -1.0026e+00 +2.0241e+00 +2.3012e+00 -4.1049e+00 -2.7919e+00 -1.7214e+00 -3.8521e+00 +4.1974e+00 +3.1692e-01 +2.0038e+00 +7.0665e-01 +4.5243e+00 +3.8631e+00 -2.8278e+00 +3.5606e+00 -2.2537e+00 +2.1107e+00 -4.2217e+00
2564183 +5.774783340e+00 +5.774783340e+00 +2.789247833e+02 +2.789247833e+02 -3.7200e+00 +2.6493e+00 +2.1674e+00 +1.5617e+00 +2.1381e-01 -4.0769e+00 -5.2043e-01 -4.0070e+00 -1.6580e+00 +1.6031e+00 +7.0749e-01 -1.1691e+00 +2.3735e-01 +2.9772e+00 +1.7391e+00 -3.8686e+00 +1.2455e-01 +1.0995e+00 +4.6466e+00 -4.6898e+00
26293078 +4.528308484e+00 +4.528308484e+00 +2.776783085e+02 +2.776783085e+02 -1.2874e+00 +2.8824e-01 -2.3105e-01 +3.8514e+00 +2.2112e+00 -4.1879e+00 +1.5146e-01 -2.3797e+00 -2.6744e+00 +2.9266e+00 +7.5313e-01 +6.1974e-01 -5.8765e-01 +2.1590e+00 +4.5882e+00 -2.8464e+00 +4.1354e+00 -5.8382e-01 +3.9399e+00 -4.4230e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.145505000e+02 +1.145505000e+02 +1.517305000e+02 +1.517305000e+02 +1.0232e+00 -2.7002e+00 -3.4995e-01 +1.5405e+00 -4.1870e-01 +3.4440e+00 +1.6562e+00 +2.9389e+00 +2.8871e+00 -3.4881e+00 +1.4446e-01 -2.1940e+00 +3.3502e+00 -2.8619e+00 +5.1781e-01 +9.9813e-01 +1.4827e+00 -2.0817e+00 -9.3528e-01 -3.4006e+00
2 +2.291869495e+01 +2.291869495e+01 +6.009869495e+01 +6.009869495e+01 -2.8087e+00 -2.9264e+00 -2.9991e+00 +2.0138e+00 +1.3521e+00 -1.4980e+00 -1.5978e+00 -1.6992e+00 -2.1875e+00 -4.5017e+00 +1.9645e+00 -1.8685e+00 -1.6304e-01 +9.0545e-01 -7.8262e-01 +4.4354e+00 +2.2808e+00 +3.6777e-01 -4.8998e+00 +1.8937e+00
6 +1.892593144e+01 +1.892593144e+01 +5.610593144e+01 +5.610593144e+01 -2.9700e+00 +3.4526e-02 +3.6201e+00 +4.6005e+00 -2.6061e+00 -5.7524e-01 -2.8719e+00 -2.1450e+00 -1.3467e+00 +3.3791e+00 -2.2538e+00 -2.8204e+00 +3.1402e+00 +2.6865e+00 +4.3930e+00 +2.3526e+00 -2.4037e-01 +4.8268e+00 +2.4031e+00 +3.9984e+00
7 +1.773661893e+01 +1.773661893e+01 +5.491661893e+01 +5.491661893e+01 -2.7517e+00 +4.1793e+00 -1.4711e+00 -3.1538e+00 -2.6226e-01 -1.1388e+00 +2.0819e+00 +1.2231e+00 -4.7983e+00 +2.5297e+00 +2.3990e+00 +8.4132e-01 -2.0726e+00 -2.4332e+00 +1.1751e-01 -1.8026e+00 -2.5916e+00 +4.7573e+00 +3.5997e+00 +1.4820e+00
13 +1.680431533e+01 +1.680431533e+01 +5.398431533e+01 +5.398431533e+01 -1.8278e+00 -3.5683e+00 +1.5392e+00 -1.0483e+00 -3.4163e+00 +3.1722e+00 +8.3734e-02 +2.6568e+00 -4.8493e+00 +6.9500e-01 +4.2267e+00 -7.4945e-01 +3.8689e+00 -1.1105e+00 +3.2023e+00 -6.9322e-01 +4.0469e+00 -1.6897e+00 -3.9963e+00 -7.1043e-01
26 +1.237968671e+01 +1.237968671e+01 +4.955968671e+01 +4.955968671e+01 -4.5824e+00 -2.7973e+00 -1.7996e+00 -4.8492e-01 +2.4668e+00 -3.1355e+00 -1.7117e+00 -1.5701e+00 -1.0538e+00 +2.3662e+00 -7.2529e-01 +4.8079e+00 +4.4003e+00 -3.4126e+00 -1.2358e+00 +3.5742e+00 +4.6240e+00 -2.7952e+00 -1.8393e+00 +4.8449e-01
851 +1.058220032e+01 +1.058220032e+01 +4.776220032e+01 +4.776220032e+01 -2.5290e-01 -7.2094e-01 -7.9537e-01 -4.3643e+00 -2.5891e+00 -3.7186e+00 +7.0349e-01 -4.1175e+00 -4.4707e+00 +1.3075e+00 +2.2429e+00 -2.3403e+00 +4.6234e+00 +2.5277e+00 +2.6400e+00 -1.3405e+00 +1.9451e+00 -1.6146e+00 +8.2019e-01 -4.1761e-01
928 +9.660370705e+00 +9.660370705e+00 +4.684037070e+01 +4.684037070e+01 -4.5198e+00 -1.1936e+00 +8.5816e-01 -1.9898e+00 -1.6783e+00 +1.6305e+00 +8.4837e-01 -1.1247e+00 -3.0137e+00 +1.2569e+00 +1.1364e+00 -9.0481e-01 +2.8728e+00 -4.6913e-01 +4.6279e+00 +3.9385e+00 +3.6245e+00 -4.6406e+00 -8.5648e-01 +3.2585e+00
7731 +9.545516216e+00 +9.545516216e+00 +4.672551622e+01 +4.672551622e+01 -1.0638e+00 +1.4272e+00 +3.0959e+00 +3.8321e+00 -1.1383e-02 +5.8659e-01 +4.8039e-01 -1.9889e+00 -1.6559e+00 +3.3339e+00 -2.5672e+00 -3.3519e+00 +2.4282e+00 +4.4091e-01 +4.4792e+00 -9.4575e-01 +1.2628e+00 -3.0808e+00 -3.4074e+00 +2.8570e+00
8822 +8.704160015e+00 +8.704160015e+00 +4.588416002e+01 +4.588416002e+01 -5.0283e-01 +2.4070e-01 -2.1777e+00 -2.9023e-01 -4.9478e+00 -1.7613e+00 -3.8174e+00 -2.0128e+00 -4.8408e+00 +1.5574e+00 -2.5022e+00 -3.4741e-01 +2.2415e+00 -3.0494e+00 +4.8440e+00 +2.9500e+00 +1.9917e+00 -2.0456e+00 +1.4547e+00 -1.3293e+00
55429 +7.744224730e+00 +7.744224730e+00 +4.492422473e+01 +4.492422473e+01 -1.7682e+00 +1.4017e+00 +4.1450e+00 -3.6045e+00 -2.2175e+00 +1.0329e+00 +9.5692e-02 -4.3046e+00 -1.0551e+00 +3.5388e+00 +3.2562e+00 -2.8532e-01 +1.2289e+00 -9.4860e-02 -3.8646e-02 -7.6788e-01 +1.3915e+00 +3.7004e-01 +2.4067e+00 -1.6380e+00
