% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
333343 +1.136013019e+03 +1.136013019e+03 +1.165983019e+03 +1.165983019e+03 +1.1309e+00 -2.1206e+00 -4.8270e+00 -2.6467e+00 +3.5017e+00 +2.9400e+00 -3.4815e+00 -4.9147e-01 -8.1422e-01 +6.3547e-01 +1.9333e+00 -4.5294e+00 +4.8964e-01 +5.0560e-01 -2.1678e+00 +4.7455e+00 -6.7682e-01 -3.9881e+00 +2.8307e+00 -3.2857e+00
1301457 +1.065847359e+03 +1.065847359e+03 +1.095817359e+03 +1.095817359e+03 +2.0609e+00 +6.1181e-01 -2.5445e+00 -1.5350e+00 +3.1974e+00 +3.1584e+00 -2.6504e+00 -4.0825e+00 +9.4396e-01 -4.6285e+00 +6.5613e-01 -2.3740e+00 +4.8295e+00 +1.3796e+00 -6.1346e-01 +1.9618e+00 -3.2358e+00 +6.3389e-01 +2.0731e+00 +3.2792e-01
3782486 +9.872254176e+02 +9.872254176e+02 +1.017195418e+03 +1.017195418e+03 +1.2956e+00 +2.0847e-01 -2.2201e+00 -2.7020e+00 +2.2217e+00 +4.6410e-01 -4.8740e+00 -3.8923e+00 -7.8490e-01 -2.7637e+00 +2.0849e+00 -2.6501e+00 +3.8406e+00 +1.0100e+00 -2.5183e+00 +3.4234e+00 -4.4762e+00 +1.7365e+00 +1.6477e-01 -3.5457e+00
7288032 +8.879876263e+02 +8.879876263e+02 +9.179576263e+02 +9.179576263e+02 +1.7765e+00 -1.6908e+00 -4.1782e+00 -2.7258e+00 +4.3148e+00 +3.6643e+00 -4.1912e+00 +1.2333e+00 -2.6492e-01 +3.4820e-01 -2.8817e-01 -4.0627e+00 +2.9164e+00 +2.0008e+00 -7.4793e-01 +3.0910e+00 -1.6966e+00 -1.4355e+00 +3.1623e+00 -2.4443e+00
60456355 +7.969515899e+02 +7.969515899e+02 +8.269215899e+02 +8.269215899e+02 +1.3538e+00 -3.0249e+00 -3.6164e+00 -1.8750e+00 +2.8829e+00 +2.5910e+00 -4.4180e-01 -3.3760e+00 -2.0631e-01 -1.5719e+00 -8.0746e-01 -3.0331e-01 +3.4226e+00 +1.4477e+00 -1.3042e-01 +1.7006e+00 -3.5682e+00 -7.3101e-01 +7.8611e-01 -1.7891e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.650110951e+03 +3.650110951e+03 +3.598400951e+03 +3.598400951e+03 +1.6827e+00 -2.1683e+00 -6.8657e-01 +2.8309e+00 +3.7980e+00 +3.0142e-01 -4.4042e+00 -2.0230e+00 +3.5984e-02 +2.5908e+00 -9.6236e-01 +3.2235e+00 -3.0539e+00 -2.5054e+00 +4.1618e+00 -2.0865e+00 +4.6386e+00 -2.0124e+00 -3.3616e+00 -3.3821e+00
3 +2.489211160e+03 +2.489211160e+03 +2.437501160e+03 +2.437501160e+03 +3.3689e+00 +7.5997e-01 -8.5167e-01 -2.1256e+00 +2.8224e+00 -1.8181e+00 -4.6315e-02 +3.1076e+00 -3.7675e+00 -4.3783e-01 +3.0171e+00 -2.2047e+00 -2.1179e+00 -6.2971e-01 -3.1812e+00 +1.9138e+00 -3.4123e-01 -3.7205e+00 +3.6422e+00 -4.9626e+00
84 +2.146299293e+03 +2.146299293e+03 +2.094589293e+03 +2.094589293e+03 +8.8414e-01 -4.0631e+00 +2.2956e+00 -4.6014e+00 -1.2627e+00 +1.3700e+00 -4.8300e+00 -1.5161e-01 -3.0290e+00 +1.2014e+00 -6.9824e-01 +3.4861e+00 -2.6704e+00 -2.1830e+00 -3.2840e+00 +4.2023e+00 -4.6710e+00 +2.8111e+00 +4.1358e+00 +3.5138e-01
114 +2.106136251e+03 +2.106136251e+03 +2.054426251e+03 +2.054426251e+03 +1.5482e+00 -3.9315e+00 +3.2216e-01 +6.1878e-01 -2.8052e+00 +9.1189e-01 -4.0763e+00 +2.5737e+00 -3.9797e+00 +2.3619e+00 +2.8624e+00 +3.2056e+00 -5.6432e-01 +2.7507e+00 +1.4059e+00 -2.0658e-01 -3.9223e+00 +1.5587e+00 +4.2606e+00 +3.0129e+00
339 +1.968699152e+03 +1.968699152e+03 +1.916989152e+03 +1.916989152e+03 -3.5989e+00 +4.2308e-01 -1.8768e+00 -4.0169e+00 +5.4564e-01 +1.9866e+00 -4.1589e+00 +4.7497e+00 -3.1524e-01 +1.4647e-01 +4.8974e+00 -3.9970e+00 +4.6907e+00 -3.9844e+00 -3.2099e+00 +4.5700e+00 +3.6696e-02 +4.5560e+00 +2.0644e+00 +3.6744e-01
1357 +1.746827822e+03 +1.746827822e+03 +1.695117822e+03 +1.695117822e+03 +2.9632e+00 +2.9676e+00 -3.2048e+00 +1.1780e+00 -3.5338e-01 -3.4679e-01 -1.7753e+00 +3.3957e+00 -4.6547e+00 +1.2746e+00 +2.2416e+00 +1.0815e+00 +2.7030e+00 -8.9416e-02 -1.6069e+00 +2.7405e+00 -3.1240e+00 +5.5104e-01 -7.9242e-01 -1.7975e+00
1730 +1.435645903e+03 +1.435645903e+03 +1.383935903e+03 +1.383935903e+03 +2.5372e+00 +4.7085e+00 -4.5146e+00 -2.9247e+00 +1.4353e+00 -1.2083e+00 +6.6238e-01 +3.3520e+00 -3.0876e+00 +5.3506e-01 -1.4767e-01 +2.2859e+00 +3.6656e-01 -3.5081e+00 -1.4685e+00 -5.7523e-02 -1.8698e+00 +3.0157e+00 -6.2576e-01 +3.5757e+00
60308 +1.355356814e+03 +1.355356814e+03 +1.303646814e+03 +1.303646814e+03 +2.8716e+00 -3.8350e-01 -4.7453e+00 +2.7088e-01 +1.8099e+00 +2.0122e+00 -3.9834e+00 +2.1024e+00 -4.6674e+00 +1.4428e+00 +3.7998e+00 +1.9133e+00 +1.0483e+00 +4.9016e+00 -2.3201e+00 +3.2962e+00 -4.1286e+00 -9.7373e-01 +3.3703e-02 +2.8986e+00
382078 +1.278633465e+03 +1.278633465e+03 +1.226923465e+03 +1.226923465e+03 +3.9789e+00 +3.3870e+00 -4.1115e+00 -4.3697e+00 -1.0940e-01 +1.1045e+00 -2.8575e+00 +2.9553e+00 -2.7418e+00 -4.0909e-01 +1.5437e+00 +6.6347e-01 +2.8823e+00 +3.2230e+00 -1.0352e+00 +2.2696e-02 -4.6224e+00 +3.6592e+00 +4.4996e+00 +3.1088e+00
1093178 +1.253607423e+03 +1.253607423e+03 +1.201897423e+03 +1.201897423e+03 +1.9728e+00 -8.6454e-01 -4.2061e+00 -3.9439e+00 +2.8625e-01 +3.2747e-01 -2.3400e+00 +4.0687e+00 -3.4950e+00 +2.1442e+00 +3.4827e+00 +1.4972e+00 -1.0497e+00 -2.6133e+00 -9.1448e-01 -1.2440e-01 -4.3847e+00 +1.7768e+00 +2.1113e-01 +8.1587e-01
1744995 +1.159882761e+03 +1.159882761e+03 +1.108172761e+03 +1.108172761e+03 +3.5852e+00 +4.6798e+00 -3.3376e+00 -4.9535e+00 -4.2090e-01 +2.2865e+00 -4.4083e+00 +1.5165e+00 -4.6609e+00 -6.2241e-01 +3.9774e+00 +1.9462e+00 +4.8830e-01 +3.5889e+00 -3.7809e+00 +3.9905e+00 -3.0315e+00 +3.7306e+00 +4.0224e+00 +1.4885e+00
5376284 +1.124667939e+03 +1.124667939e+03 +1.072957939e+03 +1.072957939e+03 +2.0043e-01 +1.7853e+00 -2.4915e+00 -4.6393e+00 +1.1046e+00 +1.7611e+00 -4.2103e+00 +1.1021e+00 -2.1547e+00 -1.0187e+00 +1.0061e+00 +1.8830e+00 +2.0200e+00 -2.2935e+00 -1.7071e+00 +3.6167e+00 -3.0869e+00 +4.5550e+00 +8.8690e-01 +3.5928e+00
5552778 +1.075246543e+03 +1.075246543e+03 +1.023536543e+03 +1.023536543e+03 +3.2703e+00 +3.8548e+00 -3.1327e+00 -1.3356e+00 +1.5729e+00 +2.4821e+00 -3.1030e+00 +3.6981e+00 -4.8870e+00 -6.5504e-02 +2.4436e+00 +2.4388e+00 +4.2326e+00 +4.1310e+00 +1.6451e+00 +4.2777e+00 -1.6991e+00 -4.7824e-01 +1.3648e+00 +3.3187e+00
6476302 +1.037485939e+03 +1.037485939e+03 +9.857759388e+02 +9.857759388e+02 +4.3651e+00 +3.9862e+00 -3.7856e+00 -2.5754e+00 +1.5248e+00 +2.5121e+00 -3.1058e+00 +2.5531e+00 -4.4679e+00 +1.9226e+00 +5.4837e-01 +2.1297e+00 +1.3503e+00 +1.8616e+00 -3.4508e+00 +4.0525e+00 -3.1207e+00 +1.4307e+00 -4.6700e-02 +2.1234e+00
7242041 +9.715813333e+02 +9.715813333e+02 +9.198713333e+02 +9.198713333e+02 +4.3662e+00 +3.8342e+00 -3.2180e+00 -2.8071e+00 +1.1500e+00 +2.0094e+00 -4.2569e+00 +4.8099e+00 -3.7439e+00 +9.2471e-01 +1.6583e+00 +1.4424e+00 +2.8722e+00 +3.3763e+00 +5.5159e-01 +4.5609e+00 -3.1799e+00 +1.6760e+00 +2.4779e+00 +4.0832e+00
20133017 +9.377938269e+02 +9.377938269e+02 +8.860838269e+02 +8.860838269e+02 +3.2754e+00 +3.3693e+00 -2.6058e+00 -4.6403e+00 +1.1400e+00 -1.4259e-01 -4.1905e+00 +1.4868e+00 -2.8050e+00 +7.3812e-01 +4.7734e+00 +1.8250e+00 +4.3343e+00 -3.1666e-01 -4.9464e+00 +3.1699e+00 -4.6684e+00 +1.2609e+00 -2.1101e+00 +4.9285e+00
51460093 +9.012110841e+02 +9.012110841e+02 +8.495010841e+02 +8.495010841e+02 +8.4501e-01 +4.5460e+00 -4.2786e+00 -2.1051e+00 +7.5401e-01 +2.1970e+00 -2.3959e+00 +2.4919e+00 -4.9989e+00 -1.0511e+00 +4.0415e+00 +3.5961e+00 +3.6464e+00 +1.1207e+00 -2.1227e+00 +3.1302e+00 -3.4025e+00 +4.2375e+00 +3.4938e+00 +3.8968e+00
104659343 +8.475830760e+02 +8.475830760e+02 +7.958730760e+02 +7.958730760e+02 +1.6936e+00 +2.1481e+00 -2.6163e+00 -3.2551e+00 -6.2602e-01 +3.4287e+00 -4.0302e+00 +3.8145e+00 -3.5799e+00 +1.9682e-01 +4.7733e+00 +8.0294e-01 +2.4023e+00 -7.9249e-01 -1.2483e+00 +3.4768e+00 -1.7651e+00 +2.4930e+00 +2.0825e+00 +2.3524e+00
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.610425136e+03 +3.610425136e+03 +3.330475136e+03 +3.330475136e+03 -1.2818e+00 -4.3162e+00 +9.8800e-01 +2.3177e+00 -4.9505e-02 +1.1903e+00 -2.5143e+00 -2.5467e-01 -2.5149e-01 +1.8653e+00 +3.7096e+00 +2.1157e+00 +3.1737e+00 -8.7018e-01 +4.4133e+00 -2.8667e+00 -3.7588e+00 +3.9821e+00 +4.3288e+00 -1.5747e+00
2 +2.566036334e+03 +2.566036334e+03 +2.286086334e+03 +2.286086334e+03 +4.2105e-01 -4.6716e-01 +2.2774e+00 -1.7126e+00 -1.4964e+00 -2.7119e-01 +1.6410e+00 -4.4587e+00 -2.8168e-01 +3.0327e+00 +2.8630e+00 -2.6175e+00 -4.5267e+00 +2.8866e+00 -3.8288e+00 +3.8796e+00 +2.7627e+00 -3.9673e+00 -4.3151e+00 +1.1153e+00
10 +2.347623925e+03 +2.347623925e+03 +2.067673925e+03 +2.067673925e+03 -1.8138e+00 -4.7384e+00 +3.2498e+00 -1.7702e+00 -7.1118e-01 +1.9214e+00 -4.6557e+00 +3.0726e+00 -2.5332e+00 +3.5714e-01 +7.8272e-01 -2.8724e-02 -4.6035e+00 -9.4356e-01 +4.1100e-03 +8.0868e-01 -1.3101e+00 +8.6021e-01 +3.0078e+00 +4.2371e+00
51 +1.778008172e+03 +1.778008172e+03 +1.498058172e+03 +1.498058172e+03 -4.4042e+00 -1.0819e+00 +2.2098e+00 -1.6157e+00 -1.9314e+00 -2.2810e+00 -2.6786e+00 -7.5608e-01 -2.2505e+00 -4.0142e+00 -4.4574e+00 -2.4343e+00 -2.7553e+00 +5.1461e-01 -4.4775e+00 +2.7647e+00 +3.7752e+00 -2.2404e+00 -9.5960e-01 +6.9146e-01
759 +1.683903957e+03 +1.683903957e+03 +1.403953957e+03 +1.403953957e+03 +1.0015e-01 +9.1883e-01 +2.4090e+00 +8.1879e-01 -4.0118e+00 -4.5742e+00 -3.9382e+00 +1.0625e+00 -1.9449e-01 +1.1984e-01 -3.8812e+00 -3.4889e+00 -1.8688e+00 +8.1011e-01 -2.0046e+00 +4.4661e+00 +1.9161e+00 +2.8509e+00 -3.4211e-01 +4.5790e+00
5068 +1.544606490e+03 +1.544606490e+03 +1.264656490e+03 +1.264656490e+03 -3.1417e+00 -4.5735e+00 -1.7483e-01 +1.6752e+00 -2.9128e+00 -3.1618e+00 +5.3326e-01 -1.0726e+00 +3.3235e+00 -2.8286e+00 -1.2742e+00 +7.2803e-01 -4.5009e+00 -2.2618e+00 -2.7421e+00 +4.6045e+00 +3.6863e+00 -2.3315e+00 +3.1063e+00 +1.7115e+00
15525 +1.367776739e+03 +1.367776739e+03 +1.087826739e+03 +1.087826739e+03 -1.2535e+00 -3.0768e+00 +1.7207e+00 -1.2075e+00 -1.3476e+00 -1.1680e+00 -1.1472e-01 -3.8219e+00 -1.1661e+00 -1.1980e+00 -3.8505e+00 +3.0455e+00 -3.1928e+00 -2.2403e+00 -1.7659e+00 +3.7122e+00 +1.5582e+00 +1.8196e+00 +1.4342e-01 +3.0146e+00
32707 +1.341251794e+03 +1.341251794e+03 +1.061301794e+03 +1.061301794e+03 +1.1699e+00 +5.8134e-01 +4.6623e+00 -7.6303e-01 -3.7379e+00 -2.7801e+00 -2.8730e+00 -5.4514e-01 +3.5711e+00 -2.9725e+00 +2.0766e-01 +1.2994e+00 -4.3687e+00 +1.1735e+00 +4.9678e-01 +1.8949e+00 +3.0461e+00 +4.5768e+00 +2.9414e+00 +3.5818e+00
313575 +1.185121674e+03 +1.185121674e+03 +9.051716744e+02 +9.051716744e+02 -1.7614e+00 -3.2336e-01 +2.9051e+00 -2.7940e-01 -3.7435e+00 -2.5885e+00 +2.3471e-01 -2.5212e+00 +4.4953e+00 -3.6331e+00 -2.5037e+00 -1.4006e-01 -1.9983e+00 -4.5476e+00 -1.4737e+00 +4.5228e+00 +4.2797e+00 +4.2577e+00 +2.6222e+00 +2.1036e+00
575572 +1.154288018e+03 +1.154288018e+03 +8.743380178e+02 +8.743380178e+02 -1.1895e+00 -2.3799e+00 +4.6301e+00 +2.7730e+00 +3.5133e-01 -3.2386e+00 -1.9060e+00 -3.2267e+00 +2.2389e+00 -4.3825e+00 -1.5219e+00 +3.1765e+00 -4.1757e+00 -4.0771e+00 +1.5386e+00 +3.3339e+00 +2.5094e+00 +4.5712e+00 +4.9634e+00 +3.5166e+00
1678198 +1.113368565e+03 +1.113368565e+03 +8.334185652e+02 +8.334185652e+02 -3.6334e+00 -4.8665e+00 +2.8705e+00 -1.8430e+00 -4.4414e+00 -8.8103e-01 -2.9901e-01 -3.4309e+00 -1.5562e+00 -4.3629e+00 -3.0203e+00 -6.6644e-01 -3.9214e+00 -4.1352e+00 +8.2857e-01 +4.0544e+00 +1.4369e+00 +2.7376e+00 +1.4005e+00 +2.0742e+00
4807650 +1.086412805e+03 +1.086412805e+03 +8.064628049e+02 +8.064628049e+02 -3.9381e+00 -3.2591e+00 +3.1402e+00 +1.6553e+00 -2.3784e+00 -6.3678e-01 -1.5008e+00 -2.0414e+00 +5.6732e-01 -2.5332e+00 +5.5103e-01 -4.1975e-01 -3.5045e+00 +3.6676e-01 -1.1853e+00 +4.3925e+00 +2.3403e+00 +2.7080e+00 +2.1173e+00 +1.3732e+00
8523293 +7.762336260e+02 +7.762336260e+02 +4.962836260e+02 +4.962836260e+02 -1.5123e+00 -3.3790e+00 +3.4688e+00 +1.6584e-01 -2.8975e+00 -2.4723e+00 -7.5629e-01 +4.5467e-01 +4.9571e+00 -2.3197e+00 -2.2473e+00 +1.6374e+00 -2.7604e+00 -2.7223e+00 +2.4328e+00 +2.9001e+00 +2.7266e+00 +4.3542e+00 +1.9408e+00 +2.6595e+00
% function evaluation | noise-free fitness - Fopt (9.319900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.322938086e+03 +4.322938086e+03 +5.254928086e+03 +5.254928086e+03 +2.7868e-01 -4.2271e+00 +4.1807e+00 -4.8149e+00 +2.0955e+00 +3.7685e+00 +4.8110e+00 +4.3328e+00 +4.4159e+00 +1.3182e+00 -1.6142e+00 +3.4533e+00 -3.1401e+00 +4.7763e+00 -2.0141e+00 +3.2181e+00 +6.8996e-01 -1.2761e+00 -3.9558e+00 +2.3883e+00
2 +2.345645716e+03 +2.345645716e+03 +3.277635716e+03 +3.277635716e+03 -2.1612e-01 -4.4716e+00 +2.2617e+00 -6.2875e-02 +4.0638e+00 +1.8160e-01 -1.1479e+00 -7.4198e-02 -3.0084e+00 -1.8125e+00 -3.3813e-01 -4.1709e+00 -2.4692e-01 +1.4975e+00 +3.8751e+00 +1.6879e+00 +1.2227e+00 -2.0042e+00 -7.8550e-01 -2.1768e+00
73 +2.017166559e+03 +2.017166559e+03 +2.949156559e+03 +2.949156559e+03 -2.9113e-01 +3.0188e-01 +1.6967e+00 +2.4364e+00 +6.0260e-01 +1.2687e+00 +4.2615e-01 -1.4217e+00 -2.1172e+00 +2.2621e-02 +4.6762e+00 +2.1563e+00 -4.4209e+00 -1.3046e+00 +4.3497e+00 +3.0260e+00 -2.7746e+00 +2.2935e+00 +2.1414e+00 +4.2984e+00
88 +1.607621006e+03 +1.607621006e+03 +2.539611006e+03 +2.539611006e+03 -1.0554e+00 +3.0136e+00 +5.2427e-01 +7.0826e-01 +1.8470e+00 -2.2802e+00 -1.0398e+00 -4.4794e+00 -4.8787e+00 +2.7344e+00 +4.6968e+00 -2.7811e+00 -4.3728e+00 -1.5567e+00 +1.4127e+00 +3.6876e+00 -6.7027e-02 -6.1764e-01 -6.3858e-01 -3.0016e+00
4408 +1.330049419e+03 +1.330049419e+03 +2.262039419e+03 +2.262039419e+03 -1.8895e+00 +2.5502e+00 +2.6727e+00 -3.0353e+00 +1.9272e+00 -2.2278e+00 +4.1665e+00 -3.7467e+00 -4.0136e+00 -2.5654e-01 -2.2046e+00 +1.9936e+00 -3.2057e+00 -2.8344e+00 +4.6353e+00 +1.2493e+00 +6.6507e-01 -3.5702e+00 +3.1644e+00 +1.4049e-01
34114 +1.068287004e+03 +1.068287004e+03 +2.000277004e+03 +2.000277004e+03 +1.7144e+00 +2.7269e+00 +2.7354e+00 -2.5360e+00 +1.7323e+00 -4.4044e+00 +4.4261e+00 -4.3050e+00 -1.5022e+00 +1.2495e+00 +2.1040e+00 -1.1168e+00 -2.4417e+00 +1.7387e+00 +2.5985e+00 +6.7404e-02 +2.4359e+00 -4.2046e+00 +1.9773e+00 +3.3518e-01
3072049 +9.854692061e+02 +9.854692061e+02 +1.917459206e+03 +1.917459206e+03 +2.7354e-01 -8.6946e-01 +1.2211e+00 -3.4128e+00 +3.1281e+00 +1.0796e+00 +1.0446e+00 -2.5845e+00 -1.6392e+00 +1.1186e+00 +2.9711e+00 -2.7725e+00 -3.2443e-01 -4.0864e+00 +4.4138e+00 +3.6710e+00 -2.1507e+00 -2.4861e+00 +4.0366e+00 -1.8591e+00
3089760 +9.697360397e+02 +9.697360397e+02 +1.901726040e+03 +1.901726040e+03 -1.9768e-01 +3.1689e+00 +4.7503e+00 -4.1612e-01 +1.3219e+00 -4.8559e+00 +4.4341e+00 -3.3782e+00 -3.2732e+00 -2.5441e+00 +2.1592e+00 -1.4736e+00 -4.5697e+00 -3.2981e+00 +3.8333e+00 +4.4435e+00 +1.5931e+00 -2.6191e+00 +3.5410e+00 -8.7218e-01
7642356 +9.520436425e+02 +9.520436425e+02 +1.884033643e+03 +1.884033643e+03 +2.0156e+00 +4.5676e+00 +2.8931e+00 -2.6926e+00 +2.6794e+00 -3.3536e+00 +4.0322e+00 -1.6854e+00 -1.1281e+00 -5.8378e-01 +1.9357e+00 -1.2688e+00 -4.4640e+00 -2.7837e+00 +2.3702e+00 +4.5349e+00 +1.6114e+00 -1.7166e+00 +3.6371e+00 -8.9292e-01
22836643 +8.488361473e+02 +8.488361473e+02 +1.780826147e+03 +1.780826147e+03 +2.3571e+00 +1.9914e+00 +3.1136e+00 -1.4785e+00 +2.5585e+00 -2.2468e+00 +2.7765e+00 -4.7707e+00 -1.9311e+00 +8.0792e-01 +3.1774e+00 -1.5790e-02 -2.9306e+00 +4.6352e-01 +2.6049e+00 +9.5808e-01 -1.6820e+00 -1.4494e+00 +1.8567e-01 +4.1716e-01
% function evaluation | noise-free fitness - Fopt (1.133100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.770523942e+03 +2.770523942e+03 +2.883833942e+03 +2.883833942e+03 +3.3820e+00 -1.7036e+00 -3.4043e+00 +2.8230e+00 -1.9308e+00 -3.4440e+00 -3.3196e+00 -3.6311e+00 +1.9789e+00 +4.6704e+00 +1.2697e+00 -2.5102e+00 -3.7231e+00 -4.4815e+00 +4.9772e+00 +4.4497e+00 +3.7164e+00 +3.2913e+00 -1.0992e+00 +1.7815e+00
9 +2.562905599e+03 +2.562905599e+03 +2.676215599e+03 +2.676215599e+03 -1.8894e+00 -2.1752e+00 +1.1503e+00 +2.3837e+00 +3.1865e+00 +1.4646e+00 -1.1482e+00 +1.6278e+00 +2.6568e+00 +6.0297e-01 +2.3435e+00 +2.1023e+00 -3.0884e+00 -4.7546e+00 +1.4385e+00 -2.2979e-01 -2.1333e+00 -2.6412e+00 -3.5295e-01 -4.1365e+00
49 +2.406100250e+03 +2.406100250e+03 +2.519410250e+03 +2.519410250e+03 +4.1983e+00 -1.6528e-01 +2.8358e+00 +2.5814e+00 +1.8286e+00 -2.7006e+00 -4.7979e+00 -2.1777e-01 +4.2458e-02 +2.3219e+00 +2.8248e+00 -2.7019e-02 -2.5282e+00 -2.1163e+00 +4.4849e+00 +2.9555e+00 +3.3973e+00 +4.1519e+00 +5.4020e-01 +2.2918e+00
73 +2.398690628e+03 +2.398690628e+03 +2.512000628e+03 +2.512000628e+03 -2.5176e-01 -2.2321e+00 -3.4264e-02 -3.4350e+00 -6.3737e-01 -2.0087e+00 -9.8657e-01 +1.2528e+00 +2.1049e+00 +1.3368e+00 +1.7782e+00 +4.9434e+00 -1.7274e+00 -5.0415e-01 -2.5135e+00 +1.7325e+00 +6.2838e-01 +4.3170e+00 +6.3670e-01 +1.4667e+00
100 +1.883500714e+03 +1.883500714e+03 +1.996810714e+03 +1.996810714e+03 +1.5667e+00 +3.4773e+00 +7.8291e-01 +2.8812e-01 -4.1859e-01 -4.5705e-01 -7.0664e-01 -1.3328e+00 +4.2861e+00 +3.6832e+00 -3.8916e-01 +8.4341e-01 -3.2451e+00 -9.1791e-01 +1.1465e+00 -1.4247e+00 +1.9401e-01 -3.9421e+00 -2.0407e+00 -4.9744e+00
