% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6649 +8.591766731e+05 +8.591766731e+05 +8.589667931e+05 +8.589667931e+05 -2.4023e-01 +8.6397e-02 +3.8073e+00 -4.4586e+00 -2.7369e+00 -3.0785e-01 -1.3271e+00 +3.2900e+00 -1.2721e+00 +3.1090e+00 -1.7665e+00 -3.8588e+00 -4.5823e+00 -3.2518e+00 -4.5087e+00 -3.2499e+00 -2.7451e+00 +2.9534e+00 -2.3219e+00 +1.7646e+00
7530 +8.276591602e+05 +8.276591602e+05 +8.274492802e+05 +8.274492802e+05 +4.1895e+00 -1.2642e+00 -1.6981e-01 -1.9411e+00 -2.3985e-01 -3.9712e+00 +6.9818e-02 +1.6617e+00 +1.0847e+00 +4.0732e-01 +3.6601e-01 -1.0893e+00 +4.1745e-02 -4.3033e+00 +4.5342e-01 -3.6931e+00 -2.2104e+00 +3.2543e+00 -3.2766e+00 +2.1817e+00
45255 +5.513430117e+05 +5.513430117e+05 +5.511331317e+05 +5.511331317e+05 +1.4594e+00 +4.8238e+00 -2.0030e+00 -2.3956e+00 +3.6879e+00 +4.7740e+00 -2.4835e+00 +6.4974e-01 +2.0689e+00 -4.3938e+00 -1.2858e+00 +4.5462e+00 -2.4561e+00 -3.9238e-01 -3.4471e+00 -4.3264e+00 -2.9404e+00 +3.2504e+00 -2.8020e+00 +2.0812e+00
65589 +3.916576080e+05 +3.916576080e+05 +3.914477280e+05 +3.914477280e+05 +1.8574e+00 -2.5781e+00 +4.2598e+00 -4.1903e+00 -3.3921e+00 -8.5729e-01 +3.6366e+00 -1.4480e+00 -1.8173e+00 +1.8390e+00 -3.0436e+00 +1.4582e+00 +2.2091e+00 -2.4630e+00 -1.6318e+00 -4.7561e+00 -4.3951e+00 +3.4427e+00 -2.3334e+00 +1.8295e+00
87392 +3.840434378e+05 +3.840434378e+05 +3.838335578e+05 +3.838335578e+05 -1.1467e-01 -1.3599e+00 +9.1828e-02 +3.6122e+00 -2.9418e-02 -6.5602e-01 +3.4841e+00 +1.8704e-01 +7.5183e-01 +2.7734e+00 -1.2487e+00 +4.5695e+00 -1.7461e+00 -1.7731e+00 -1.5372e+00 -4.4158e+00 -3.5338e+00 +3.6709e+00 -2.2438e+00 +2.0117e+00
197142 +2.648074435e+05 +2.648074435e+05 +2.645975635e+05 +2.645975635e+05 -1.1468e+00 -3.7788e+00 -3.0014e+00 -1.0903e+00 +4.2770e+00 +2.7547e+00 -1.0538e+00 -4.3487e+00 -3.5276e+00 +7.3953e-02 -2.1100e+00 +8.3932e-02 +3.4867e+00 -1.2025e+00 -2.6327e+00 -4.2316e+00 -2.0969e+00 +2.5930e+00 -2.1142e+00 +1.9057e+00
1946921 +2.388057494e+05 +2.388057494e+05 +2.385958694e+05 +2.385958694e+05 +1.5350e-01 -3.7885e+00 -4.8231e+00 -3.2288e+00 -3.1753e+00 +1.4091e-01 +4.1079e+00 +5.8203e-01 +4.9817e+00 -2.3861e+00 -3.3226e+00 +3.8677e+00 +2.7265e+00 -3.3013e+00 -2.0400e+00 -3.3065e+00 -3.2406e+00 +2.4963e+00 -2.5435e+00 +1.9609e+00
2614455 +2.053438051e+05 +2.053438051e+05 +2.051339251e+05 +2.051339251e+05 +2.9721e+00 -2.5371e+00 +2.9711e+00 +3.0375e+00 -2.5917e+00 -1.9773e+00 +3.5304e+00 -1.5171e+00 +2.4965e+00 -2.9747e+00 +2.8535e+00 +2.4725e-01 +5.8231e-01 -2.5281e+00 -2.2509e+00 -2.9938e+00 -3.5326e+00 +3.1982e+00 -2.2409e+00 +1.9813e+00
8733433 +1.515359951e+05 +1.515359951e+05 +1.513261151e+05 +1.513261151e+05 -2.4970e+00 -2.3403e+00 +2.7286e+00 +4.0334e+00 +4.2947e+00 -1.4458e+00 -4.2601e+00 +1.1054e+00 +4.7880e-01 +1.4089e+00 -3.6757e-01 +1.7511e+00 +2.9280e+00 +4.4035e-01 -1.3531e+00 -4.1948e+00 -2.5442e+00 +2.9230e+00 -2.5028e+00 +1.7255e+00
31847156 +1.457240519e+05 +1.457240519e+05 +1.455141719e+05 +1.455141719e+05 -4.9312e+00 -9.8703e-01 +4.4864e-01 +2.9845e+00 +6.6126e-01 -2.7360e+00 -2.7309e-01 +3.2282e+00 +3.2066e+00 +3.0195e+00 +1.5359e+00 -2.5934e+00 +2.9740e+00 -1.0395e+00 -1.9244e+00 -3.2383e+00 -2.7068e+00 +2.7916e+00 -2.3744e+00 +2.0775e+00
35039379 +8.248948062e+04 +8.248948062e+04 +8.227960062e+04 +8.227960062e+04 +4.2665e+00 +5.3257e-01 -9.8969e-02 +8.9456e-01 -1.6409e+00 -2.4611e+00 -3.6639e+00 -4.7953e+00 -1.3015e+00 +4.0154e-01 -2.5774e-01 +7.8405e-01 +3.8928e+00 -1.4827e+00 -3.9615e-01 -3.7525e+00 -3.2779e+00 +2.7637e+00 -2.3444e+00 +1.9334e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.693280234e+07 +1.693280234e+07 +1.693271025e+07 +1.693271025e+07 +2.0959e-01 +5.1191e-01 +6.5393e-01 -2.4526e+00 +3.3432e+00 +3.4956e+00 +1.7437e+00 -4.5465e+00 +3.4409e+00 -1.4745e+00 +1.0053e+00 -1.0892e+00 +2.9235e+00 +1.7127e+00 +9.5979e-02 -7.3420e-01 +3.9843e+00 -2.5489e+00 +2.9221e+00 -1.8965e+00
3 +1.192738719e+07 +1.192738719e+07 +1.192729510e+07 +1.192729510e+07 +1.3911e-01 -2.6250e-01 +1.5719e+00 -2.5600e+00 +2.0909e+00 +1.1921e+00 -2.7056e-01 -2.4415e+00 +1.8313e+00 +4.2336e+00 -3.2963e+00 -3.6151e+00 -3.3440e+00 +4.4975e+00 -2.6097e+00 +3.5184e+00 -2.5085e-01 +1.8751e+00 +3.0397e+00 +1.1948e+00
12 +9.969945560e+06 +9.969945560e+06 +9.969853470e+06 +9.969853470e+06 -3.5009e+00 -4.8358e-01 +3.5947e+00 -3.3319e+00 +1.7563e+00 +4.0340e+00 +8.9848e-01 -4.5877e+00 +3.6843e+00 +1.7042e+00 +3.7175e+00 +2.8810e+00 -2.2074e+00 -4.2447e+00 -2.6170e+00 -4.7383e-02 -1.0977e+00 +2.6278e+00 +4.0264e+00 -3.6124e+00
18 +8.035602349e+06 +8.035602349e+06 +8.035510259e+06 +8.035510259e+06 +3.3986e+00 +1.6401e+00 +1.9779e+00 -4.4630e+00 +4.3960e+00 +2.0658e+00 -9.8198e-01 -3.8809e+00 -8.4814e-01 +4.9697e+00 +1.9167e+00 +4.3991e+00 -2.5210e+00 +4.5472e-01 -3.5390e+00 -4.1747e+00 -3.5456e+00 +3.3473e-01 +3.6110e+00 -2.5136e+00
29 +5.984525369e+06 +5.984525369e+06 +5.984433279e+06 +5.984433279e+06 +2.1904e-01 -4.1324e+00 -4.4100e+00 +6.8210e-01 -2.4166e+00 -2.2525e+00 +2.9074e+00 +4.7041e+00 -3.1460e+00 +4.6845e+00 -9.6101e-01 -2.7857e-01 -3.5430e-01 -1.5720e+00 +3.3282e+00 +3.3604e+00 +2.7200e+00 +3.3728e+00 +1.3752e+00 -1.6529e+00
48 +3.090290728e+06 +3.090290728e+06 +3.090198638e+06 +3.090198638e+06 +3.9017e+00 +3.3500e+00 +3.5446e+00 -2.2711e+00 -2.4623e+00 +1.5449e+00 +3.7091e+00 -4.5813e+00 -3.3241e+00 -4.2387e+00 -4.2338e+00 -3.2964e+00 -4.0265e+00 +3.5229e+00 +2.8370e+00 -3.3956e+00 -2.0498e+00 +3.7660e+00 +1.8410e-01 -1.6279e+00
146 +1.702368719e+06 +1.702368719e+06 +1.702276629e+06 +1.702276629e+06 +8.9281e-02 +2.4979e+00 +3.1453e+00 -2.3403e+00 +2.7540e+00 -3.0851e+00 -3.3571e+00 -1.8083e+00 +4.2668e-01 +4.6479e+00 -2.6834e-01 +1.4942e+00 +4.9927e+00 +2.6974e+00 +5.0651e-01 -2.1346e+00 -1.8976e+00 +3.6404e+00 +1.7880e+00 -9.6739e-01
1344 +1.549343927e+06 +1.549343927e+06 +1.549251837e+06 +1.549251837e+06 +4.2640e+00 -2.1525e-01 -2.6429e+00 +1.6625e+00 +4.3897e+00 -2.1964e-01 +1.1839e+00 -3.4359e+00 +3.7276e+00 +3.2586e+00 +4.6762e+00 +3.1775e+00 -5.9883e-01 -4.3761e+00 -2.5166e+00 +1.5212e+00 -3.3546e+00 +3.9743e+00 +2.0931e+00 -1.0550e+00
2539 +1.544684131e+06 +1.544684131e+06 +1.544592041e+06 +1.544592041e+06 +3.3746e+00 +4.4405e+00 +1.3110e+00 -4.4713e+00 +4.1006e+00 +9.7334e-01 +6.0614e-01 +4.9522e-01 +1.3741e+00 +4.7815e+00 +3.4678e+00 -2.4503e+00 -4.7066e+00 +3.4590e+00 +4.3492e+00 -3.4238e+00 -4.4223e+00 +2.4679e+00 +2.0410e+00 -1.4386e+00
4780 +1.254029448e+06 +1.254029448e+06 +1.253937358e+06 +1.253937358e+06 -4.6155e+00 -8.3413e-01 +1.7113e+00 -2.1193e+00 +2.7475e+00 +2.4185e+00 -3.0324e+00 -1.7409e-01 +3.0954e+00 -1.4864e+00 +3.0770e+00 -2.7331e+00 +1.6973e+00 -6.6800e-01 +4.3920e+00 +3.4602e+00 -2.0361e+00 +2.5320e+00 +1.8410e+00 -1.1877e+00
4930 +6.733569159e+05 +6.733569159e+05 +6.732648259e+05 +6.732648259e+05 -4.5251e+00 -1.8896e+00 -4.1817e+00 +4.4323e+00 -5.3036e-02 -2.7668e+00 +8.2457e-01 +3.3134e-01 +4.2622e+00 -3.3797e+00 +2.9298e+00 +4.5925e+00 -2.7742e+00 +8.5125e-01 +3.4880e+00 +1.8119e+00 -3.9646e+00 +4.3339e+00 +2.5504e+00 -1.6576e+00
7596 +5.599442321e+05 +5.599442321e+05 +5.598521421e+05 +5.598521421e+05 -3.0797e+00 -3.8981e+00 -3.1565e-01 -2.9796e+00 -1.7162e+00 +2.6936e+00 +2.5079e+00 +9.3522e-01 +1.4443e-01 +4.4400e+00 -1.2522e+00 +2.8146e+00 +2.0140e+00 +2.8062e+00 +4.6425e+00 +2.0471e+00 -2.9260e+00 +3.3996e+00 +1.8172e+00 -1.6143e+00
74412 +1.966695031e+05 +1.966695031e+05 +1.965774131e+05 +1.965774131e+05 +2.1596e+00 -1.5323e+00 -8.9209e-01 -3.9998e+00 -3.6536e+00 +1.9730e+00 -4.5414e+00 +3.2332e+00 -3.5570e+00 +4.7010e+00 +4.1599e+00 +4.9820e+00 -1.6167e+00 +1.1399e+00 +3.6424e+00 +1.2509e-01 -4.0824e+00 +3.6478e+00 +1.9029e+00 -1.2795e+00
3457636 +1.695208036e+05 +1.695208036e+05 +1.694287136e+05 +1.694287136e+05 +1.0499e+00 +4.2123e+00 -4.7648e+00 -1.3023e+00 -4.3922e+00 -3.3507e+00 -4.3185e-01 +2.0475e+00 -2.6771e+00 +2.5881e+00 +2.8359e+00 -4.7454e+00 -2.6888e+00 -4.5016e-02 +4.0127e+00 +7.8305e-01 -3.8103e+00 +4.4466e+00 +1.8877e+00 -1.3113e+00
15344315 +1.293911852e+05 +1.293911852e+05 +1.292990952e+05 +1.292990952e+05 +1.9913e+00 +4.5975e+00 +4.0197e+00 -3.6926e+00 -1.5323e+00 +2.0905e+00 +4.3831e+00 +4.1856e+00 -1.7135e+00 +3.7823e+00 +2.3747e+00 -1.0752e+00 -1.2492e+00 +5.4782e-01 +3.8926e+00 -1.4010e-02 -3.9082e+00 +3.5873e+00 +1.5036e+00 -1.5398e+00
16803471 +8.617544587e+04 +8.617544587e+04 +8.608335587e+04 +8.608335587e+04 -4.5501e+00 +4.3919e+00 +4.1173e+00 -4.0928e+00 -1.8050e+00 +4.0649e-01 +8.2778e-01 -2.5684e+00 +4.0185e+00 +9.6666e-01 +3.2533e+00 -4.9367e+00 -2.7441e+00 +1.8682e+00 +3.4927e+00 +1.2323e+00 -3.6478e+00 +3.6066e+00 +1.8688e+00 -1.3864e+00
22465515 +8.057895816e+04 +8.057895816e+04 +8.048686816e+04 +8.048686816e+04 +2.6070e+00 -2.7204e+00 -4.7406e-01 -9.0220e-01 -2.9105e+00 +2.5709e+00 +3.7746e+00 -4.9561e+00 +1.9679e+00 -2.8905e+00 +1.8839e+00 -2.0612e+00 -2.4722e+00 +1.3038e+00 +3.1188e+00 +1.0285e+00 -3.7527e+00 +3.5677e+00 +1.6798e+00 -1.4847e+00
121586873 +7.843878596e+04 +7.843878596e+04 +7.834669596e+04 +7.834669596e+04 +4.5099e+00 -3.5583e+00 -4.3664e+00 -1.9568e+00 -4.4168e+00 +9.8999e-01 +1.5784e+00 -4.4096e+00 -3.3597e+00 -6.8155e-01 +4.2959e+00 -2.9757e+00 -2.8253e+00 +2.2519e+00 +3.6314e+00 +1.0507e+00 -3.9796e+00 +3.7913e+00 +1.6469e+00 -1.3625e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.704001371e+07 +6.704001371e+07 +6.703992582e+07 +6.703992582e+07 -2.3562e+00 -4.9135e+00 +4.4494e+00 -6.5882e-01 -2.6023e+00 +4.6904e+00 +3.3672e+00 -1.3423e-02 +4.2099e+00 +2.1009e+00 +1.0507e+00 -1.1095e+00 +3.2480e+00 +2.4413e+00 +2.2768e+00 +3.2660e-01 -2.1632e-01 +1.6632e+00 +4.9557e+00 -4.3362e+00
2 +9.900902728e+06 +9.900902728e+06 +9.900814838e+06 +9.900814838e+06 +1.0544e+00 -2.3068e+00 +3.4992e+00 -1.8687e+00 -3.9543e+00 -4.3860e+00 -2.7377e-01 -3.9346e+00 -3.0532e+00 -3.1201e+00 +1.8118e+00 +2.3153e+00 -3.5189e+00 -4.0852e+00 -4.1144e+00 +3.8078e-01 +1.9277e+00 +5.6166e-01 +2.5699e+00 +3.7573e+00
8 +8.435185581e+06 +8.435185581e+06 +8.435097691e+06 +8.435097691e+06 -1.3166e+00 +3.2147e-01 -3.7140e+00 +3.2656e+00 +5.6659e-01 -3.1893e-01 -3.3011e+00 +3.8198e+00 -1.4332e+00 +4.4364e+00 -9.0988e-01 -1.6934e+00 -2.1397e+00 -2.1310e+00 -3.6173e+00 -2.5827e+00 +3.6689e-01 -6.0105e-01 +1.9758e+00 +3.1724e+00
18 +7.419597290e+06 +7.419597290e+06 +7.419509400e+06 +7.419509400e+06 +3.1512e+00 +2.9831e+00 +3.1171e+00 -3.8863e+00 +3.6973e+00 -1.7401e+00 -2.5207e+00 +3.3830e+00 -1.1535e+00 +9.8705e-01 +3.3037e+00 -2.3737e+00 +2.7810e+00 -8.7723e-01 +4.6421e+00 +2.1341e+00 -3.3788e+00 +3.4119e+00 -3.8670e+00 +1.9452e+00
24 +4.115391775e+06 +4.115391775e+06 +4.115303885e+06 +4.115303885e+06 +3.3527e+00 -2.1847e+00 -1.5973e+00 +3.1898e+00 +2.1978e+00 +3.4343e+00 -3.3279e+00 +1.0796e+00 -3.0509e+00 +2.2559e+00 -1.5695e+00 -4.8431e+00 +4.6742e+00 +4.1936e+00 +3.3692e+00 -1.3376e-01 +3.7341e+00 +1.7500e+00 -2.8747e-01 +3.6931e+00
33 +3.180549051e+06 +3.180549051e+06 +3.180461161e+06 +3.180461161e+06 -4.2019e+00 -3.1776e+00 -4.3253e+00 -2.0962e+00 +4.9873e+00 -2.0678e+00 -2.7071e+00 -2.1960e+00 +1.2932e+00 +2.6143e-01 +2.0716e+00 -3.2236e+00 +1.0577e+00 +3.9365e+00 +2.5288e+00 -2.8267e+00 -4.0609e+00 +3.2849e+00 -1.0335e+00 +1.9502e+00
123 +2.557892360e+06 +2.557892360e+06 +2.557804470e+06 +2.557804470e+06 +1.3581e+00 -3.2762e+00 -2.5474e+00 -3.9157e+00 +2.9033e+00 -3.3537e+00 +2.7283e+00 +3.0605e+00 -1.4719e+00 +4.3425e+00 +4.0905e+00 +2.6893e+00 +3.9107e+00 -8.4456e-01 +1.6212e+00 -2.5299e+00 +2.5257e+00 +3.4933e+00 +2.8431e-01 +2.3947e+00
224 +1.396897248e+06 +1.396897248e+06 +1.396809358e+06 +1.396809358e+06 -1.1247e+00 -7.4474e-01 +1.9059e-01 +1.5067e+00 +3.4185e+00 -3.1243e+00 +4.2724e+00 +4.9424e-01 +1.6144e+00 -3.4747e+00 -8.4771e-01 +3.2016e+00 -3.3556e+00 -1.5012e+00 -4.6163e+00 -4.4731e-01 -1.0190e+00 +3.4363e+00 -1.9557e+00 +2.9409e+00
1619 +1.344643617e+06 +1.344643617e+06 +1.344555727e+06 +1.344555727e+06 +8.3370e-01 +1.5932e+00 -4.2427e+00 -2.8943e+00 +1.5646e+00 +3.6248e+00 -8.8174e-01 -1.0070e+00 +7.2100e-01 -4.9783e+00 -7.7825e-01 -3.9880e-01 +3.6236e+00 +2.2534e+00 -1.8198e+00 -2.4008e+00 -1.2823e+00 +3.2692e+00 -1.5444e+00 +4.0029e+00
2322 +1.263565735e+06 +1.263565735e+06 +1.263477845e+06 +1.263477845e+06 +2.0773e+00 -3.7181e+00 -2.1966e+00 -8.9444e-01 -2.9645e+00 +4.6142e+00 +3.5146e+00 +4.8840e+00 +1.6715e+00 -3.0371e+00 +1.5552e+00 +4.1826e+00 +9.5533e-01 +3.1112e+00 -1.2027e+00 +1.7031e+00 +6.0757e-01 +4.4179e+00 -1.1590e+00 +3.0245e+00
2703 +8.908640580e+05 +8.908640580e+05 +8.907761680e+05 +8.907761680e+05 +2.5310e+00 +1.9083e+00 -1.7313e-01 +1.4899e+00 -4.6769e+00 -8.9011e-01 -2.3134e+00 +3.3557e+00 -8.8473e-01 -2.4970e-01 +1.4419e+00 -1.3538e+00 -5.1516e-01 +2.3476e+00 -1.0871e+00 -2.8333e+00 -2.2161e-01 +2.3263e+00 -1.5740e+00 +2.4630e+00
10044 +7.862075918e+05 +7.862075918e+05 +7.861197018e+05 +7.861197018e+05 +4.9635e+00 -4.5891e+00 +2.9564e+00 -4.8985e+00 -2.8410e+00 +3.1065e+00 -4.8148e-01 -4.1762e+00 +8.0478e-01 +4.6310e+00 -2.8444e+00 -3.6576e+00 +4.1484e+00 -1.9434e+00 +8.0525e-01 -1.5363e+00 -5.6858e-01 +2.2144e+00 -6.2312e-01 +2.6130e+00
11364 +7.133233698e+05 +7.133233698e+05 +7.132354798e+05 +7.132354798e+05 +1.9775e+00 -1.0287e+00 +4.9884e+00 +7.4357e-01 +4.6037e+00 +4.0369e+00 -1.7082e+00 -4.5157e+00 -4.2605e+00 +8.5028e-01 +4.1820e+00 -2.1084e+00 +3.0736e+00 -4.4635e+00 -2.8205e+00 -7.8730e-01 -1.4571e-01 +3.3607e+00 -1.6716e+00 +3.0443e+00
14059 +6.881520387e+05 +6.881520387e+05 +6.880641487e+05 +6.880641487e+05 +3.2938e+00 +5.3193e-01 -1.2341e-01 +4.7984e+00 -2.0028e+00 +6.7397e-01 -2.6165e+00 +3.6987e+00 -4.8999e+00 -7.3739e-01 -2.4409e+00 +1.6383e+00 -2.5536e+00 -1.7700e+00 -4.9480e-01 -2.3273e+00 -1.3553e-01 +3.8163e+00 -3.0851e-01 +2.9114e+00
21065 +4.441138397e+05 +4.441138397e+05 +4.440259497e+05 +4.440259497e+05 -8.5491e-01 +9.4002e-01 -2.1053e+00 -3.0148e-02 +1.0265e+00 -2.6512e+00 -3.3334e+00 -4.3469e+00 +1.5858e+00 +1.9012e+00 -4.3056e+00 -3.9585e+00 +2.8995e+00 -2.3118e-01 +4.3003e-01 -6.7802e-01 +6.1574e-01 +3.2063e+00 -5.8766e-01 +3.2428e+00
103925 +2.637409394e+05 +2.637409394e+05 +2.636530494e+05 +2.636530494e+05 +2.8611e+00 +2.4325e+00 -9.1334e-01 -1.9233e+00 -5.4621e-01 +2.2976e+00 +4.7918e+00 -4.8982e+00 -4.1040e+00 +2.5821e+00 -1.4583e+00 +2.3118e+00 +3.7490e+00 -2.0321e-01 -1.2111e+00 -1.5627e+00 -4.4615e-01 +2.9662e+00 -1.1780e+00 +3.2973e+00
434633 +2.608303373e+05 +2.608303373e+05 +2.607424473e+05 +2.607424473e+05 +1.2035e+00 +3.4663e+00 +4.6091e+00 +1.5127e+00 -4.7532e+00 -4.6020e+00 -3.0029e+00 -4.4594e+00 -1.5178e+00 +2.4787e+00 +6.4078e-01 -2.8592e+00 +4.2501e+00 +2.3060e+00 -3.3126e+00 -1.4445e+00 -2.8975e-01 +3.2599e+00 -1.0493e+00 +2.8383e+00
686923 +1.583385039e+05 +1.583385039e+05 +1.582506139e+05 +1.582506139e+05 +4.5420e+00 +5.2128e-01 -3.5997e+00 -3.7197e+00 -2.2629e+00 +4.4351e+00 +9.8289e-01 -2.1612e+00 +4.3867e+00 +4.8406e+00 +1.6426e+00 -2.6370e-01 -3.3470e-01 +1.7058e+00 -1.6287e+00 -1.9149e+00 -3.6886e-01 +3.4553e+00 -7.7543e-01 +3.0041e+00
1087525 +1.376203169e+05 +1.376203169e+05 +1.375324269e+05 +1.375324269e+05 -4.3965e+00 +1.3944e+00 -4.7473e+00 -3.9087e+00 +3.1436e-01 +4.7987e+00 +3.2564e+00 +1.6511e+00 +6.8748e-01 +4.8546e+00 -2.1832e+00 +7.8042e-01 +1.2255e+00 +1.9683e+00 -9.2067e-01 -1.5643e+00 -3.0660e-01 +3.7359e+00 -1.0436e+00 +3.0486e+00
32979984 +1.162992052e+05 +1.162992052e+05 +1.162113152e+05 +1.162113152e+05 -2.9746e-01 -1.5090e+00 +1.6011e-01 -3.4619e+00 -9.0912e-01 +4.1004e+00 -6.1815e-01 -3.1349e-01 +8.2022e-01 +3.4642e+00 -3.3759e+00 -3.2400e+00 +1.3499e+00 +1.7602e-01 -1.2014e+00 -1.7482e+00 -7.5175e-02 +3.2716e+00 -8.5443e-01 +3.0814e+00
93370300 +1.126410354e+05 +1.126410354e+05 +1.125531454e+05 +1.125531454e+05 +4.4452e+00 +4.5892e+00 +2.4438e-01 +1.3318e+00 -4.2041e+00 +1.1220e+00 -3.4127e-01 +2.0908e+00 +3.7303e+00 +1.9317e+00 -1.2411e+00 -2.5801e+00 +3.9965e+00 +1.9462e+00 +1.9403e-01 -1.4198e+00 +1.6868e-02 +3.1993e+00 -8.7787e-01 +3.0616e+00
130912755 +4.480666525e+04 +4.480666525e+04 +4.471877525e+04 +4.471877525e+04 +9.8421e-01 -6.8691e-01 -1.1487e+00 +7.2459e-01 -4.3476e+00 -2.7596e-01 +7.6548e-01 +1.1845e+00 -4.0166e+00 +1.9921e+00 +4.2586e+00 -3.1429e+00 +2.1879e+00 +1.1528e+00 -1.5029e+00 -1.4976e+00 -7.2025e-01 +3.2215e+00 -9.4864e-01 +2.9531e+00
% function evaluation | noise-free fitness - Fopt (3.201900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
