% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
129625 +3.402088052e+02 +3.402088052e+02 -1.218811948e+02 -1.218811948e+02 +2.5783e+00 -7.3668e-01 +4.1532e+00 -2.7923e+00 +9.2454e-01 +2.6842e+00 +3.5385e+00 +1.8919e+00 +3.0015e+00 -2.0070e+00 -3.7474e+00 -3.9503e+00 +2.5531e+00 -1.7022e+00 -6.8395e-01 -3.3870e+00 -7.3434e-01 +3.9805e+00 -2.2403e+00 +3.1564e+00
325833 +3.373402515e+02 +3.373402515e+02 -1.247497485e+02 -1.247497485e+02 +1.7076e+00 -1.0673e-01 +2.9886e+00 +1.7480e+00 -2.2689e+00 -2.9456e+00 +1.3040e+00 +1.7740e+00 +2.3174e+00 +6.8782e-01 -3.5613e+00 -3.2928e+00 -5.3222e-01 -4.0307e+00 -1.2837e+00 -4.5082e+00 -6.0041e-01 +3.3432e+00 -3.3478e+00 +5.0709e-01
3218048 +3.299692185e+02 +3.299692185e+02 -1.321207815e+02 -1.321207815e+02 -2.4667e+00 +1.3442e+00 +3.6473e+00 -1.0207e+00 +2.6726e+00 +3.8014e+00 +1.1185e+00 +3.0220e+00 +1.9160e+00 +7.3486e-01 -2.7290e+00 -1.4161e+00 +2.8058e-01 -3.4037e+00 -1.1275e+00 -3.8413e+00 -1.8306e+00 +7.7594e-01 -4.7701e+00 +3.6270e+00
4046525 +3.118231245e+02 +3.118231245e+02 -1.502668755e+02 -1.502668755e+02 -2.0919e+00 +2.2983e+00 +1.2973e+00 +1.7413e+00 +2.8696e+00 +9.9336e-01 +1.4268e+00 +3.6875e+00 -1.8449e+00 -9.9309e-01 -2.1558e+00 -4.1766e+00 -1.1339e+00 -2.5942e+00 -3.4098e+00 -1.8806e+00 +1.3616e+00 +2.1436e+00 -2.5680e+00 -1.7025e-02
4618531 +3.007616867e+02 +3.007616867e+02 -1.613283133e+02 -1.613283133e+02 +1.0971e+00 +3.6386e+00 +1.2833e+00 -1.1665e+00 +3.6909e+00 -6.1645e-01 +1.8615e+00 -1.4008e+00 +6.1654e-01 +6.0477e-01 -3.8846e+00 -4.3662e+00 +2.4324e+00 -3.0266e+00 -1.7594e+00 -2.3994e+00 -1.4441e+00 +1.6663e+00 -1.1923e+00 +2.2242e+00
6079962 +2.902220091e+02 +2.902220091e+02 -1.718679909e+02 -1.718679909e+02 +3.2743e+00 +6.7380e-01 +1.2374e+00 +1.5494e+00 +2.8406e+00 +1.2973e+00 +3.3214e+00 +1.3859e+00 +1.7092e+00 -1.2014e-01 -3.9610e+00 -3.3197e+00 +1.5151e+00 -2.1423e+00 -2.5020e+00 -2.4355e+00 -8.7363e-01 +1.5121e+00 -1.8254e+00 +1.1208e+00
6179536 +2.519044072e+02 +2.519044072e+02 -2.101855928e+02 -2.101855928e+02 -4.6095e+00 +4.8276e+00 +2.2182e+00 +2.5438e+00 +4.3096e+00 +3.2903e+00 +2.4366e+00 +2.6343e+00 +2.9988e+00 -8.6834e-01 -3.6535e+00 -4.3169e+00 +5.7090e-01 -3.4950e+00 -1.8102e-01 -4.0260e+00 -1.0344e+00 +8.5120e-01 -2.7888e+00 +2.5743e+00
49530448 +2.335171654e+02 +2.335171654e+02 -2.285728346e+02 -2.285728346e+02 -3.3707e+00 +4.5993e-01 +2.0744e+00 +5.7166e-01 +1.9704e+00 +2.2330e+00 +3.7118e+00 -3.0236e-01 +1.8383e-01 +6.8220e-01 -2.7789e+00 -3.8800e+00 -1.4332e+00 -3.8546e+00 -1.3904e+00 -2.6576e+00 -1.3004e+00 +4.2020e+00 -3.3367e+00 +1.6863e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.537737880e+03 +1.537737880e+03 +1.615397880e+03 +1.615397880e+03 -1.0114e+00 +7.6239e-01 +2.3021e+00 -2.7488e+00 +2.8599e+00 +1.4260e+00 +2.9206e-01 +2.5316e+00 -2.4458e+00 +4.0175e+00 +8.9220e-01 +1.7479e+00 -2.6748e+00 +3.0100e+00 -1.0570e+00 +3.0373e+00 +1.1183e+00 -1.2765e+00 +4.0617e+00 -4.8170e-01
5 +9.489530604e+02 +9.489530604e+02 +1.026613060e+03 +1.026613060e+03 -4.0274e+00 +1.2964e+00 -2.3021e+00 +2.8510e-01 +2.9587e+00 +3.2581e+00 +4.7948e+00 +3.0906e+00 -4.2842e+00 -1.6852e-01 +3.1723e+00 -9.1263e-01 -7.8573e-01 -9.8703e-01 -1.2106e+00 +3.6261e+00 +3.0201e+00 +2.5122e-01 +3.0422e-01 -4.0634e+00
16 +9.323674724e+02 +9.323674724e+02 +1.010027472e+03 +1.010027472e+03 +3.8541e+00 +3.0606e+00 +4.0124e+00 -1.2380e+00 +1.9098e+00 -3.1675e+00 -2.5951e+00 -3.4185e+00 -1.9502e+00 +2.9875e-01 -1.5235e+00 -2.3208e+00 +2.8962e+00 -4.4707e+00 +9.8327e-01 +2.9244e+00 +7.5206e-01 -1.3468e+00 +1.8353e+00 -2.4516e+00
28 +5.784104999e+02 +5.784104999e+02 +6.560704999e+02 +6.560704999e+02 -4.9502e+00 -4.4937e+00 -3.7008e-01 -3.5932e-01 -3.2316e+00 +2.1614e+00 +2.9876e+00 -2.5504e-01 +9.7036e-01 -4.9418e+00 +3.3699e-01 +3.9928e+00 -6.0702e-01 -1.1951e+00 -3.4067e-01 -7.2449e-01 +1.3617e+00 -4.8094e+00 +5.3603e-01 -3.7700e+00
1354 +5.620793480e+02 +5.620793480e+02 +6.397393480e+02 +6.397393480e+02 +4.9037e+00 +1.9647e+00 +4.5921e+00 +1.9379e+00 -1.3688e+00 +9.1685e-01 -3.6384e-02 +1.1657e+00 +1.1265e+00 -4.1249e+00 +4.4053e+00 +3.3905e+00 +3.7379e+00 +1.8267e+00 -4.3021e+00 +1.0904e+00 -6.0080e-01 -2.4637e+00 +2.1681e+00 -3.3538e+00
3361 +5.218556673e+02 +5.218556673e+02 +5.995156673e+02 +5.995156673e+02 -3.6853e+00 +3.8815e+00 +2.7919e+00 +3.7698e+00 +1.4224e+00 -5.9510e-01 +1.4992e+00 -1.2938e+00 +1.0186e+00 -5.8335e-01 +3.5144e+00 -2.4687e+00 +1.2803e+00 +2.8761e-01 -2.4219e+00 +1.1722e+00 -3.9091e+00 -2.5888e+00 +1.9960e+00 -3.8597e+00
3463 +4.507265739e+02 +4.507265739e+02 +5.283865739e+02 +5.283865739e+02 +5.6111e-02 -2.1517e+00 +2.2899e+00 +4.1730e+00 -2.3477e+00 +1.4820e+00 +2.9600e+00 -3.5784e+00 -2.4933e+00 -1.8584e+00 +6.9757e-01 -8.1492e-01 +1.7420e+00 -1.9984e-01 -1.7950e+00 -1.5993e+00 -1.0838e+00 -1.7897e+00 +2.9373e+00 -1.4460e+00
9285 +4.365841092e+02 +4.365841092e+02 +5.142441092e+02 +5.142441092e+02 +4.7008e+00 +8.6760e-03 -3.8566e-01 +3.9320e-01 -3.5911e+00 +2.2908e+00 -4.5376e+00 +2.3808e+00 +2.5486e+00 -3.7046e+00 +3.5901e+00 -2.2157e+00 -2.5475e+00 -9.5951e-01 -2.4107e+00 +2.5549e+00 -7.9836e-01 -2.4082e+00 +2.4035e+00 -4.9157e+00
12439 +4.326848225e+02 +4.326848225e+02 +5.103448225e+02 +5.103448225e+02 +2.6456e+00 -9.6363e-01 -2.2745e+00 +1.0222e+00 -2.1308e-01 -1.2345e+00 -1.5339e+00 +1.4015e+00 -8.9649e-01 -2.0627e+00 +2.9718e+00 -3.6392e-01 +2.4560e+00 -9.0129e-01 -1.5839e+00 +1.7485e+00 -9.9842e-01 -4.1443e+00 -1.3787e+00 -3.8509e+00
20188 +4.249834634e+02 +4.249834634e+02 +5.026434634e+02 +5.026434634e+02 +2.7480e+00 +1.4138e+00 +2.2607e+00 -1.5632e+00 -7.8082e-01 -1.0470e+00 -1.1899e+00 -3.6410e-01 +1.6012e+00 -1.6848e+00 -2.9556e-01 -5.0202e-01 +6.7234e-01 -3.1223e+00 -9.9377e-01 -3.3863e-01 -6.8019e-03 -1.9710e+00 +2.2958e+00 -4.1243e+00
33626 +4.063638050e+02 +4.063638050e+02 +4.840238050e+02 +4.840238050e+02 +2.4148e+00 -4.0470e+00 -3.9494e+00 +2.2260e+00 -6.8119e-01 +1.7099e-01 +1.6358e+00 -2.0486e+00 -5.2571e-01 -1.7372e+00 +1.1140e+00 -2.7761e+00 -7.3810e-01 -3.7156e+00 -2.7948e+00 +3.0908e+00 -3.5370e-01 -4.6220e+00 +2.7945e+00 -1.7326e+00
59848 +3.841768764e+02 +3.841768764e+02 +4.618368764e+02 +4.618368764e+02 -1.2197e+00 +6.6802e-01 -2.2239e+00 -2.1394e-01 -1.7138e+00 +1.5797e+00 -1.7978e+00 -2.5330e-01 +2.3567e+00 -4.7641e+00 +8.5947e-01 -1.1469e+00 -6.1398e-01 -2.9073e+00 -1.1523e+00 +1.1846e-01 +4.8996e-01 -2.0956e+00 +4.7728e+00 -1.9093e+00
118406 +3.405500557e+02 +3.405500557e+02 +4.182100557e+02 +4.182100557e+02 +2.3816e+00 -2.8615e-01 -4.9707e+00 -6.8924e-01 -2.5712e+00 -2.9343e+00 +3.4046e+00 +8.9343e-01 -1.5091e+00 -3.2092e+00 +4.1149e+00 +1.8517e+00 -6.6801e-01 -1.3166e+00 -5.3604e-01 +4.3697e-01 +6.0779e-01 -3.4246e+00 +1.2615e+00 -3.2458e+00
159203 +3.104193200e+02 +3.104193200e+02 +3.880793200e+02 +3.880793200e+02 +4.0977e-01 +2.9213e-03 -2.2836e+00 -8.4617e-01 +2.5048e-01 -4.5330e+00 +2.0664e+00 -1.8093e+00 -6.9264e-01 -4.0397e+00 +3.1162e+00 -1.3832e+00 +2.3403e+00 -2.8628e+00 -2.1755e+00 +3.8880e-01 +4.6226e-01 -3.0285e+00 +3.4692e+00 -4.4674e+00
264020 +2.874283371e+02 +2.874283371e+02 +3.650883371e+02 +3.650883371e+02 +1.8943e+00 -3.4661e+00 -4.5090e-02 +3.9941e+00 -9.9849e-01 +1.1028e+00 -1.0656e+00 +1.4525e-01 -3.1353e+00 -2.0892e+00 +3.9717e+00 -1.1576e+00 -2.5334e-01 +5.2864e-01 -2.2573e+00 +8.2749e-01 -2.5427e-01 -3.5672e+00 +3.5639e+00 -4.0547e+00
1873610 +2.579759423e+02 +2.579759423e+02 +3.356359423e+02 +3.356359423e+02 +1.9423e+00 -2.6845e+00 -1.2402e+00 +2.2942e-01 -3.7533e+00 +1.6828e+00 +1.5012e+00 +2.0082e+00 -4.0908e-01 -3.8722e+00 +1.8552e+00 +1.1910e-01 +1.9325e-01 -1.6282e+00 -1.7183e+00 +2.6067e-03 +7.4333e-01 -4.3671e+00 +4.4642e+00 -4.6318e+00
28816679 +2.490789049e+02 +2.490789049e+02 +3.267389049e+02 +3.267389049e+02 +1.2300e+00 -1.7730e+00 -1.6271e+00 +4.9286e+00 -1.6898e+00 -1.5138e+00 +2.5784e+00 -1.1794e+00 -2.2791e-01 -4.1698e+00 +4.6130e+00 -4.9841e-01 +1.6259e-01 -1.9761e+00 -1.8307e+00 +9.7709e-01 -1.1081e+00 -5.9512e-01 +3.3740e+00 -3.3989e+00
144446274 +2.362361318e+02 +2.362361318e+02 +3.138961318e+02 +3.138961318e+02 +4.4459e+00 +1.4068e+00 -8.8677e-02 +3.2014e+00 -3.7743e+00 -4.0327e-01 +7.9620e-01 -6.2165e-01 -5.4625e-01 -3.0806e+00 +1.3216e+00 +4.8851e-01 +2.0719e-01 -1.4224e+00 -2.8251e+00 +3.1919e+00 -7.6676e-01 -3.7357e+00 +2.6027e+00 -2.8272e+00
153490784 +2.025229143e+02 +2.025229143e+02 +2.801829143e+02 +2.801829143e+02 +2.3241e+00 -3.7143e+00 +5.4994e-01 +2.9633e+00 -2.3635e+00 -5.9796e-01 +7.1416e-01 -6.0738e-01 -3.5238e+00 -3.4700e+00 +2.2990e+00 +7.6374e-01 +1.9342e+00 -1.5384e+00 -3.4578e+00 +1.2600e+00 +1.1461e+00 -2.3991e+00 +2.0988e+00 -3.8023e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.693826067e+02 +6.693826067e+02 +7.850626067e+02 +7.850626067e+02 -4.7365e+00 -3.8134e+00 -9.3577e-01 +4.8833e+00 -3.6701e+00 -4.3303e+00 -1.5806e+00 +2.4457e-01 -3.4150e+00 +3.3127e+00 +2.2519e+00 -2.2617e+00 +1.9568e-01 +3.4098e+00 -1.5560e+00 +2.3186e+00 +7.3639e-01 +1.4337e+00 +2.8187e+00 -6.0182e-01
43 +6.573651612e+02 +6.573651612e+02 +7.730451612e+02 +7.730451612e+02 -3.3909e+00 -3.1256e-01 -2.7458e+00 -2.0994e-01 -6.3546e-02 -1.0505e+00 -4.2292e+00 -1.4190e+00 -4.5643e+00 -2.6101e+00 -1.8795e+00 -2.2025e+00 -3.9398e+00 +3.0048e+00 -2.8395e+00 -1.4774e+00 -6.3465e-01 +2.1376e+00 -2.8415e-01 +1.4435e+00
861 +6.227173954e+02 +6.227173954e+02 +7.383973954e+02 +7.383973954e+02 -3.7278e+00 -1.1810e+00 +4.4560e+00 +6.2955e-01 -3.9649e+00 +3.2685e-01 -2.2442e+00 +1.4034e+00 -3.2841e+00 -1.0297e+00 +1.9342e-01 -1.5530e+00 -1.4752e+00 +4.8539e+00 -1.4050e+00 -1.4637e+00 -3.4342e+00 +2.2231e+00 +3.7171e+00 -9.9759e-01
4742 +6.113223219e+02 +6.113223219e+02 +7.270023219e+02 +7.270023219e+02 +5.1699e-01 -1.7412e+00 -2.3424e+00 +3.3516e+00 +1.4249e+00 -4.8051e-01 +4.4690e-01 +2.5610e+00 +1.5295e+00 -9.3442e-01 +1.0148e+00 -3.0527e-01 -4.5075e+00 -3.9130e-01 -3.1956e+00 +2.0279e-01 -2.7395e+00 +4.1588e+00 +4.3350e+00 +3.7850e-01
8487 +5.866428945e+02 +5.866428945e+02 +7.023228945e+02 +7.023228945e+02 -4.5680e-01 +5.9400e-01 +1.8572e-01 +3.6169e+00 -4.5368e+00 -3.1228e+00 -2.1520e+00 -2.2029e+00 +8.0909e-01 -4.6676e+00 +1.4938e+00 -4.4577e+00 -5.2172e-01 +2.2239e+00 -1.7257e+00 +6.0376e-01 +1.0757e+00 +4.4852e+00 +3.4065e+00 +1.3420e+00
8766 +5.707526846e+02 +5.707526846e+02 +6.864326846e+02 +6.864326846e+02 -2.6844e+00 -3.6635e+00 +3.0058e+00 -6.9243e-01 -4.4726e+00 +1.2698e+00 +1.4644e+00 +1.6768e+00 -1.3008e-01 -4.1057e+00 +4.8330e+00 -3.1836e+00 -4.7023e+00 -1.0119e+00 -1.9060e+00 -5.5635e-03 -2.5867e+00 +4.8646e+00 +3.6149e+00 -2.9402e+00
8958 +4.334424657e+02 +4.334424657e+02 +5.491224657e+02 +5.491224657e+02 -4.9592e+00 +7.1953e-01 +2.0552e+00 +3.8914e+00 -1.7528e+00 -3.6076e+00 -3.9094e+00 -6.9283e-01 -2.4822e+00 -5.6579e-01 -6.0042e-01 -2.8014e+00 -4.5946e+00 +2.1148e-01 -3.8788e-01 -3.5448e+00 -3.6433e-01 +4.0461e+00 +1.4462e+00 -6.7344e-01
21196 +4.191831822e+02 +4.191831822e+02 +5.348631822e+02 +5.348631822e+02 -2.3407e+00 -1.9893e+00 +2.6722e+00 +2.3081e+00 -4.0952e+00 -8.0016e-01 -4.7094e+00 +1.7951e+00 -2.0921e+00 -1.8509e+00 -2.1247e+00 +9.5501e-01 -1.0820e+00 +1.7058e+00 -3.5399e+00 -2.2728e+00 -5.6060e-02 +3.5689e+00 +3.8551e+00 +5.8735e-01
85152 +3.716026487e+02 +3.716026487e+02 +4.872826487e+02 +4.872826487e+02 -1.8145e+00 -1.7405e-02 -1.3736e+00 +4.2106e+00 -3.3835e+00 -4.0090e+00 -4.2278e+00 +4.6000e+00 -2.2886e+00 -3.9286e+00 +2.7038e+00 -8.8005e-01 -3.1536e+00 +2.5283e+00 -2.9150e+00 -2.6202e+00 -2.3449e+00 +2.2260e+00 +2.6369e+00 +9.9926e-01
560820 +3.511370371e+02 +3.511370371e+02 +4.668170371e+02 +4.668170371e+02 -3.3120e+00 +9.6562e-01 +1.8088e+00 +2.0161e+00 -3.8914e+00 -7.7679e-01 -4.6964e+00 -3.0414e+00 -2.5957e+00 -1.4635e+00 +4.0489e+00 -1.8965e+00 -4.4463e+00 -2.7340e+00 -2.1473e+00 +9.9966e-02 -2.9388e-01 +3.5310e+00 +3.9255e+00 -5.1225e-01
2012598 +3.425726157e+02 +3.425726157e+02 +4.582526157e+02 +4.582526157e+02 +2.0184e-01 +2.6344e+00 -3.1577e-01 -2.5299e-01 -2.0347e+00 -2.7995e+00 -3.0381e+00 +4.1376e-01 +1.5390e-01 -3.5632e+00 +1.4624e+00 -2.7374e+00 -3.7983e+00 -1.2665e+00 -2.5518e+00 +3.1986e-02 +8.7083e-01 +2.5212e+00 +4.1466e+00 -5.3271e-01
2248056 +3.352686826e+02 +3.352686826e+02 +4.509486826e+02 +4.509486826e+02 +1.2126e+00 -2.7612e+00 +1.6608e+00 -9.9789e-01 +1.0462e+00 -1.9973e+00 -4.3211e+00 +2.7284e+00 -4.2973e+00 -4.8585e+00 +2.2262e+00 -3.1642e+00 -1.9237e+00 -1.2650e-01 -3.7083e+00 -1.4848e+00 +1.6772e-02 +3.0279e+00 +3.2852e+00 -1.0493e+00
2769436 +3.221894467e+02 +3.221894467e+02 +4.378694467e+02 +4.378694467e+02 -7.3865e-01 +2.7285e+00 +2.9568e+00 +3.0961e+00 -4.9883e-01 -1.3331e+00 -2.2948e+00 +2.0793e+00 -4.0642e+00 -1.3965e+00 +7.5403e-01 -4.0613e+00 -1.8056e+00 +6.7614e-01 -3.0946e+00 -7.0983e-01 -1.3597e+00 +2.4863e+00 +3.2994e+00 -1.2642e+00
7516618 +3.093952288e+02 +3.093952288e+02 +4.250752288e+02 +4.250752288e+02 -2.4011e+00 -2.5436e+00 +2.1423e+00 +2.0262e+00 -3.5522e+00 -2.6639e+00 -4.8983e+00 +7.6443e-01 -3.2152e+00 -1.2136e+00 +3.4052e+00 -5.6345e-01 -3.5241e+00 -1.5344e+00 -4.6545e+00 -2.8394e+00 -7.2185e-01 +3.3279e+00 +2.3578e+00 -2.0366e-01
9008269 +2.690734653e+02 +2.690734653e+02 +3.847534653e+02 +3.847534653e+02 +1.7836e+00 -8.5166e-01 -1.3375e+00 +4.7561e+00 -2.3708e+00 -4.0233e+00 -3.3747e+00 +4.2771e-01 -3.2002e-01 -1.8871e+00 +3.8362e+00 -4.8220e+00 -1.8998e+00 +2.3621e+00 -3.6008e+00 +1.5531e+00 -1.1253e+00 +4.6690e+00 +3.8577e+00 -1.1887e+00
51395182 +2.541941625e+02 +2.541941625e+02 +3.698741625e+02 +3.698741625e+02 -3.0523e+00 +4.5062e+00 -2.7378e+00 +2.1459e+00 -1.3926e+00 -2.7590e+00 -2.1277e+00 +2.2591e+00 -2.8287e+00 -2.0018e+00 +2.2956e+00 -1.4357e+00 -1.8840e+00 +9.9605e-01 -2.7800e+00 +3.4766e-02 -8.0971e-01 +2.4653e+00 +3.4404e+00 -6.5761e-02
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.164406066e+03 +3.164406066e+03 +3.160696066e+03 +3.160696066e+03 -6.4006e-01 -4.6761e+00 -1.5007e+00 +3.5759e+00 -3.5499e+00 +1.1132e+00 -3.5266e+00 +2.2679e-01 +7.9668e-01 +1.9803e+00 +3.3769e+00 -1.8322e+00 +2.8947e+00 -1.0136e+00 +3.1813e+00 +3.5518e+00 -9.3413e-01 +4.6214e+00 -4.6926e-01 +1.1854e+00
3 +1.097025360e+03 +1.097025360e+03 +1.093315360e+03 +1.093315360e+03 -1.9881e+00 +1.8927e+00 +1.8873e-01 -4.2473e+00 +9.9025e-01 +9.9768e-02 +1.6121e+00 -3.3483e+00 +1.8195e-01 -3.4811e-02 -1.9410e+00 -5.2671e-02 -1.6527e+00 -3.2293e+00 -2.2674e+00 -4.3208e+00 -2.6521e+00 -4.8743e+00 +2.2833e+00 -4.0893e+00
5 +9.252687704e+02 +9.252687704e+02 +9.215587704e+02 +9.215587704e+02 -4.3687e+00 +4.8515e+00 -3.0160e+00 -4.0355e+00 +3.3012e+00 +1.8455e+00 +1.5359e+00 -2.4924e+00 -1.5852e+00 -3.4942e+00 -1.9481e-01 +1.5608e-01 -2.2482e+00 -4.1298e+00 +2.7055e+00 -1.9983e+00 +8.2075e-01 +4.8227e+00 +4.2357e+00 -3.5408e+00
27 +7.811666966e+02 +7.811666966e+02 +7.774566966e+02 +7.774566966e+02 +1.2697e+00 +2.7084e+00 +1.3686e+00 -4.2743e+00 +2.9994e+00 -8.1458e-02 +4.2101e+00 +3.5210e+00 -6.0594e-01 +2.0350e-01 +1.6664e+00 +1.4561e+00 +2.0625e+00 +7.2413e-01 -1.4931e+00 -4.0664e+00 +4.0804e+00 +2.4726e+00 +7.5318e-01 -2.9232e+00
116 +6.395129385e+02 +6.395129385e+02 +6.358029385e+02 +6.358029385e+02 +2.0689e-01 +4.5458e+00 -1.4184e+00 +1.6368e+00 -1.0007e+00 +3.7119e+00 -1.9055e+00 -3.3372e+00 -3.4272e+00 +1.9135e+00 +1.1872e+00 +1.6168e+00 -4.4384e-01 -4.1868e+00 -3.5038e+00 -1.1778e+00 +2.3257e+00 +7.6196e-01 +1.8443e+00 -2.1281e+00
207 +5.639710686e+02 +5.639710686e+02 +5.602610686e+02 +5.602610686e+02 +4.3961e+00 +9.0142e-01 -4.5501e+00 -3.1517e+00 -9.6384e-01 +6.6293e-01 +2.6526e+00 +1.9810e+00 -4.8410e+00 -1.2110e+00 +4.7273e+00 -1.5295e+00 +3.1194e+00 -1.3638e-01 +2.4578e+00 -3.4452e+00 +2.0501e+00 +3.6735e-01 +3.1354e+00 -2.2522e+00
969 +4.953981848e+02 +4.953981848e+02 +4.916881848e+02 +4.916881848e+02 -1.0357e+00 +2.4769e+00 +9.8969e-01 +3.9889e+00 +4.6162e+00 +4.8927e+00 -2.8502e+00 -2.5605e+00 -2.3425e-02 +1.9317e+00 -1.0167e+00 +1.6611e+00 +4.9502e+00 +4.1165e-01 +1.6761e+00 -4.2641e+00 +2.5228e+00 +7.9295e-01 +1.5504e-01 -2.6162e+00
3923 +4.692831518e+02 +4.692831518e+02 +4.655731518e+02 +4.655731518e+02 +3.1463e+00 -2.8719e+00 -2.1973e-01 +9.2649e-01 +4.4187e+00 +3.5057e+00 -2.0599e+00 +5.2879e-02 -4.4267e+00 +4.6755e+00 -1.2084e+00 -4.2315e-01 +4.4943e+00 +3.2654e-01 +6.8579e-01 -2.8712e+00 +1.1861e+00 +1.1345e+00 +3.6004e+00 -4.7457e+00
