% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2464 +2.325077702e+02 +2.325077702e+02 +3.087777702e+02 +3.087777702e+02 +3.8772e+00 -1.0486e+00 -8.5777e-01 +2.0671e+00 -4.4574e+00 +4.3557e+00 -4.2944e+00 +3.9581e+00 +1.5959e+00 +3.3565e+00 +3.5383e+00 +1.6488e-01 -4.5533e-01 -1.9707e+00 -2.4140e+00 +1.8217e+00 -3.5080e+00 -8.0140e-02 -5.6266e-01 -1.1605e+00
4013 +1.632083186e+02 +1.632083186e+02 +2.394783186e+02 +2.394783186e+02 -1.5043e+00 -2.1789e+00 -3.5624e+00 -1.1614e+00 +2.1851e+00 -2.6407e+00 -4.9031e+00 +1.3309e+00 -3.9059e+00 -3.8502e+00 +4.4099e+00 -7.3110e-01 -2.5875e+00 +2.4621e+00 +3.5762e+00 -1.8742e+00 +1.1807e+00 -2.7352e+00 -4.9099e+00 -3.4581e+00
14715 +1.452163487e+02 +1.452163487e+02 +2.214863487e+02 +2.214863487e+02 +1.6593e+00 -2.7028e+00 -3.1759e+00 +1.1060e+00 -3.2677e+00 +1.6576e+00 +4.6752e+00 -1.6612e+00 -1.8287e+00 -2.1877e+00 +2.6669e+00 -2.6542e+00 -4.3252e+00 +3.6352e+00 +1.9410e+00 -4.3315e+00 -2.9814e+00 -1.3596e+00 -3.8290e-02 -2.6449e+00
79622 +1.029940640e+02 +1.029940640e+02 +1.792640640e+02 +1.792640640e+02 +1.5625e+00 -4.0115e+00 +3.0293e+00 -3.5649e+00 +2.5098e+00 -2.1043e+00 -9.9802e-01 +2.4078e+00 -3.7580e-02 +3.9471e-01 +1.1019e+00 +5.2821e-01 -3.7761e+00 +2.4319e+00 -3.7491e+00 -4.4908e+00 -4.5158e-01 -3.1963e+00 -6.0990e-01 +6.7318e-01
116546 +9.894482720e+01 +9.894482720e+01 +1.752148272e+02 +1.752148272e+02 -3.1891e+00 +5.8737e-01 -1.5696e+00 +3.0435e+00 -7.0815e-01 +4.3567e-02 -2.0702e+00 -1.9694e+00 +7.0965e-02 +3.2718e+00 +4.7453e+00 -8.0674e-01 +1.0117e-01 +3.1630e+00 +1.6818e+00 -2.0754e+00 +1.9795e+00 -1.6059e+00 -2.8094e+00 -1.9597e+00
183689 +9.484251846e+01 +9.484251846e+01 +1.711125185e+02 +1.711125185e+02 -8.0952e-02 -2.2236e+00 -2.8603e+00 +8.9331e-01 -4.9649e+00 -2.6225e+00 -2.8669e+00 +1.9657e+00 -2.8387e+00 +2.6975e+00 +2.9760e+00 -2.3946e+00 -3.8678e+00 +3.1297e+00 -4.5853e+00 +1.7331e+00 -2.9037e+00 -2.7402e+00 -7.2615e-01 +1.3464e+00
646174 +8.992927644e+01 +8.992927644e+01 +1.661992764e+02 +1.661992764e+02 -7.2064e-01 -4.3523e+00 +1.4486e-01 +5.7368e-01 -1.7333e+00 +2.1035e+00 +3.1072e+00 -1.7142e-02 +6.4982e-01 -1.9439e-01 -2.8366e+00 -3.3433e+00 -2.7557e+00 +4.1766e+00 -2.1863e+00 -1.9584e+00 +4.1666e+00 -3.1207e+00 +1.6452e+00 -1.1169e+00
2732914 +8.535008314e+01 +8.535008314e+01 +1.616200831e+02 +1.616200831e+02 -1.0498e+00 +1.6038e+00 -1.4838e+00 +9.3467e-01 -3.7369e+00 -4.0392e-01 -1.0977e+00 +1.0658e+00 +6.2074e-02 +2.7106e+00 +3.8600e-02 -1.4357e+00 +9.7668e-01 +8.3506e-01 -2.9773e+00 -4.5370e-01 +2.9032e-01 -4.1699e+00 +4.5126e+00 -4.3992e+00
3281039 +7.580534869e+01 +7.580534869e+01 +1.520753487e+02 +1.520753487e+02 -5.0600e-01 -3.5197e+00 -3.3601e-01 +1.0770e+00 -3.4413e+00 -1.4154e-01 -1.1485e-01 +2.0957e+00 -2.2766e+00 +3.9294e-01 -1.9042e+00 +1.5147e-01 -7.6346e-01 +3.4437e+00 +5.0469e-03 -4.7696e+00 -2.0950e+00 -4.0988e+00 +2.3039e-01 -4.4268e+00
8783471 +7.253103910e+01 +7.253103910e+01 +1.488010391e+02 +1.488010391e+02 +8.6965e-01 -4.8572e+00 -3.5789e-01 +4.4303e-01 -4.6780e+00 +1.8659e+00 -2.9779e+00 +2.1498e+00 -3.2749e-01 -3.1933e-01 +1.0261e+00 -1.1386e+00 -4.5341e+00 +1.9950e+00 -4.5715e-01 -2.4614e+00 +1.9615e+00 -4.1885e+00 -2.0004e+00 +1.3049e-01
9853042 +7.168628126e+01 +7.168628126e+01 +1.479562813e+02 +1.479562813e+02 -3.9516e+00 -4.4881e+00 -2.7413e+00 +4.1723e+00 -1.4198e+00 -2.4201e+00 -6.0477e-01 +3.1690e-01 +1.1243e+00 +3.2989e+00 +2.1742e+00 -2.9690e+00 -3.2233e+00 +7.8042e-01 -4.5415e+00 -4.5273e+00 +3.7615e+00 -1.3811e+00 -5.3834e-01 -4.5094e-01
10226732 +6.965722381e+01 +6.965722381e+01 +1.459272238e+02 +1.459272238e+02 -3.5287e+00 -4.9844e+00 -1.1793e+00 +1.9763e+00 -2.0484e+00 -4.4006e-01 -2.7047e+00 +2.8995e+00 +1.3726e-01 +4.6308e+00 +2.2318e+00 -1.8138e+00 +1.3707e-02 +1.5723e+00 +7.8346e-01 +2.5877e+00 +2.6065e+00 -2.8757e+00 -1.4775e+00 -2.0602e+00
13186390 +4.158198812e+01 +4.158198812e+01 +1.178519881e+02 +1.178519881e+02 -5.0204e-01 -1.3502e+00 -3.3968e+00 -1.9367e+00 -1.1230e+00 -3.1855e+00 -1.0587e+00 -9.7872e-01 -2.6452e+00 +4.2760e+00 +2.1558e+00 -2.6011e+00 -2.7807e+00 +2.0310e+00 -8.6771e-01 -7.2735e-01 +2.1703e-01 -1.3516e+00 -3.3122e-01 -1.0124e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.663934995e+07 +1.663934995e+07 +1.663932740e+07 +1.663932740e+07 -4.0120e+00 +3.4835e+00 -3.6893e+00 -2.8391e+00 -3.9953e+00 -4.6688e+00 +4.1289e+00 +3.2888e+00 +4.6163e+00 -4.6130e+00 +8.0325e-01 -2.6194e+00 -1.2761e+00 +3.6431e+00 -2.2007e+00 -3.0029e+00 -3.5167e+00 -4.0052e+00 -1.8793e+00 -1.6013e+00
2 +9.560940393e+04 +9.560940393e+04 +9.558685393e+04 +9.558685393e+04 +4.1625e+00 -3.8332e+00 +1.8249e+00 -2.0966e+00 +4.4036e+00 +1.4158e+00 +2.7150e+00 +1.2000e+00 +2.3472e+00 +4.8798e+00 +4.0398e+00 -2.1481e+00 -4.5693e+00 -4.4202e+00 +4.8832e+00 -1.0651e+00 +1.7134e+00 +1.6950e+00 -1.5678e+00 -4.8290e+00
8 +3.652394473e+03 +3.652394473e+03 +3.629844473e+03 +3.629844473e+03 +1.1644e+00 +4.0629e+00 -3.6982e+00 +1.0302e+00 +4.2746e+00 -1.7701e+00 -4.9390e+00 +2.9316e+00 +3.5281e+00 +1.7606e+00 +3.9669e+00 +1.1139e+00 +2.2388e+00 -3.1851e+00 -1.2889e+00 +3.2014e+00 +1.4666e+00 -2.2767e+00 +1.8558e+00 -3.0610e+00
31 +3.252258937e+03 +3.252258937e+03 +3.229708937e+03 +3.229708937e+03 -2.4965e-01 -4.4394e+00 -3.7544e+00 -3.5667e+00 +7.3368e-01 +5.7975e-01 -4.7261e+00 +7.8214e-01 +4.9545e-02 +2.9734e+00 +2.3747e+00 +2.7511e+00 +4.8522e+00 +3.5162e+00 -2.8478e+00 +3.8378e+00 +4.4549e+00 -2.0420e-01 -2.0320e+00 +1.7124e+00
70 +3.228518482e+03 +3.228518482e+03 +3.205968482e+03 +3.205968482e+03 -4.2341e+00 -2.0945e+00 -2.9924e+00 -4.8709e-01 +2.1637e+00 -3.1231e+00 +3.1496e+00 -3.3645e+00 -4.4955e+00 -4.1195e+00 +3.5654e+00 +8.3100e-01 -4.7447e-01 +2.1049e-01 +1.8994e+00 -1.3298e-01 +8.6907e-01 -2.0510e-01 -3.5854e+00 -3.6169e+00
108 +1.149755563e+03 +1.149755563e+03 +1.127205563e+03 +1.127205563e+03 +4.1124e+00 -4.7517e+00 +3.2495e+00 -1.9381e+00 -2.1260e+00 -2.6182e+00 -3.8966e-01 -3.7522e-01 +4.4519e-01 -1.6079e+00 +4.7895e+00 +1.2426e+00 +5.4919e-01 -1.4717e+00 +6.1917e-01 +3.3563e+00 -9.9545e-01 -1.0246e+00 +2.4174e+00 -4.3188e+00
176 +2.451350057e+02 +2.451350057e+02 +2.225850057e+02 +2.225850057e+02 -7.3025e-01 +4.2733e+00 +2.7426e+00 -1.2173e-01 +1.2046e+00 +1.6319e+00 +1.0393e-01 +4.1933e-01 -1.7605e+00 -1.7730e+00 +4.6928e+00 -1.4486e+00 -6.7051e-03 -1.5111e+00 +1.0698e+00 +3.7982e+00 +1.0248e-01 +3.7384e+00 +5.8701e-01 -2.8059e+00
1759 +1.833082457e+02 +1.833082457e+02 +1.607582457e+02 +1.607582457e+02 +4.3899e+00 -1.5284e+00 +2.4274e+00 -4.2590e+00 -2.1099e+00 -2.2815e-01 -1.6668e+00 +4.7921e-02 +4.4520e+00 +3.0432e+00 -1.8087e+00 -3.1075e+00 +2.9497e+00 +4.7231e+00 +4.9550e-01 -2.9258e+00 +4.4522e+00 -3.5332e+00 +3.1871e+00 -1.8786e+00
25706 +1.513788804e+02 +1.513788804e+02 +1.288288804e+02 +1.288288804e+02 -1.6442e+00 +4.5341e+00 -8.1200e-01 +1.8235e+00 +3.2506e+00 -1.1018e+00 +2.2386e+00 -1.0626e+00 +1.7148e+00 -1.0283e+00 -4.6194e+00 -2.3399e+00 +3.7372e+00 +2.4274e+00 -2.4387e+00 +2.9798e+00 +2.4372e+00 -4.7182e+00 -2.5804e+00 +1.3197e+00
35288 +1.373494646e+02 +1.373494646e+02 +1.147994646e+02 +1.147994646e+02 +5.4816e-01 -6.3799e-03 +3.8767e+00 +9.9879e-01 +2.3804e+00 -2.1948e+00 +1.8428e+00 -1.0227e+00 +4.4007e+00 -7.4275e-01 +1.1052e+00 -2.5050e+00 +3.4673e+00 +3.8514e-01 +1.4770e+00 -2.0175e+00 -1.7383e-01 +2.2344e-01 -1.7000e+00 +3.1197e+00
98916 +1.332289265e+02 +1.332289265e+02 +1.106789265e+02 +1.106789265e+02 +2.1944e+00 +2.2908e+00 +4.7865e+00 +3.8382e+00 +3.1462e+00 +3.3875e+00 +1.1653e-01 +9.5037e-01 +2.7692e+00 +1.8507e+00 +1.4008e+00 +3.4753e+00 +4.5849e+00 -3.7247e+00 -3.9440e+00 -9.1908e-01 +3.1649e+00 -3.0299e+00 +1.8111e+00 +2.1345e+00
162095 +1.017080463e+02 +1.017080463e+02 +7.915804633e+01 +7.915804633e+01 +2.4088e+00 +3.3782e+00 -1.2763e+00 +1.2662e+00 -2.4827e+00 -2.7428e+00 -2.7440e+00 -3.6924e+00 +1.1889e+00 +1.6063e-01 -5.1801e-01 +1.3809e+00 +1.4220e+00 -8.3881e-01 +1.5687e-01 +2.9872e+00 +2.6213e+00 -1.7038e+00 +2.2443e+00 +2.1927e+00
864542 +9.126088421e+01 +9.126088421e+01 +6.871088421e+01 +6.871088421e+01 +5.2615e-01 +1.0516e+00 +1.6507e+00 +4.2766e-01 +2.3408e+00 -3.1932e+00 +6.4165e-01 -3.4244e+00 +2.0621e+00 -1.9228e+00 +2.0892e+00 +4.1161e+00 +1.3245e+00 +1.8125e+00 -2.2793e+00 +4.1646e+00 +7.8245e-01 -2.8528e+00 -3.2212e+00 +3.8179e+00
1609538 +8.510018511e+01 +8.510018511e+01 +6.255018511e+01 +6.255018511e+01 +3.5775e+00 +2.0956e+00 +2.8238e+00 +3.4646e-01 +2.4624e+00 -3.1192e+00 -2.1005e+00 -2.6524e+00 -2.0885e+00 +1.4905e+00 +1.3956e+00 +1.9996e+00 +3.7557e+00 +1.4165e+00 +1.1403e+00 +1.0067e+00 +2.0948e+00 +7.1206e-01 -9.6592e-01 +1.1082e+00
2344297 +8.279464441e+01 +8.279464441e+01 +6.024464441e+01 +6.024464441e+01 +3.5592e+00 +3.2959e+00 +4.9089e+00 -8.1228e-01 +1.0363e+00 -1.2423e+00 +3.4500e+00 -7.2371e-01 +2.7523e+00 -1.0387e+00 -9.0317e-01 -3.7472e+00 +2.0859e+00 -4.9991e-01 -2.2199e+00 -1.0351e+00 +1.2438e+00 -1.1325e+00 +3.0012e+00 +3.4284e+00
3814669 +6.899910085e+01 +6.899910085e+01 +4.644910085e+01 +4.644910085e+01 -7.2813e-03 +3.8086e+00 +3.4132e+00 -6.0766e-02 +4.8340e+00 +3.3949e-01 -6.3942e-01 -3.1699e+00 +4.7624e-01 +4.9422e-01 +1.5627e+00 -8.6343e-01 +4.8550e-02 -3.7054e+00 -1.4409e+00 +3.9184e-01 -1.2529e-01 -3.2082e+00 +2.2570e-01 +2.9676e+00
9334239 +6.255805175e+01 +6.255805175e+01 +4.000805175e+01 +4.000805175e+01 +3.3043e+00 +8.6359e-01 -6.4220e-01 -2.0162e+00 -2.4572e-01 -1.6064e+00 -2.1179e-01 -2.6611e+00 +4.6680e+00 -9.8501e-02 -1.0458e+00 +9.3413e-01 +7.2546e-01 +9.3785e-01 -4.8201e+00 +1.6015e+00 +4.0353e+00 -4.3024e+00 +1.7002e+00 +1.1590e+00
15856349 +4.241488721e+01 +4.241488721e+01 +1.986488721e+01 +1.986488721e+01 +2.8024e+00 +3.8197e+00 +2.3605e+00 -1.0687e+00 +8.5434e-01 -1.6086e+00 +4.0031e-02 -3.9195e+00 +1.8122e+00 +1.8589e+00 +6.2355e-01 +5.1988e-01 +3.8013e+00 +6.0092e-01 -2.7998e+00 +4.6671e+00 +1.5308e+00 -4.9179e+00 +2.3940e-01 -1.4820e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.933011635e+06 +1.933011635e+06 +1.933025295e+06 +1.933025295e+06 -1.2153e+00 -2.4972e+00 -2.3454e+00 +1.1525e+00 +4.8545e+00 +1.9100e+00 +4.2381e+00 +1.7534e-01 +2.3250e+00 +2.2495e+00 -2.2766e+00 -2.5955e+00 -5.4624e-01 -1.5648e+00 -1.3769e+00 -4.2264e+00 +3.1467e+00 -2.7064e+00 -9.6292e-01 +9.2028e-01
9 +1.831282601e+06 +1.831282601e+06 +1.831296261e+06 +1.831296261e+06 +1.8104e-01 +4.2344e+00 -3.3154e+00 -2.3838e+00 -3.3794e+00 -1.9209e+00 -4.6439e-02 -1.3420e+00 -3.2341e+00 -4.0432e-01 +1.0197e+00 -1.0341e+00 -9.1968e-01 +3.5480e+00 +9.1482e-01 +4.8089e+00 -3.4143e+00 -4.9590e+00 -1.8127e+00 +2.8160e+00
17 +8.545302878e+05 +8.545302878e+05 +8.545439478e+05 +8.545439478e+05 +4.1181e+00 -4.0696e-01 -2.8487e+00 +2.1438e+00 -1.0911e-01 +1.4077e+00 -3.9794e+00 -2.3429e+00 +9.6892e-01 -2.2990e+00 +3.8466e+00 +4.2631e+00 -2.1460e+00 +2.8419e+00 +3.9975e-01 -2.4132e+00 +1.0095e+00 +2.1785e+00 -4.7162e+00 +4.3918e+00
24 +2.392572712e+05 +2.392572712e+05 +2.392709312e+05 +2.392709312e+05 +3.6195e+00 +3.8425e-01 -1.2088e+00 +4.6928e+00 +6.5507e-01 -1.3487e+00 -5.9468e-01 -2.8612e-01 -3.7728e+00 -1.9783e-01 +1.7000e+00 +4.4881e+00 -2.6683e+00 -2.0684e+00 -2.1127e+00 -4.2045e+00 +1.7893e+00 -4.0138e+00 -4.8796e-01 +9.9394e-01
32 +9.184793296e+04 +9.184793296e+04 +9.186159296e+04 +9.186159296e+04 -2.0599e+00 +6.0697e-01 +4.4551e+00 +1.7850e+00 +4.5681e+00 -1.4598e+00 +1.4221e-01 +1.8920e+00 -2.0303e+00 +2.0484e+00 -1.0534e+00 -4.3110e+00 +3.6063e+00 +2.0640e+00 +4.3436e+00 -7.6780e-01 -4.7472e+00 +4.1170e+00 +2.3138e+00 +2.5084e+00
36 +1.646261263e+04 +1.646261263e+04 +1.647627263e+04 +1.647627263e+04 +1.0627e-01 +4.8059e+00 -4.9102e+00 +3.6833e-01 +3.6602e-01 -1.1218e+00 +4.7110e+00 -4.9349e+00 -3.5484e-01 -1.8342e+00 +7.7744e-01 +2.1660e+00 +3.9614e+00 -2.3262e+00 -3.0066e+00 +3.7739e-01 +3.3649e+00 +1.2142e+00 -4.9303e+00 +3.9487e+00
76 +1.436923744e+04 +1.436923744e+04 +1.438289744e+04 +1.438289744e+04 -1.5894e+00 -3.8921e+00 -1.5074e+00 -3.9782e+00 +3.0548e+00 -4.1347e+00 +3.0551e+00 +4.9602e+00 -1.7927e+00 -3.0546e+00 -3.3433e+00 +2.2048e+00 -1.2070e+00 -1.3475e+00 +2.8928e+00 +3.1249e+00 -1.0524e-01 +2.3988e+00 -9.1899e-01 -3.1644e+00
174 +4.314388404e+03 +4.314388404e+03 +4.328048404e+03 +4.328048404e+03 +4.6896e-02 +2.5167e+00 -3.3349e+00 +2.8938e+00 -2.5074e-01 -2.7755e+00 -4.7001e+00 +3.4533e+00 -2.2150e+00 +3.5508e+00 +3.6196e+00 +2.5652e+00 -1.1864e+00 -4.7501e+00 -2.9429e+00 +2.6997e+00 -9.3716e-02 -4.9024e+00 -3.6184e+00 -1.7110e+00
255 +1.174614297e+03 +1.174614297e+03 +1.188274297e+03 +1.188274297e+03 +1.5591e+00 +4.8680e+00 -3.8908e+00 +2.4037e+00 +1.1902e+00 -2.1582e+00 -4.6139e+00 +2.0023e+00 -9.6301e-01 -4.6884e+00 -3.5350e+00 -3.2967e+00 +2.5260e+00 +3.2969e+00 +1.4822e-01 +1.6902e-01 +3.4276e+00 +4.7941e+00 +3.8303e+00 -3.1322e+00
275 +2.217298528e+02 +2.217298528e+02 +2.353898528e+02 +2.353898528e+02 +3.6757e+00 +3.0122e+00 +3.7146e+00 -4.7559e-01 +3.2587e+00 -2.4725e+00 +8.6337e-01 -6.7685e-01 -1.5970e+00 -3.3579e+00 +4.6372e+00 -4.1857e+00 -4.3980e+00 -4.3812e+00 -3.7085e+00 +2.5497e+00 -1.7780e+00 -3.9516e+00 +1.2839e+00 -1.1023e+00
643 +1.945083727e+02 +1.945083727e+02 +2.081683727e+02 +2.081683727e+02 +2.5828e+00 +3.0919e+00 +1.4018e-01 -3.3801e+00 -2.2705e+00 -2.7339e-01 +2.0971e+00 +1.1810e+00 -4.2030e-01 -4.1581e+00 -1.7697e+00 +1.5723e+00 -3.4240e+00 -5.1329e-01 -3.7391e+00 -2.5602e+00 +6.2653e-01 +1.6098e+00 -3.6816e+00 -4.4023e+00
2396 +1.683713646e+02 +1.683713646e+02 +1.820313646e+02 +1.820313646e+02 +4.2675e+00 +2.6050e+00 +3.9813e+00 +2.0018e-01 -2.8080e+00 -1.1639e+00 -1.1097e+00 +2.6461e+00 +2.1440e+00 -4.9172e-01 -4.2302e-01 +5.8046e-01 -2.8103e-01 -2.1789e+00 +4.2669e+00 -4.1881e+00 -1.0993e+00 -2.4693e+00 +8.7571e-01 +1.7742e+00
3870 +9.695618822e+01 +9.695618822e+01 +1.106161882e+02 +1.106161882e+02 -2.9331e+00 -8.6940e-01 +9.9672e-01 -1.4634e+00 -1.4036e+00 +1.4184e+00 +2.3850e+00 -1.4323e+00 +1.3402e+00 -3.0021e-01 -2.7195e+00 +4.7017e+00 +9.4742e-01 +6.5594e-01 +3.7231e+00 +4.9483e+00 -1.3447e+00 -2.9906e+00 -4.3191e+00 -2.3660e+00
2920418 +7.384755379e+01 +7.384755379e+01 +8.750755379e+01 +8.750755379e+01 -1.1670e-01 +1.0034e+00 +3.0532e+00 +3.7001e-01 +2.3646e+00 -2.4535e+00 +3.4466e+00 -4.6942e-01 +1.8959e+00 -3.5959e+00 -2.5150e+00 +6.4565e-02 +2.4470e-01 +3.0484e+00 -4.2776e-01 +1.0951e+00 -3.8828e+00 -4.9262e+00 -7.3831e-01 -3.8286e+00
38704877 +6.502946247e+01 +6.502946247e+01 +7.868946247e+01 +7.868946247e+01 -1.5706e+00 +1.6825e+00 +1.7042e+00 +1.6287e+00 +5.5052e-01 +1.3518e+00 +1.2370e+00 -1.9120e+00 +2.3997e+00 -2.2677e+00 -2.6104e+00 +1.8554e+00 -4.3256e-02 +1.5489e+00 +3.2191e+00 +3.7457e+00 -4.1808e+00 -1.7774e+00 -3.9042e+00 +5.3050e-01
41517789 +6.312902549e+01 +6.312902549e+01 +7.678902549e+01 +7.678902549e+01 -9.0572e-01 +1.2651e+00 +2.0980e+00 +9.5111e-01 -2.9733e+00 +1.7964e-01 +4.6264e+00 -1.6509e+00 +1.5690e+00 -3.7774e+00 +6.1444e-01 +3.3846e+00 -1.6487e+00 -1.8959e+00 +4.9719e+00 -3.5610e-01 -3.0662e+00 -4.6412e+00 +2.1260e+00 +2.0325e-01
62297854 +6.124128244e+01 +6.124128244e+01 +7.490128244e+01 +7.490128244e+01 +3.2121e+00 +1.4423e+00 +2.6420e+00 -5.2385e-01 +9.4797e-01 -1.0346e+00 +4.6178e+00 -1.1057e-01 +1.6442e+00 -3.7625e+00 -1.4117e-01 +4.0119e+00 -1.0704e+00 -5.3829e-01 +2.0311e+00 +2.8505e+00 -4.2645e+00 -4.0478e+00 -4.6080e+00 -2.9051e-01
98455894 +5.977881124e+01 +5.977881124e+01 +7.343881124e+01 +7.343881124e+01 +3.0821e+00 +1.5884e+00 +3.2048e+00 +1.5375e+00 -2.8653e+00 -2.1148e+00 +1.3836e+00 -1.7223e+00 +2.5404e+00 -4.3745e+00 -1.5912e+00 +2.0158e+00 +6.6087e-01 +1.5259e+00 +3.5778e+00 +8.5995e-01 -3.0356e+00 -2.1713e+00 +4.9853e-01 -2.5002e+00
% function evaluation | noise-free fitness - Fopt (9.378400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.343610762e+07 +1.343610762e+07 +1.343704546e+07 +1.343704546e+07 -4.7161e+00 -2.3804e-01 -2.9305e+00 -6.8689e-01 -4.6801e-01 -4.6868e+00 -6.8247e-01 +1.0333e+00 +6.3328e-01 +3.2496e+00 +3.1821e+00 +2.5255e-01 +3.2430e+00 -4.0760e+00 -3.5461e+00 -1.9388e+00 +4.7086e-01 -1.5990e+00 -7.4066e-01 -2.6727e+00
2 +7.772113433e+05 +7.772113433e+05 +7.781491833e+05 +7.781491833e+05 -1.4192e+00 -1.5920e+00 -1.0228e+00 +3.5047e+00 +5.3060e-01 -3.0508e+00 +3.3938e+00 -6.3872e-01 -1.3647e+00 +4.6269e+00 +4.3921e-01 -1.9651e-01 +4.7661e+00 -7.8482e-01 +2.2509e+00 +3.0737e+00 -2.0355e+00 -1.8429e+00 +3.8593e+00 +4.5787e+00
