% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2062595 +1.320943101e+00 +1.320943101e+00 +8.190943101e+00 +8.190943101e+00 +4.6035e-01 +3.0103e+00 -2.2850e+00 -3.3326e-01 -2.2157e+00 -2.6832e+00 -1.3663e+00 +4.5038e+00 +1.0150e+00 +2.2897e+00 -3.2872e+00 +9.2397e-01 -1.7936e+00 -3.5510e+00 -3.6496e+00 -1.6727e+00 -3.8012e+00 -3.8642e+00 +2.3427e+00 -6.6261e-02
12898557 +1.244605239e+00 +1.244605239e+00 +8.114605239e+00 +8.114605239e+00 +4.7284e+00 -4.2211e+00 +1.8900e+00 -4.1455e+00 -1.6017e+00 -2.5510e+00 -2.0531e+00 +2.1005e+00 +4.5346e+00 -2.6311e+00 -2.7303e-01 -9.7443e-01 -3.3789e+00 +4.9669e+00 +1.7056e+00 +4.9647e+00 -3.5953e+00 -5.3469e-02 -2.2691e+00 -2.4170e+00
14597702 +1.165333871e+00 +1.165333871e+00 +8.035333871e+00 +8.035333871e+00 -4.6130e+00 +2.4442e+00 +7.9033e-01 -2.8007e-01 -1.3592e-01 +3.0284e+00 +3.9341e-01 -4.1581e+00 +8.6736e-01 +1.7496e-01 +4.5652e+00 +4.3920e+00 -8.3104e-02 +1.8080e+00 -4.6876e+00 -2.2916e+00 -8.5474e-01 -6.3841e-01 +3.4193e-01 -1.5444e+00
100297049 +1.110063492e+00 +1.110063492e+00 +7.980063492e+00 +7.980063492e+00 -1.7395e+00 -2.4539e+00 +4.8343e+00 -3.9574e-01 -6.8072e-01 -1.8755e+00 -4.6159e+00 -2.9161e+00 -3.9022e+00 +2.0868e+00 -3.6739e+00 +2.6499e+00 +4.6945e+00 +3.3899e+00 -2.0303e+00 -3.8284e+00 +4.6152e+00 -3.6520e+00 -4.8692e+00 -1.1197e+00
129836185 +1.078324811e+00 +1.078324811e+00 +7.948324811e+00 +7.948324811e+00 +4.2866e+00 +2.7251e+00 -3.8956e+00 -2.2109e+00 -2.6119e+00 -5.8129e-01 -7.3255e-01 +4.4350e+00 -1.4531e+00 -2.0888e-01 +7.3469e-01 -2.6713e+00 +2.3909e+00 +3.3985e+00 +3.9962e-01 -1.0664e+00 +1.3601e+00 -1.9450e+00 -9.2091e-01 -2.2620e+00
135200807 +1.046845688e+00 +1.046845688e+00 +7.916845688e+00 +7.916845688e+00 +2.5613e+00 +2.2205e+00 +4.6183e+00 +1.5425e-01 +3.3758e+00 +9.2752e-01 +2.5321e+00 +6.0058e-01 +3.1982e+00 +1.9584e+00 +2.2008e+00 -3.6771e+00 +1.6391e+00 +2.0695e+00 -6.9685e-01 +3.3824e+00 -2.1830e+00 +2.9425e+00 +2.5689e+00 -1.5562e+00
160578909 +6.568109480e-01 +6.568109480e-01 +7.526810948e+00 +7.526810948e+00 +3.4158e+00 +4.6128e+00 +7.0953e-01 +1.2696e+00 -1.5421e+00 +4.4875e+00 -5.2420e-01 +2.4409e+00 -4.7526e+00 +1.5266e+00 -4.9980e+00 +1.2298e+00 -2.4678e+00 -2.3450e+00 -3.0022e+00 -1.2371e+00 -6.5738e-01 +3.5434e+00 -4.1943e+00 -5.2440e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.238392466e+01 +1.238392466e+01 +1.239392466e+01 +1.239392466e+01 -1.6720e+00 +1.4714e+00 +3.0924e+00 +2.5059e+00 -1.4821e+00 -3.0057e+00 +1.5432e+00 +3.9489e+00 -4.4435e+00 +7.9389e-01 +1.9039e+00 -3.0701e+00 +1.7841e+00 +4.1067e+00 -1.2530e+00 -7.1979e-01 +3.4011e+00 -4.7078e+00 +4.2827e+00 +3.2073e+00
6 +9.000188988e+00 +9.000188988e+00 +9.010188988e+00 +9.010188988e+00 -2.8036e+00 -2.5177e+00 -4.3693e+00 -4.9416e-01 +2.6414e+00 +2.4787e+00 +2.4797e+00 -1.5515e+00 -4.7008e-01 +3.0748e+00 +2.6863e+00 +1.7976e+00 -4.5460e+00 -4.2651e+00 -4.0118e+00 -3.1723e+00 +1.2124e+00 +3.2772e+00 +2.8753e+00 +1.1079e+00
9 +8.865991693e+00 +8.865991693e+00 +8.875991693e+00 +8.875991693e+00 +7.6585e-01 -1.8920e+00 +4.4608e+00 -2.4495e+00 +6.1722e-01 -4.0918e-01 -2.4839e+00 +3.0785e-01 -4.7356e+00 +2.3603e+00 +4.0791e+00 -1.2563e+00 -2.2931e+00 -3.1290e+00 +5.1943e-01 -1.4032e+00 +4.8149e+00 -2.7517e+00 -3.1441e+00 -3.4113e+00
28 +8.584089120e+00 +8.584089120e+00 +8.594089120e+00 +8.594089120e+00 +4.7287e+00 -3.0685e+00 +2.8405e+00 -5.3097e-01 +2.5519e+00 +2.6647e+00 -3.0401e+00 -4.2002e+00 +1.0993e+00 -3.8969e+00 -4.4109e+00 -4.0759e+00 +3.0562e+00 +4.9909e+00 +2.2891e+00 +3.7439e+00 +4.3864e+00 +5.6639e-01 +3.3076e+00 -1.9758e+00
38 +6.982705331e+00 +6.982705331e+00 +6.992705331e+00 +6.992705331e+00 +2.6013e+00 -4.7019e+00 -2.9022e+00 +1.8844e+00 +2.0352e+00 +8.5086e-01 +3.9073e+00 +3.1044e+00 +3.3496e+00 -4.9012e+00 -2.1985e+00 -2.5505e+00 +2.0377e+00 -4.9966e+00 +2.3262e+00 -2.4861e+00 +1.6720e+00 -1.9834e+00 -2.8197e+00 +4.7721e+00
40 +6.883045246e+00 +6.883045246e+00 +6.893045246e+00 +6.893045246e+00 -4.5812e+00 +1.1312e+00 -4.2609e+00 -2.3562e+00 -3.9556e+00 +4.1801e+00 -4.0649e-01 -2.8009e+00 -1.2295e+00 +2.6781e+00 +4.4805e+00 -3.5112e+00 -2.1384e+00 +1.6576e+00 -4.1517e+00 -3.8643e+00 -4.5096e+00 -2.0766e+00 -2.5024e+00 +3.8614e+00
57 +6.604724190e+00 +6.604724190e+00 +6.614724190e+00 +6.614724190e+00 -3.9870e+00 -3.1222e-01 -3.3360e+00 -4.5217e+00 -4.2638e+00 +3.0290e+00 -7.8762e-01 -3.4131e+00 -2.5490e+00 +1.9398e+00 -2.1202e+00 -1.1088e+00 -1.7357e+00 -5.5619e-01 -1.7319e+00 +5.5078e-01 +3.8420e+00 -2.7480e+00 +1.8500e+00 +2.0902e+00
156 +6.053246427e+00 +6.053246427e+00 +6.063246427e+00 +6.063246427e+00 +3.2175e+00 +3.7891e+00 -4.4051e+00 -8.0567e-01 -1.8027e+00 -7.2052e-04 -8.4668e-01 -1.4641e-01 +3.1878e+00 -3.4254e+00 +3.1452e+00 -8.6689e-01 -4.2600e+00 -4.2704e+00 +3.9071e+00 -4.6397e+00 -3.9211e+00 -2.8615e+00 +3.0624e+00 +2.0345e+00
314 +4.665504351e+00 +4.665504351e+00 +4.675504351e+00 +4.675504351e+00 -3.9242e-01 -3.1694e-01 -3.4137e+00 +7.4471e-01 -4.3247e+00 -1.5337e+00 +7.9805e-01 +1.7979e+00 -1.2184e-01 +4.2019e+00 +1.2558e+00 -1.9159e+00 +4.9693e+00 -2.7641e+00 +1.3583e+00 -2.5789e+00 -2.9386e+00 -2.0910e+00 -1.9697e+00 -4.2397e+00
340 +3.842499106e+00 +3.842499106e+00 +3.852499106e+00 +3.852499106e+00 -1.0313e+00 +8.7305e-01 +4.9840e+00 -2.4490e+00 +2.5410e+00 +1.0415e+00 +4.4714e+00 +5.0140e-02 -5.6171e-03 -4.5059e+00 -3.3931e+00 -1.5807e+00 +2.2128e+00 +3.8258e+00 -2.2504e+00 +4.3129e+00 +1.8275e+00 +4.9951e-01 -4.5432e+00 -2.5917e-01
495 +3.669438391e+00 +3.669438391e+00 +3.679438391e+00 +3.679438391e+00 -2.4264e+00 +1.7620e+00 +8.3403e-01 +2.2697e-02 +2.4575e+00 +2.6349e+00 -3.4009e+00 -3.8871e+00 -4.8885e+00 -6.6042e-01 +6.5110e-01 +4.9496e+00 +3.6564e+00 -1.8882e+00 -4.2077e+00 +2.2025e+00 -4.9313e+00 -4.7744e+00 +2.8942e+00 -2.2309e+00
3534 +3.394285505e+00 +3.394285505e+00 +3.404285505e+00 +3.404285505e+00 +4.0955e-02 +4.1955e+00 +6.0947e-01 -2.6762e+00 -4.2489e+00 +3.3614e+00 +2.9036e+00 -4.7994e+00 -1.0096e+00 +1.5941e-01 +3.1335e-01 -1.7493e+00 -4.0710e+00 -2.0673e+00 +2.8046e+00 -3.1645e+00 +4.0614e+00 +3.3277e+00 -1.3411e-02 +1.9026e+00
3868 +3.293279262e+00 +3.293279262e+00 +3.303279262e+00 +3.303279262e+00 +1.9461e+00 -4.3219e+00 -3.6440e+00 +1.4541e+00 +2.2300e+00 -2.1691e-02 -1.0219e-01 +2.2688e+00 +3.9724e+00 +4.2370e+00 -2.8621e+00 -1.8773e+00 +4.8923e+00 +4.9366e-01 +4.8638e-02 +4.2476e+00 +3.4356e+00 +4.7986e+00 +2.7186e+00 -4.4220e+00
4792 +2.717679890e+00 +2.717679890e+00 +2.727679890e+00 +2.727679890e+00 -1.7506e+00 -4.1983e+00 +2.1759e+00 +1.3830e+00 +9.9253e-01 -2.7224e+00 -3.0724e-01 -2.3199e+00 +9.6350e-01 +7.8454e-02 +4.8802e+00 +4.8197e+00 +2.6412e+00 -2.6735e+00 -3.8757e+00 +3.8365e+00 -1.2727e+00 +1.1202e+00 +3.0029e-01 -3.7117e-01
12183 +2.599112429e+00 +2.599112429e+00 +2.609112429e+00 +2.609112429e+00 +4.1249e+00 -3.1954e+00 -3.0545e+00 -3.8364e+00 -1.1536e+00 -4.5871e+00 -1.9757e+00 +3.0735e+00 -3.6023e-02 +9.4659e-01 -4.1786e+00 +3.5886e+00 +3.0585e+00 +3.9487e+00 -2.6858e+00 +4.9075e+00 -1.7795e+00 -2.8430e+00 +4.5329e-01 -5.3320e-02
43948 +2.523484273e+00 +2.523484273e+00 +2.533484273e+00 +2.533484273e+00 -3.0929e+00 -2.5256e+00 +4.1714e-01 -2.1495e+00 -2.7470e-01 +2.8365e+00 +2.8484e-01 -4.7667e+00 +4.3167e+00 -3.8982e-01 +2.5741e+00 -3.2762e+00 +4.9923e+00 +4.1289e+00 +3.5359e+00 -9.3678e-01 +2.7305e+00 +5.2052e-01 +1.7386e+00 -1.2633e-01
79289 +2.226124193e+00 +2.226124193e+00 +2.236124193e+00 +2.236124193e+00 -5.4254e-01 +7.9876e-01 +1.1696e+00 +4.9876e+00 +4.7335e+00 -4.6117e+00 -3.9471e+00 +1.8838e+00 -3.9525e+00 +3.1692e+00 +3.6320e+00 +1.6902e+00 +4.0068e+00 -3.2344e-01 +1.5365e+00 +4.1614e+00 -4.9985e+00 +2.6501e+00 +8.2165e-01 -3.8989e+00
147745 +1.732532712e+00 +1.732532712e+00 +1.742532712e+00 +1.742532712e+00 -2.4362e+00 -1.3217e+00 +4.8328e+00 -4.6330e+00 +2.2067e+00 +4.5501e-01 -7.3115e-01 +1.8204e+00 +1.2560e+00 +2.4558e+00 +2.0021e+00 -1.0907e+00 +2.3688e+00 +1.6446e+00 -2.7147e-01 -3.0518e+00 +1.4877e+00 +1.9074e+00 -2.3928e+00 +4.3983e+00
2273516 +1.472499341e+00 +1.472499341e+00 +1.482499341e+00 +1.482499341e+00 +3.8168e+00 -3.3480e+00 +4.8739e+00 -8.0970e-01 -4.6007e+00 +2.3494e+00 -3.8951e-01 +1.3567e+00 +2.8083e-01 +2.5414e+00 -9.9609e-01 +7.0857e-01 +3.8189e+00 -8.6505e-01 +4.9341e+00 -2.0082e+00 -3.2879e+00 -3.1335e+00 -2.2577e+00 -1.9801e+00
6536737 +1.204997715e+00 +1.204997715e+00 +1.214997715e+00 +1.214997715e+00 -1.9061e+00 +3.9259e+00 -4.4397e-01 +1.3581e+00 -1.3838e+00 +3.4067e+00 +2.9785e+00 -2.5111e+00 +1.9144e+00 -2.8105e+00 -3.2673e+00 -1.7953e-01 +4.7286e+00 -1.4905e+00 +1.4714e+00 -2.8597e+00 -2.0417e+00 +3.0629e-01 -4.4069e+00 +4.8080e+00
18657089 +1.194040959e+00 +1.194040959e+00 +1.204040959e+00 +1.204040959e+00 -1.4231e+00 -1.6982e+00 +1.5581e+00 -2.6771e+00 -3.5198e+00 -3.1507e+00 -4.5526e+00 +4.2703e+00 -2.2488e+00 -3.4167e+00 -4.2694e+00 +4.5877e+00 -1.9442e+00 +3.1409e+00 +2.0693e+00 +4.7901e+00 +2.2659e-01 -2.8603e+00 -2.0320e+00 -3.5378e+00
25183768 +1.031399455e+00 +1.031399455e+00 +1.041399455e+00 +1.041399455e+00 +2.6924e+00 -1.1132e+00 +4.4765e+00 +4.3425e+00 -4.0583e+00 +2.5192e+00 +3.5412e+00 -6.9196e-01 +2.7333e+00 +2.1928e+00 -4.2935e+00 -3.6686e+00 +2.0710e+00 -1.3024e+00 -4.7164e+00 +4.7736e+00 +2.2734e+00 +3.4352e+00 -2.2491e+00 -4.0270e+00
71451545 +9.204146911e-01 +9.204146911e-01 +9.304146911e-01 +9.304146911e-01 +5.9514e-01 +2.1208e+00 -5.3633e-01 +5.4965e-01 -1.6769e+00 +2.9389e+00 +3.2075e+00 +2.7223e+00 +1.1063e+00 -1.9385e+00 -9.3497e-01 -1.8664e+00 -2.2176e+00 +4.1194e+00 +4.7654e+00 +4.7228e+00 -1.3380e+00 -5.8296e-01 -3.4839e+00 -4.2554e+00
115622909 +8.838727954e-01 +8.838727954e-01 +8.938727954e-01 +8.938727954e-01 -2.6852e+00 +2.0372e+00 -4.3435e+00 +2.9281e+00 -1.9900e+00 +1.4859e+00 +2.0669e-01 -4.8196e+00 +1.0877e+00 +4.9246e+00 +3.8694e+00 -1.0233e+00 -2.0519e+00 +4.7210e-01 -4.4149e+00 -9.1058e-01 +1.7580e+00 -7.0896e-01 +4.7600e+00 +1.5131e+00
120117723 +8.450889879e-01 +8.450889879e-01 +8.550889879e-01 +8.550889879e-01 -1.5510e+00 +7.0140e-01 -3.8774e+00 +3.0923e+00 +1.3815e+00 -1.8789e+00 -4.8962e+00 +4.8423e+00 -4.4282e+00 -1.2915e+00 -7.7273e-01 +1.8496e+00 -9.9956e-01 +2.1041e+00 -9.1463e-02 +4.3541e+00 +1.3606e+00 +9.6068e-02 +4.9256e-01 -2.0830e+00
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.357146905e+01 +2.357146905e+01 -1.070385310e+02 -1.070385310e+02 -2.2345e+00 -1.2566e+00 +8.0292e-01 -1.8073e+00 -4.6981e+00 +2.8684e+00 +4.4219e+00 +2.7630e+00 +1.7143e+00 +7.0385e-01 +5.1714e-01 +7.1673e-01 +4.4141e+00 +7.8376e-01 +2.2550e+00 -1.0541e-01 +3.7254e+00 +9.6233e-02 +4.7881e+00 +3.1371e+00
2 +1.106310680e+01 +1.106310680e+01 -1.195468932e+02 -1.195468932e+02 +2.9368e+00 -1.5475e+00 +2.1962e+00 -1.2515e+00 -3.4628e+00 +2.2781e+00 +4.9963e+00 -2.0930e+00 -1.0403e+00 -2.9560e+00 +2.9384e+00 -4.3875e-01 -3.0213e+00 +2.2725e+00 +2.1585e+00 +3.0674e+00 -4.2113e-01 -2.0914e-01 +4.5893e+00 -3.5266e+00
8 +3.941803097e+00 +3.941803097e+00 -1.266681969e+02 -1.266681969e+02 +2.6865e+00 -3.8572e+00 +3.6519e+00 -2.0820e+00 +3.1308e+00 +2.9782e+00 -1.1626e+00 -2.3818e+00 +2.7166e+00 +3.0683e+00 +3.4779e+00 -7.0587e-01 +1.0688e+00 +1.3255e+00 -3.5116e+00 -4.7633e+00 +2.5940e+00 +5.9404e-01 -2.0059e+00 +2.1698e+00
179 +3.004046223e+00 +3.004046223e+00 -1.276059538e+02 -1.276059538e+02 -3.1075e+00 -1.0014e+00 +2.0562e+00 +1.9527e+00 +6.9068e-01 -3.8177e+00 -3.0241e+00 +6.1799e-01 -4.5693e+00 +3.5376e+00 -1.8369e+00 +3.5085e+00 -3.4243e+00 -2.1498e-01 -8.5624e-01 -3.3978e-01 +1.3112e-01 -4.3416e+00 -3.1545e+00 -3.2470e+00
13080 +2.840392041e+00 +2.840392041e+00 -1.277696080e+02 -1.277696080e+02 -2.5206e+00 +3.3554e+00 -3.9939e+00 +3.2840e+00 -1.5845e+00 +1.6141e+00 +3.4671e+00 -2.9135e+00 -5.3333e-01 +1.3384e+00 -4.3463e+00 -4.0022e+00 -8.9183e-03 -3.7646e+00 +4.9485e+00 -3.4808e+00 +4.9219e+00 -3.7936e+00 +4.7247e+00 -4.6159e+00
19073 +2.394407072e+00 +2.394407072e+00 -1.282155929e+02 -1.282155929e+02 -3.3725e+00 +2.8929e+00 +1.7925e-01 -9.4695e-01 +1.0331e+00 -4.9344e+00 +2.4259e+00 +2.9640e+00 +2.2986e+00 -9.0495e-01 -3.6613e+00 -1.8936e-01 -2.1347e+00 -3.1161e+00 -3.5520e+00 -2.4692e+00 +3.9565e+00 -3.5476e+00 -1.1859e+00 +2.0250e+00
63206 +2.012777479e+00 +2.012777479e+00 -1.285972225e+02 -1.285972225e+02 -2.1904e+00 +4.1761e+00 +1.2587e+00 +3.0928e+00 -2.8074e+00 -3.9353e+00 +3.7601e+00 +3.9072e+00 +2.8971e+00 +3.3573e-01 +2.5653e+00 -1.5295e+00 +3.2563e+00 -2.7117e+00 +3.7750e+00 +3.9694e+00 -3.5043e+00 +4.7561e+00 -2.6695e+00 -8.8169e-01
178437 +1.870264134e+00 +1.870264134e+00 -1.287397359e+02 -1.287397359e+02 -2.3689e-01 +4.5676e+00 -4.1661e+00 +3.3730e+00 +3.3593e+00 -1.9062e+00 +3.2543e+00 -2.6333e-01 +1.7377e+00 +4.1520e+00 +1.4706e+00 -4.1736e+00 +6.4092e-01 +5.6632e-01 +1.8501e+00 +1.3471e-01 +4.3607e+00 -5.4747e-01 +4.7985e+00 -3.5283e+00
569003 +1.583801618e+00 +1.583801618e+00 -1.290261984e+02 -1.290261984e+02 +1.5724e+00 -1.8998e+00 -2.8647e+00 +4.3620e+00 -2.8951e+00 +2.6313e+00 -2.1228e+00 -4.1201e+00 +4.3944e-01 +4.0778e+00 -4.5905e+00 +3.1322e+00 -4.6835e+00 -4.2147e-01 -6.2870e-01 -1.4858e+00 -2.3222e+00 -1.8915e+00 +4.8899e+00 -4.0829e+00
1461726 +1.529997497e+00 +1.529997497e+00 -1.290800025e+02 -1.290800025e+02 +1.2365e+00 +3.3071e+00 +3.7609e+00 +1.8146e+00 +3.6782e+00 +1.4699e+00 +1.4346e+00 -1.6651e-01 -4.6215e+00 -1.8459e+00 -3.5007e-01 +2.6614e+00 +1.3578e+00 -1.2209e+00 +4.6448e+00 +2.5086e+00 -3.5550e+00 +4.2696e-01 +2.6227e+00 +4.1446e-02
3120320 +1.491929881e+00 +1.491929881e+00 -1.291180701e+02 -1.291180701e+02 -2.1899e+00 +4.2074e+00 -3.0278e+00 +1.7025e+00 +2.1297e-01 -3.8289e+00 +4.5649e+00 -2.2936e+00 -3.9460e+00 +4.7345e+00 +3.3804e+00 -2.4609e+00 -1.5308e+00 +4.0051e+00 -3.9336e+00 +8.6380e-01 -3.7067e+00 +1.5635e+00 -3.1849e+00 -4.3794e+00
10735873 +1.087102569e+00 +1.087102569e+00 -1.295228974e+02 -1.295228974e+02 +1.3905e+00 +1.4762e+00 +1.1622e-01 +3.9925e+00 +1.9941e+00 -1.2994e-01 +9.8568e-01 +2.8958e+00 -4.9056e+00 -3.3564e-01 -4.6220e-01 -1.5030e+00 -4.8195e+00 +2.9603e+00 +3.1829e+00 -1.0322e+00 -1.4526e+00 +1.9466e+00 -2.8389e+00 -3.7867e+00
74474824 +1.051537943e+00 +1.051537943e+00 -1.295584621e+02 -1.295584621e+02 +3.9879e+00 -2.2719e-01 +4.9639e-01 +9.4734e-01 -3.7308e+00 -2.4599e+00 -3.3564e+00 +1.9605e+00 +6.7370e-01 -8.7499e-01 +4.4493e+00 +2.7612e-01 -4.0100e+00 -3.5458e+00 +2.5663e+00 -3.6160e+00 -9.3987e-01 -1.3064e+00 -1.2294e+00 -3.7677e+00
88206431 +1.044176872e+00 +1.044176872e+00 -1.295658231e+02 -1.295658231e+02 -1.1753e+00 -3.2046e-02 -1.0456e+00 +4.9226e+00 -3.1952e+00 -4.3378e-01 +1.3884e+00 -3.7923e+00 -5.0508e-01 +3.8965e-01 -4.4184e+00 -3.5411e+00 -1.2815e+00 +8.1365e-01 -1.8517e+00 +8.7493e-01 +3.6679e+00 +1.2631e+00 +2.3367e+00 +4.1137e+00
101471781 +9.992250332e-01 +9.992250332e-01 -1.296107750e+02 -1.296107750e+02 -1.3820e+00 +2.7576e+00 -2.4040e+00 +3.8268e+00 +7.1603e-01 -1.8940e+00 +2.3976e+00 +3.3743e+00 -8.7484e-01 -3.0521e+00 +8.4738e-03 -1.4616e+00 +5.0960e-02 -3.9240e+00 -8.2284e-01 -4.9997e+00 -4.9542e+00 +1.4441e+00 +3.8710e+00 +3.5032e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.363498791e+01 +1.363498791e+01 -2.094850121e+02 -2.094850121e+02 +7.8331e-01 -2.9800e+00 -9.0382e-01 -2.5812e+00 -2.4103e+00 +4.7415e+00 +2.0593e+00 -3.4045e+00 -4.0032e+00 -4.7047e+00 +1.0877e+00 +2.2946e+00 -4.7201e+00 -2.3988e+00 +4.2519e-01 -3.5134e-01 -4.1060e+00 +3.6460e+00 +2.5005e+00 +4.4882e+00
