% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
25900 +4.127226513e+05 +4.127226513e+05 +4.126677113e+05 +4.126677113e+05 -2.0366e+00 +4.3622e-01 -6.5408e-01 +3.5546e+00 -3.7328e+00 +1.9662e+00 -6.3690e-01 +3.7631e+00 -4.8872e+00 +9.5510e-01 +6.8436e-01 -1.6736e+00 -4.9588e+00 -2.5376e+00 +3.6891e+00 -3.4384e+00 +4.3371e+00 +3.9290e+00 -1.3297e+00 +3.6246e+00
113147 +4.043005522e+05 +4.043005522e+05 +4.042456122e+05 +4.042456122e+05 -2.5295e+00 -3.2998e+00 -3.6068e+00 +4.2793e-01 +1.5644e-02 -1.5625e+00 +7.1261e-01 -3.1432e+00 -7.9957e-01 +3.5522e+00 -2.6121e+00 +2.3035e+00 +3.6772e+00 +1.3400e+00 +2.0452e-01 -3.5059e+00 +1.2120e+00 +9.3889e-01 +2.7394e+00 +4.9763e+00
312732 +3.534439118e+05 +3.534439118e+05 +3.533889718e+05 +3.533889718e+05 -3.2409e+00 -4.6317e+00 -2.4636e+00 +4.3488e+00 -9.8416e-04 +1.8845e+00 -2.8822e+00 +6.8738e-01 -2.2465e+00 -3.0486e-01 +4.3490e-01 -1.1171e-01 +1.7111e+00 -4.1036e+00 +2.7453e-01 -2.9525e+00 -4.8520e+00 -1.7622e+00 +3.5330e+00 -3.0554e-02
673903 +3.210364882e+05 +3.210364882e+05 +3.209815482e+05 +3.209815482e+05 -2.7625e+00 +8.6819e-01 +2.1300e-01 +4.2571e+00 +2.0072e+00 +1.1447e+00 -1.2137e-01 +4.8803e-01 -4.7252e+00 +4.1526e+00 -1.7901e+00 +2.0934e+00 +3.2662e+00 -1.3630e+00 +1.4158e+00 +4.4267e+00 +3.5587e+00 -6.7876e-01 +3.6502e+00 -7.3284e-01
1095634 +2.998404405e+05 +2.998404405e+05 +2.997855005e+05 +2.997855005e+05 -9.7664e-01 -4.2868e+00 -4.5505e+00 +1.2973e+00 -1.3631e-01 -3.2954e+00 +8.0861e-02 -1.2854e+00 -6.6971e-01 +2.8699e+00 +3.5887e+00 -4.8693e-02 +3.7422e+00 -4.4184e+00 +3.4772e+00 +4.9329e+00 -2.6711e+00 +2.0185e+00 +4.1938e+00 -8.7107e-01
1632417 +2.632606115e+05 +2.632606115e+05 +2.632056715e+05 +2.632056715e+05 +9.9958e-01 -6.6930e-01 -4.5588e+00 +2.6969e+00 +1.3999e+00 +3.6128e+00 -3.5293e+00 +1.5366e+00 -2.7264e+00 +3.6649e+00 +4.6921e+00 +1.5884e+00 +3.3364e+00 -4.9785e+00 +2.1005e-02 +4.4285e+00 +4.6827e+00 -2.2311e+00 -3.5332e+00 +3.4532e+00
3114532 +1.956095109e+05 +1.956095109e+05 +1.955545709e+05 +1.955545709e+05 -2.5688e-01 -3.3440e+00 -4.4917e+00 +3.5336e+00 +1.5007e+00 +3.3056e+00 -2.8417e+00 +5.5359e-01 -4.3007e+00 +1.4770e+00 +7.0781e-01 +2.9718e+00 +2.6093e+00 -2.7097e+00 +6.6523e-01 -3.2665e+00 -9.5730e-01 -4.6957e+00 -3.1958e+00 +2.6283e+00
7061174 +1.692169163e+05 +1.692169163e+05 +1.691619763e+05 +1.691619763e+05 +4.1027e-01 -3.5965e+00 -4.3681e+00 -8.7463e-01 +3.9799e+00 +1.3729e+00 +2.6237e+00 +1.6698e-01 -5.6751e-01 -2.0620e+00 +3.6999e+00 +4.5803e+00 +1.4223e+00 -2.6095e+00 -1.7228e+00 +3.0476e-02 +1.4112e+00 +1.2833e+00 +9.4466e-01 +3.7228e+00
12206532 +1.295608966e+05 +1.295608966e+05 +1.295059566e+05 +1.295059566e+05 -1.1966e+00 -5.9252e-01 -3.5586e+00 +3.2215e+00 -8.2644e-01 +7.2173e-01 -3.6960e+00 +2.9077e+00 -3.6635e+00 +4.2163e+00 +5.0492e-01 +4.5491e-01 -4.4209e-01 -1.7614e+00 +1.1471e+00 +5.1845e-01 +3.6298e+00 +1.3321e+00 +3.9528e-01 +4.3016e-01
24801006 +1.194535937e+05 +1.194535937e+05 +1.193986537e+05 +1.193986537e+05 -4.9083e-02 -1.7479e+00 -3.9116e+00 +2.4955e+00 +1.8359e-01 +2.9284e+00 -1.0685e+00 +2.0017e+00 -1.5573e+00 +1.1408e+00 +1.4427e+00 -8.7922e-01 +1.4123e+00 -4.5932e+00 +1.4339e-01 +4.6879e+00 +2.1292e+00 +1.9946e+00 +1.8053e-01 +3.0241e+00
120914788 +9.767699468e+04 +9.767699468e+04 +9.762205468e+04 +9.762205468e+04 -1.8303e+00 -1.6838e+00 -2.4119e+00 +2.6173e+00 +3.9118e+00 +3.6233e+00 -2.4721e+00 -4.6795e+00 -3.9190e+00 +9.3693e-01 +4.2250e+00 -2.7033e+00 -1.4554e+00 -4.0830e+00 -2.0905e+00 +4.8135e+00 +3.1818e+00 -3.3700e+00 +4.9065e-01 +3.0533e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.350860803e+06 +9.350860803e+06 +9.350919933e+06 +9.350919933e+06 -2.2145e+00 +1.5263e+00 -7.7018e-01 +1.8827e+00 -2.9067e-01 +3.1123e+00 +3.5583e+00 -4.4804e+00 +3.7401e+00 +2.1659e+00 +4.3317e+00 -1.0336e+00 -1.2469e+00 -1.5653e-01 +8.4025e-03 -7.0330e-02 -3.4528e+00 -2.0671e+00 +7.0023e-02 -4.1218e+00
8 +7.740948545e+06 +7.740948545e+06 +7.741007675e+06 +7.741007675e+06 -6.8174e-01 +3.1178e-01 -3.4016e+00 +7.3721e-02 +2.5338e+00 +1.2610e+00 -3.8484e+00 +2.0584e+00 -2.4806e+00 -4.2187e+00 -1.4980e+00 +1.9214e-02 -4.0642e+00 +3.5626e+00 -4.7752e+00 -4.4469e+00 +3.2815e+00 +4.4037e+00 -3.1609e+00 -7.0715e-02
19 +6.477294654e+06 +6.477294654e+06 +6.477353784e+06 +6.477353784e+06 -2.8079e+00 -1.9251e+00 -2.5064e+00 +3.2140e+00 -3.7393e+00 -4.5985e+00 +2.9023e+00 +3.7637e+00 -1.3874e+00 +3.9979e+00 +4.6063e-01 -3.8628e+00 -7.6887e-01 +3.4239e+00 +1.1674e+00 -3.2168e+00 +1.6947e+00 -4.3067e+00 +1.0912e+00 -1.4338e+00
32 +4.173249974e+06 +4.173249974e+06 +4.173309104e+06 +4.173309104e+06 -1.1735e+00 -1.7187e+00 +6.8393e-01 -1.5222e-02 -4.3687e+00 -3.6531e+00 +1.1190e+00 +3.1858e+00 +1.3590e+00 +1.5938e+00 -8.1501e-01 -1.9190e+00 -3.6332e+00 -6.7092e-01 +4.3065e+00 -4.1866e-02 -4.8317e+00 +3.3754e+00 +4.9932e-01 +4.6531e+00
58 +2.255981186e+06 +2.255981186e+06 +2.256040316e+06 +2.256040316e+06 -1.7260e+00 +4.8566e+00 -3.8059e+00 +1.3854e-01 +9.5138e-01 -4.2151e+00 +2.1825e+00 +3.3897e+00 -4.4810e+00 +2.1279e-01 +9.8558e-01 +3.4643e+00 -9.1296e-01 -4.6369e-01 -6.1824e-01 +9.3204e-01 -2.3863e+00 -2.1224e+00 +5.9675e-01 -3.2480e+00
80 +1.524109363e+06 +1.524109363e+06 +1.524168493e+06 +1.524168493e+06 -3.2702e-01 +3.1824e-01 -1.5362e+00 -2.4645e+00 -1.9171e+00 -2.2086e+00 -5.4611e-01 +4.6650e+00 +1.1763e+00 -1.5833e+00 +2.3431e+00 -2.5287e+00 +1.5616e+00 -4.4675e+00 -2.4853e+00 +4.5534e+00 +3.7701e-01 +4.8901e+00 -8.7856e-01 -1.5321e+00
1369 +7.981894368e+05 +7.981894368e+05 +7.982485668e+05 +7.982485668e+05 -7.5409e-01 +1.6715e+00 +4.9809e+00 +5.1126e-01 +2.7885e+00 -4.4730e+00 +5.1551e-01 +3.4716e+00 -1.6396e+00 -1.2840e+00 +2.1395e+00 -1.6217e-01 -2.1518e+00 -2.5649e+00 -2.1974e+00 -2.7645e+00 +1.9989e+00 +4.2294e+00 +4.0693e+00 -7.6998e-01
2845 +7.468025357e+05 +7.468025357e+05 +7.468616657e+05 +7.468616657e+05 +2.6657e-01 +3.9515e+00 +1.9769e-01 +1.6191e+00 +4.8117e+00 -4.0699e+00 +4.2871e+00 -1.5228e+00 -2.4022e+00 -4.6300e+00 +2.9760e+00 -3.8739e+00 -1.7898e+00 -1.9450e+00 -4.9377e+00 -1.3628e+00 +1.3999e+00 +2.9932e+00 +2.7996e-01 -2.2118e+00
8947 +4.413966540e+05 +4.413966540e+05 +4.414557840e+05 +4.414557840e+05 +2.2380e+00 +3.1405e+00 +2.2410e+00 +1.3974e+00 -3.8185e+00 -3.2640e+00 -7.5113e-01 -1.7813e+00 -5.5804e-01 -2.4389e+00 +4.5834e+00 -1.6612e+00 -4.6041e+00 +2.3909e+00 -1.5527e-01 +2.1768e+00 +2.4677e+00 -3.3073e+00 -1.1042e+00 -2.2951e-01
20949 +2.463834431e+05 +2.463834431e+05 +2.464425731e+05 +2.464425731e+05 -2.2905e+00 +3.1850e+00 -6.3757e-01 +3.1429e+00 +7.2920e-01 +4.7930e+00 -2.0336e+00 -3.2990e+00 -2.0177e+00 +9.6332e-01 +3.4389e+00 -4.1069e+00 +1.5503e+00 -2.8945e+00 -2.0883e+00 -4.6548e-01 +3.4192e+00 +3.5851e+00 +4.0136e+00 -3.1254e+00
309323 +2.453200945e+05 +2.453200945e+05 +2.453792245e+05 +2.453792245e+05 -3.9570e+00 -1.7243e+00 -4.9892e-01 +3.2866e-01 +1.6187e+00 +4.3169e+00 -3.1432e+00 +5.9396e-01 -2.7016e+00 +3.2578e+00 +4.3464e+00 -4.7467e+00 +2.6072e+00 -2.1591e+00 +1.4156e+00 -2.7916e+00 +9.6055e-01 +6.6903e-01 +4.5517e+00 -2.4544e+00
450497 +1.952569639e+05 +1.952569639e+05 +1.953160939e+05 +1.953160939e+05 -2.2462e-01 +1.4414e+00 +2.9785e+00 +6.7359e-01 -2.3607e+00 -3.6327e+00 -4.5293e+00 +3.2138e+00 -5.2697e-01 +1.5301e+00 +4.6526e+00 +2.9916e+00 -1.6083e+00 -1.1356e+00 -3.1647e+00 +2.6768e+00 -2.5398e-01 -3.2053e+00 +1.5627e+00 +4.7832e-01
1741018 +1.504978388e+05 +1.504978388e+05 +1.505569688e+05 +1.505569688e+05 +4.0152e-02 -5.1579e-02 -4.5238e-01 +1.0877e-01 +4.3424e+00 -3.4394e+00 -3.6725e-01 +3.9585e+00 +1.9294e+00 -4.6402e+00 +3.1093e+00 -1.3719e+00 +4.2316e+00 -3.3937e+00 +1.6605e+00 +6.8090e-03 +3.0666e+00 +3.4515e+00 +3.8351e-02 -2.4209e+00
9582024 +1.436541771e+05 +1.436541771e+05 +1.437133071e+05 +1.437133071e+05 +1.1151e-01 +1.4760e-01 +4.0694e+00 -3.5066e+00 +3.1820e+00 -4.6779e+00 -3.1771e+00 +3.5733e+00 -4.8041e+00 -3.4320e+00 +4.8266e-01 +3.3868e+00 -3.7654e+00 +1.3328e+00 -1.5215e+00 -3.7058e+00 +3.4393e+00 +4.4761e+00 -3.9068e+00 +2.9604e+00
10820551 +1.330897820e+05 +1.330897820e+05 +1.331489120e+05 +1.331489120e+05 -2.4464e+00 -7.8439e-01 +3.9299e-01 +9.2674e-01 +1.4962e+00 -2.0852e+00 -3.4650e+00 +2.0054e+00 -3.6827e+00 +2.1264e+00 +4.2405e+00 +6.5064e-01 +1.3083e+00 -1.8665e+00 -2.7749e+00 +2.0699e+00 -9.3629e-01 -2.7496e+00 +2.6321e+00 +1.2418e+00
15093569 +5.064386590e+04 +5.064386590e+04 +5.070299590e+04 +5.070299590e+04 -2.2852e+00 +3.6125e+00 -3.9791e+00 +2.0829e+00 -4.7450e+00 -2.5704e+00 -2.6208e+00 +1.2763e+00 -4.2460e+00 +2.0233e+00 +1.0790e+00 -1.8235e+00 -2.1345e+00 -4.7199e+00 +1.7585e+00 +2.5342e-01 -2.0196e+00 -5.0190e-01 +2.5215e+00 -3.3378e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.928373303e+07 +2.928373303e+07 +2.928324150e+07 +2.928324150e+07 -2.4013e+00 -2.3105e+00 +4.5249e+00 +1.2706e+00 -2.9740e-02 +5.3220e-01 -3.2864e+00 -6.7817e-01 -4.1688e+00 -2.7736e+00 +4.5765e+00 -3.4743e+00 -1.1515e+00 -3.8200e+00 +3.6372e+00 -4.5117e-01 +3.6734e-01 -4.7608e+00 -3.6805e-01 -1.8753e+00
3 +2.066670769e+07 +2.066670769e+07 +2.066621616e+07 +2.066621616e+07 +2.4286e+00 +2.4550e-02 -2.8143e+00 +2.5985e+00 -3.0187e-01 -3.7742e-01 -4.1932e+00 +1.8832e+00 -2.8034e+00 +1.2175e+00 -4.1554e+00 +1.1996e+00 +4.2418e+00 +4.9566e+00 -3.4814e+00 +1.7431e+00 +1.3814e+00 -2.7327e+00 +3.8767e+00 -4.7645e+00
5 +1.187313404e+07 +1.187313404e+07 +1.187264251e+07 +1.187264251e+07 -5.8074e-01 +4.0524e+00 -4.7517e-01 -2.6735e+00 +4.4299e-01 +2.0733e+00 -4.1341e+00 -1.4482e+00 -4.0807e-01 -4.6227e+00 +4.7587e+00 +4.8268e+00 -1.1608e+00 -4.2613e-01 +2.0046e+00 +4.4147e+00 -2.3220e+00 +6.9230e-01 -3.6815e+00 -1.5146e+00
6 +9.297962510e+06 +9.297962510e+06 +9.297470980e+06 +9.297470980e+06 +4.7382e+00 +1.7102e+00 +2.6663e+00 +3.4932e+00 -2.0573e+00 -2.6900e+00 -1.5437e+00 +8.9396e-01 -3.6538e+00 -4.1969e+00 +1.1578e+00 -7.2080e-01 +9.2613e-01 -5.8689e-01 -2.8117e+00 +1.6834e+00 +3.3472e-01 -2.3876e+00 +3.5659e+00 +3.6650e+00
7 +5.356924588e+06 +5.356924588e+06 +5.356433058e+06 +5.356433058e+06 +2.0432e+00 +3.5337e-01 -6.0769e-01 +4.8714e+00 -1.0318e+00 -2.7750e+00 -1.6958e+00 -3.8870e+00 +9.0272e-01 -1.2211e+00 -1.4338e+00 -8.4291e-01 -2.6507e+00 -7.1117e-01 +2.8731e+00 +4.2362e+00 -3.2390e+00 +1.1640e-01 +1.3421e+00 -3.0162e+00
15 +1.584374235e+06 +1.584374235e+06 +1.583882705e+06 +1.583882705e+06 -4.3875e+00 +1.0862e+00 +6.7301e-02 +2.9688e-01 -1.9478e+00 +6.3437e-01 +4.1398e+00 -3.0902e+00 +4.2359e+00 -8.3536e-01 +2.6242e+00 +3.1291e+00 -4.5012e+00 -1.6760e+00 +1.6509e+00 +4.5513e-01 -2.4633e+00 +1.3796e+00 -3.1473e+00 -1.2645e+00
304 +1.074583735e+06 +1.074583735e+06 +1.074092205e+06 +1.074092205e+06 +6.6180e-01 +8.0456e-01 -2.1709e+00 +3.3947e+00 +2.9126e+00 +2.6422e+00 -2.2509e-01 -3.0532e+00 -4.0580e+00 +3.9681e+00 -3.6115e+00 -4.7527e+00 -1.1891e+00 -4.2886e+00 -2.0897e+00 -4.3517e+00 -2.3198e+00 -1.4253e+00 +3.3668e+00 +1.3887e+00
580 +7.435456172e+05 +7.435456172e+05 +7.430540872e+05 +7.430540872e+05 -2.5639e+00 -4.4386e-01 +1.2912e+00 -7.3434e-01 -4.3559e-01 +4.3494e-01 +4.3735e+00 -4.7650e+00 +7.3685e-01 +5.7630e-01 +3.9293e+00 +4.5755e+00 +3.2720e+00 +2.4889e+00 +4.4063e-01 -2.3717e+00 -4.8995e+00 +4.8925e+00 -2.7966e+00 -5.7826e-01
1638 +6.635200196e+05 +6.635200196e+05 +6.630284896e+05 +6.630284896e+05 -7.8880e-01 -3.0623e-01 -4.1975e+00 +3.7808e+00 -2.1793e-01 +2.9723e-01 +4.4086e+00 -4.1449e+00 -4.1732e+00 +3.0054e-01 -4.7446e-02 +4.2302e+00 +1.0586e+00 -2.3743e-01 +1.2129e-01 -1.7966e+00 -1.8313e+00 +1.3085e+00 +1.9326e+00 -2.8770e+00
2929 +6.310444662e+05 +6.310444662e+05 +6.305529362e+05 +6.305529362e+05 -4.0073e+00 +1.7033e-01 -3.9430e+00 +3.0737e+00 -3.0254e+00 -9.2164e-01 +1.3951e+00 -1.9150e+00 -1.7903e+00 +4.0409e-01 -3.6832e+00 -3.0953e+00 -2.5261e+00 -4.1899e+00 -1.2685e+00 -3.1317e+00 -1.4100e+00 -2.8029e+00 -1.6605e+00 +4.4536e+00
10169 +6.173672892e+05 +6.173672892e+05 +6.168757592e+05 +6.168757592e+05 +5.1180e-01 +4.6462e+00 +2.0309e+00 -1.3168e+00 +8.4983e-01 +1.8619e+00 +4.5558e+00 -1.8867e+00 -1.8919e-01 -4.7590e+00 +8.7216e-02 -2.3173e+00 +1.7665e+00 -4.6473e+00 +6.5075e-01 -3.9219e-01 -2.9888e+00 +4.1965e+00 +4.3264e+00 -1.0250e-01
16396 +4.881187864e+05 +4.881187864e+05 +4.876272564e+05 +4.876272564e+05 +4.5426e+00 +8.7838e-02 -4.4764e+00 +2.4894e+00 -2.2541e+00 +2.1240e+00 -1.0045e+00 +1.7397e+00 -3.7224e+00 +5.3646e-01 +4.8993e+00 +1.3739e+00 -4.5365e-01 -4.2848e+00 +2.7451e+00 +2.8084e+00 +1.8230e+00 -1.9685e+00 +8.0469e-01 +8.1782e-01
17492 +2.404407014e+05 +2.404407014e+05 +2.399491714e+05 +2.399491714e+05 +1.1422e+00 -4.3851e+00 -1.7424e-01 +1.2532e+00 -1.4346e+00 -1.9925e+00 +8.4420e-01 -1.1389e+00 +2.8467e+00 -4.9198e+00 +3.7978e-01 -1.2847e+00 -2.0771e+00 -3.8817e+00 +3.0703e+00 -2.6529e+00 -2.8646e-01 +4.3109e+00 -1.4643e+00 +1.7858e+00
297808 +2.169238036e+05 +2.169238036e+05 +2.164322736e+05 +2.164322736e+05 +2.7666e+00 +2.4711e+00 -1.0316e+00 +1.1433e+00 -2.8299e+00 -1.8129e+00 +1.0426e+00 +1.1022e+00 -4.0285e+00 -4.4432e+00 +3.7808e+00 +1.3662e+00 +5.8779e-01 -2.5269e+00 +2.6914e+00 +1.9389e+00 -1.2189e+00 +5.1469e-01 +4.2592e-01 -1.5991e-01
538989 +2.134859871e+05 +2.134859871e+05 +2.129944571e+05 +2.129944571e+05 -2.0353e+00 +4.4316e-01 -5.5070e-01 +2.9489e+00 -1.7356e+00 +1.3498e+00 +3.6528e+00 -2.8402e+00 +1.7424e+00 +4.8617e+00 +3.3817e+00 +2.7858e+00 -1.2492e+00 -1.5397e+00 +6.7002e-01 +4.4263e+00 +1.7884e-01 -2.5671e+00 -3.1978e+00 +6.7560e-01
929137 +1.649374397e+05 +1.649374397e+05 +1.644459097e+05 +1.644459097e+05 +9.1118e-01 -3.2583e+00 -1.5998e+00 +3.3096e+00 +3.7614e+00 -1.3938e+00 +1.6924e+00 -2.6098e+00 -1.3379e+00 +4.7352e+00 -3.8527e-01 +3.9034e-01 -4.6612e+00 -2.9148e+00 -1.4173e+00 +3.6532e-01 -2.3493e+00 +2.1057e+00 -2.1202e+00 -1.6566e+00
2863006 +1.526383667e+05 +1.526383667e+05 +1.521468367e+05 +1.521468367e+05 +5.0876e-01 +4.7839e+00 -4.9662e+00 -3.7307e+00 +3.1891e+00 +2.9514e+00 +4.7200e+00 +1.8936e+00 -3.0595e+00 -4.8455e+00 +2.2535e+00 +1.3247e+00 +1.5780e+00 +1.1602e+00 -4.5148e+00 -4.5451e+00 -1.9226e-01 +2.9678e+00 +3.4883e+00 -4.2267e+00
4747416 +1.174223087e+05 +1.174223087e+05 +1.169307787e+05 +1.169307787e+05 -1.3001e+00 -1.3312e+00 -4.9241e+00 +3.2594e+00 +6.8247e-02 -3.9447e+00 +2.8272e+00 -1.4597e+00 -1.7237e+00 +2.1439e-01 -2.6296e+00 +9.2103e-01 -3.4268e+00 -3.9689e+00 -1.5771e+00 +2.3515e+00 -1.1533e+00 -1.1285e-01 -2.2828e+00 +8.5749e-01
67278716 +9.090310264e+04 +9.090310264e+04 +9.041157264e+04 +9.041157264e+04 +3.2161e+00 +1.3980e+00 +1.8819e+00 +1.8811e+00 +4.5307e+00 -1.8058e+00 +2.0431e+00 -6.6669e-01 -7.6592e-01 -1.3282e+00 +4.8641e+00 +1.5991e+00 -3.7269e+00 +3.6765e+00 -1.9058e+00 -1.0131e+00 -2.7152e+00 +6.2909e-01 +4.6881e+00 +1.8647e+00
115839499 +8.773423843e+04 +8.773423843e+04 +8.724270843e+04 +8.724270843e+04 -1.2506e+00 -2.3149e+00 -2.2056e-01 +4.7743e+00 +1.9994e+00 +1.0485e+00 +2.2065e+00 -4.2903e+00 +4.3359e+00 -1.5322e+00 +2.7675e+00 +4.1992e-01 -4.3457e+00 +3.4092e+00 -1.8792e+00 -4.6819e+00 +1.7289e+00 +1.0232e+00 +1.2363e+00 -4.2866e+00
117810670 +8.456763424e+04 +8.456763424e+04 +8.407610424e+04 +8.407610424e+04 -3.5974e-01 +2.9406e+00 -2.2726e+00 +1.3865e+00 +7.3573e-01 -3.1052e+00 +3.7511e-01 -9.5841e-01 -1.5424e+00 -1.8153e+00 +2.5484e+00 -5.2777e-01 +1.0817e-01 -1.9553e+00 -4.8697e+00 +1.6721e+00 -4.5519e+00 -1.1490e-01 -2.6221e-01 +1.6024e+00
189679214 +7.829749503e+04 +7.829749503e+04 +7.780596503e+04 +7.780596503e+04 -2.7462e-01 +2.2990e+00 -4.7969e+00 +3.2406e+00 -6.0065e-02 +3.5409e+00 +1.4762e+00 -1.1225e+00 +1.4205e+00 -2.5983e-01 +3.1970e+00 -5.7649e-02 -2.6825e-01 -2.1478e+00 -3.3537e+00 -1.9668e+00 +7.1702e-01 -1.9172e+00 -8.0774e-01 +5.5923e-01
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.302687501e+07 +2.302687501e+07 +2.302670481e+07 +2.302670481e+07 +3.5569e+00 +2.5307e+00 +3.2390e+00 -2.9187e+00 -3.5009e+00 -4.3259e+00 -1.4647e+00 +2.1120e+00 -1.0108e+00 +4.6792e+00 -2.8985e+00 -3.8232e+00 -2.7226e-01 -2.1456e+00 -3.6281e+00 -3.9664e-01 +5.0962e-01 -4.9242e+00 +3.8787e+00 -2.8793e+00
6 +8.554802564e+06 +8.554802564e+06 +8.554632364e+06 +8.554632364e+06 +1.6255e+00 -3.3230e+00 +2.2593e-01 -2.2786e+00 +3.2041e+00 -2.8918e+00 -3.9490e+00 -4.4890e+00 -4.1405e+00 -2.2056e+00 +7.2418e-01 +4.9304e+00 -3.8220e+00 -1.2482e+00 +3.5552e+00 +8.3883e-01 +1.8728e+00 +4.0435e-01 -5.2642e-01 -2.2553e+00
