% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3512923 +2.099761650e+01 +2.099761650e+01 +4.057616503e+00 +4.057616503e+00 +2.8205e+00 +9.4698e-01 +4.4864e+00 -3.0837e+00 +3.3696e+00 -2.1252e+00 +1.8899e+00 -2.6284e+00 -7.7790e-01 -9.4945e-01 +4.4963e+00 -4.4487e+00 -1.9740e+00 -4.2309e+00 +1.7747e+00 +2.4494e+00 +4.4717e+00 +5.5595e-01 +6.8034e-01 +1.2316e+00
5839949 +2.066633212e+01 +2.066633212e+01 +3.726332117e+00 +3.726332117e+00 +3.5922e+00 +3.8860e+00 -3.6225e+00 +2.3922e+00 -2.0506e+00 -3.0606e+00 +4.9957e+00 -1.3815e+00 -2.4800e-01 -3.0703e+00 +3.3934e+00 +1.6293e+00 -3.2317e+00 +8.6627e-01 +3.3645e+00 +3.3598e+00 +4.3269e+00 -3.4157e-01 -1.0873e+00 +5.2371e-01
28286385 +2.000030911e+01 +2.000030911e+01 +3.060309110e+00 +3.060309110e+00 +1.3727e+00 +2.6245e+00 -2.1879e+00 -1.7491e+00 +4.8688e+00 -3.0351e+00 +2.5218e+00 -3.9611e+00 -2.2247e+00 -2.3987e+00 -6.9262e-01 +3.4096e+00 -1.8640e+00 -4.7214e+00 -6.7364e-01 +6.0933e-01 +5.8981e-01 +3.5054e-01 +1.4796e+00 -1.0217e+00
29859446 +1.817671401e+01 +1.817671401e+01 +1.236714011e+00 +1.236714011e+00 +8.5298e-01 +2.3426e+00 -2.1000e+00 +2.0776e+00 +2.5803e+00 +2.2954e-03 -5.6732e-01 -1.3188e+00 -1.3867e+00 -9.4109e-01 +3.3169e+00 -2.0739e-01 +9.0739e-01 -2.0235e+00 +2.9193e+00 +1.1960e+00 +3.3082e+00 +1.2925e-01 +1.2315e+00 +3.0463e+00
135175167 +1.718746993e+01 +1.718746993e+01 +2.474699291e-01 +2.474699291e-01 +3.0913e+00 +4.3233e-02 +2.4129e+00 +1.1196e+00 +3.0173e+00 -9.3596e-01 +3.2407e+00 -4.1946e+00 +1.6846e+00 -1.5836e+00 +4.5597e+00 -1.1404e+00 -2.1617e+00 -3.7428e+00 +2.9270e+00 +5.4983e-01 +3.6355e+00 +3.7615e-01 +1.0265e+00 +5.2292e-01
141551169 +1.634669262e+01 +1.634669262e+01 -5.933073786e-01 -5.933073786e-01 +3.5750e+00 +2.2762e+00 -1.2098e+00 +2.2280e+00 +4.3461e+00 -4.9976e+00 +1.7001e+00 -3.0407e+00 +1.0183e+00 -3.5332e+00 +4.8809e+00 -4.9590e-01 -1.6143e+00 -1.6258e+00 +2.0100e+00 +3.7522e+00 +3.2823e+00 -1.9343e-01 +6.3494e-01 -1.7564e-01
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.361081720e+02 +1.361081720e+02 +1.549181720e+02 +1.549181720e+02 -1.4415e+00 +1.3440e+00 -1.2262e+00 +1.3413e+00 -2.8703e+00 -7.6685e-01 -4.8657e+00 -3.2549e-01 -2.0125e+00 -3.7683e+00 -2.5905e+00 +2.9491e-01 -4.1499e+00 +3.6738e+00 -3.7008e+00 +4.7446e+00 -2.1020e+00 +3.8968e+00 -4.6605e+00 +4.8214e+00
2 +1.027444551e+02 +1.027444551e+02 +1.215544551e+02 +1.215544551e+02 -3.6463e-01 -4.6624e+00 -3.3185e+00 -3.1563e-01 +1.6251e+00 -1.2747e+00 -1.1579e+00 +2.8146e+00 +2.7182e+00 -1.9255e+00 -8.2307e-01 -4.9853e+00 +4.3917e+00 +2.3977e+00 +5.9582e-01 +2.3009e+00 -3.4967e+00 -1.6401e+00 -2.8640e+00 +4.3367e+00
4 +8.506035565e+01 +8.506035565e+01 +1.038703557e+02 +1.038703557e+02 -4.7184e+00 -3.8672e+00 -4.5736e+00 -3.2944e+00 -3.3912e+00 -4.5235e-01 -2.7398e+00 +3.9112e+00 +4.7140e+00 -1.9664e+00 -2.7705e+00 +1.0918e+00 -1.7564e+00 +2.2250e-01 +2.4870e+00 -1.0425e+00 -1.7701e-01 +4.2706e+00 -1.5796e+00 +2.0997e-02
8 +6.794180119e+01 +6.794180119e+01 +8.675180119e+01 +8.675180119e+01 -9.9960e-01 -2.7937e+00 +4.0397e-01 -4.7512e+00 -2.4233e+00 -4.3580e+00 +1.8016e-01 -3.1060e-01 +2.6814e+00 -1.5421e+00 -1.8605e+00 -1.1945e+00 +4.8902e+00 +1.9614e+00 +3.9592e+00 -4.9127e+00 +2.1891e+00 +4.9568e+00 -3.3801e+00 -1.0160e+00
25 +6.245832500e+01 +6.245832500e+01 +8.126832500e+01 +8.126832500e+01 +9.0193e-01 -3.4838e+00 +2.2860e+00 -3.1023e+00 -4.3391e+00 +4.7392e-01 -4.3745e+00 +3.2014e+00 +6.5139e-01 +2.8337e+00 -3.2038e+00 +2.1141e+00 +4.2846e+00 -2.2713e+00 +9.9295e-02 +2.2085e+00 -4.2020e+00 +1.3456e+00 -4.1400e+00 +4.1607e+00
53 +6.108059373e+01 +6.108059373e+01 +7.989059373e+01 +7.989059373e+01 -1.6240e+00 -5.8803e-01 +4.9949e+00 -3.6116e+00 +3.1617e+00 +8.1598e-01 -4.1945e-01 -2.6949e+00 -3.2027e-01 +3.5376e+00 +1.6309e+00 -1.0221e+00 +2.4626e+00 -3.1616e+00 +1.7906e+00 -4.1076e+00 -4.3992e+00 -1.4219e+00 -3.8391e+00 +4.1187e-01
85 +5.819567363e+01 +5.819567363e+01 +7.700567363e+01 +7.700567363e+01 -2.7571e+00 +2.8171e+00 +1.8396e+00 -3.6848e+00 +1.8389e-01 -4.8135e+00 -2.7009e+00 +2.2876e+00 +1.3543e+00 +3.9588e+00 -1.6275e+00 +1.2503e+00 -8.2499e-01 +3.1357e+00 +4.8795e+00 -2.3621e-01 +5.1191e-01 +9.7324e-01 +5.2616e-01 +3.1653e+00
183 +5.254198443e+01 +5.254198443e+01 +7.135198443e+01 +7.135198443e+01 -2.8797e-01 -2.9457e+00 -1.5908e+00 -4.0621e+00 +3.0746e+00 -3.9099e+00 -7.8651e-01 +2.8760e+00 +3.6080e+00 -9.0798e-01 +3.9730e+00 -1.4202e+00 +1.3127e+00 -3.1933e+00 -1.0632e+00 -8.0826e-01 -4.3308e+00 +2.6699e+00 -4.2484e+00 +1.8066e+00
604 +4.767170181e+01 +4.767170181e+01 +6.648170181e+01 +6.648170181e+01 +4.1699e+00 -3.5339e+00 +2.0866e+00 -2.4706e+00 -2.2453e+00 -3.8418e+00 -2.9237e+00 +3.7951e+00 -2.7712e+00 +2.1351e+00 -3.4667e+00 +3.5949e+00 -3.6098e-01 +2.1310e+00 -1.9115e+00 +2.1357e+00 -8.5268e-01 +3.2079e+00 +2.9068e+00 +4.8129e+00
945 +4.404147333e+01 +4.404147333e+01 +6.285147333e+01 +6.285147333e+01 +9.4721e-01 +6.2070e-01 +3.5431e-01 -1.7205e-01 -1.9159e+00 -4.4645e+00 +4.9155e+00 -2.0223e+00 +4.5437e+00 +1.8552e+00 -3.1210e+00 -4.1242e-01 -1.8680e+00 -1.4069e+00 -3.8803e-01 -4.4603e+00 -4.8947e+00 -1.9799e-01 -3.6194e+00 -3.6269e-01
1515 +4.070434489e+01 +4.070434489e+01 +5.951434489e+01 +5.951434489e+01 +3.8179e+00 -1.3266e-01 +6.2579e-01 -2.1318e-01 -2.4151e+00 -4.5338e+00 -1.5186e+00 -1.2569e-01 -1.6119e+00 +3.1068e+00 -8.9402e-01 +1.7847e+00 +2.0315e+00 -3.3958e+00 -1.6547e+00 -1.6586e+00 -4.2554e+00 +1.0744e+00 +1.9959e-01 +2.9011e+00
1966 +3.936483662e+01 +3.936483662e+01 +5.817483662e+01 +5.817483662e+01 +9.9871e-01 -3.4992e-01 -4.8674e+00 +2.8229e+00 +3.3981e+00 -3.6158e+00 +2.8362e+00 +2.1501e+00 +6.5532e-01 +1.7457e+00 -1.8131e+00 +1.0158e+00 +2.8178e+00 +9.4284e-01 +5.5446e-01 -2.5090e+00 -3.1261e+00 -1.3396e+00 +7.2779e-01 +9.0555e-01
5357 +3.635209390e+01 +3.635209390e+01 +5.516209390e+01 +5.516209390e+01 -4.1271e+00 +2.9802e-01 -4.7148e+00 +1.7040e+00 +4.0117e+00 -4.8825e+00 +4.9581e-01 -2.9488e+00 +2.7983e+00 +4.7974e+00 -1.0892e+00 +4.7973e+00 +4.7113e+00 +4.2329e+00 -7.2158e-01 +3.4794e+00 -2.5248e+00 -7.6521e-02 +1.3621e+00 +3.9100e+00
12893 +3.521126163e+01 +3.521126163e+01 +5.402126163e+01 +5.402126163e+01 -4.2011e+00 +4.0239e+00 -8.4784e-02 +2.6108e-01 -6.8673e-02 +9.1744e-01 +2.9660e+00 +3.7608e+00 +3.3687e+00 +7.5590e-01 -2.4437e+00 +3.5799e+00 +3.9550e+00 +4.2919e+00 -1.7945e+00 -4.8346e+00 -4.4542e+00 +3.5543e+00 +9.6736e-01 -1.6921e+00
18979 +2.773612800e+01 +2.773612800e+01 +4.654612800e+01 +4.654612800e+01 -2.0856e+00 +2.3867e-01 -5.6007e-01 -2.7480e-01 +5.6762e-01 -3.1191e+00 +2.6501e+00 +2.6820e+00 +2.0269e+00 +3.0090e+00 -1.5786e+00 +3.9452e+00 +2.3116e+00 -1.1896e-01 -1.4175e-01 +1.3001e+00 +3.6492e-01 +4.0067e+00 -1.1259e+00 +3.0453e+00
63028 +2.414905502e+01 +2.414905502e+01 +4.295905502e+01 +4.295905502e+01 -1.1057e+00 -2.6048e+00 +2.8603e-01 -2.8570e+00 +3.9257e-01 -2.8729e+00 +4.6006e+00 -1.8193e+00 +6.6542e-02 +3.5964e+00 -9.5678e-01 +6.0499e-01 +4.6866e+00 +6.2094e-01 -4.3587e+00 +5.4175e-01 -4.8865e+00 +1.0148e+00 -1.6128e+00 +2.7169e-01
1126086 +1.818842086e+01 +1.818842086e+01 +3.699842086e+01 +3.699842086e+01 +2.1076e+00 +3.1101e-01 +5.5221e-01 +2.0494e+00 -3.8108e-01 -4.9641e+00 +4.5217e+00 -1.4352e+00 +1.3266e+00 +4.4675e+00 -2.3747e+00 +7.1358e-01 +2.0592e+00 -4.0064e+00 -2.3327e+00 -2.6532e+00 -3.8993e+00 +1.0956e+00 -1.5157e+00 +3.6230e+00
9418046 +1.764031577e+01 +1.764031577e+01 +3.645031577e+01 +3.645031577e+01 +5.7230e-01 +7.3676e-02 -1.2987e+00 -3.5503e-02 +1.0807e+00 -4.2588e+00 +2.8808e+00 +1.3774e+00 -9.8086e-03 +4.8898e+00 -2.8423e+00 +4.1252e+00 +4.3153e+00 -3.5301e-01 -1.6109e+00 -2.4971e+00 -1.3851e+00 +1.2785e-01 -4.2377e-01 +3.1553e+00
26218125 +1.581702747e+01 +1.581702747e+01 +3.462702747e+01 +3.462702747e+01 -1.0788e+00 +1.3706e+00 -4.1568e-01 +1.0795e+00 +4.2931e-01 -2.1890e+00 +1.3504e+00 -2.1756e+00 +8.7204e-01 +3.2254e+00 -3.5426e+00 +4.0785e+00 +4.4243e+00 +3.3372e+00 -1.3710e+00 -2.5488e+00 -3.3189e+00 +4.5960e+00 +1.3602e+00 -1.8347e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.770093643e+02 +1.770093643e+02 +4.501593643e+02 +4.501593643e+02 +3.4872e+00 -3.9581e+00 -1.5119e+00 -1.7799e+00 -2.5708e-02 -4.2592e+00 -1.7244e+00 +1.6306e+00 -2.1742e+00 +4.8910e+00 -2.4973e+00 -1.1669e+00 -9.3423e-01 -4.0073e+00 -1.1442e+00 +1.8013e+00 +4.0275e+00 +6.4624e-01 -4.1269e+00 -1.4817e+00
8 +1.250061396e+02 +1.250061396e+02 +3.981561396e+02 +3.981561396e+02 -4.1872e+00 -2.1820e+00 -3.5542e+00 +7.6550e-01 +3.1249e-01 -4.8969e+00 +8.1029e-01 -3.2020e+00 +2.7349e-01 +2.4089e+00 -9.3206e-01 +3.3900e+00 -6.1856e-01 -3.6997e+00 +4.7787e+00 -3.5616e+00 -2.9432e+00 -2.3891e+00 +1.7044e+00 +9.8453e-01
60 +1.049210601e+02 +1.049210601e+02 +3.780710601e+02 +3.780710601e+02 -4.0264e+00 +3.3119e+00 +4.4627e+00 -4.4702e+00 +2.7567e-01 +1.3467e+00 -5.9450e-01 -2.0539e+00 -3.1112e+00 -1.6998e+00 +7.4269e-01 +4.4243e+00 +2.1137e+00 -3.6629e+00 +4.0239e-01 -2.2395e+00 -2.5580e+00 +1.5182e+00 -1.4080e+00 -6.8020e-01
202 +7.063478778e+01 +7.063478778e+01 +3.437847878e+02 +3.437847878e+02 -3.0038e+00 +3.9236e+00 -9.6911e-01 -1.1442e+00 -8.2297e-01 -3.6627e+00 -5.8625e-01 -2.1861e+00 +2.6870e+00 +4.6193e+00 -1.3852e+00 -3.3312e+00 +3.8240e+00 -3.5676e+00 +1.0904e+00 +8.8603e-01 +3.6870e+00 +4.3196e+00 -3.7945e-01 -1.1693e+00
408 +4.881952119e+01 +4.881952119e+01 +3.219695212e+02 +3.219695212e+02 -3.3848e+00 +5.6454e-01 +4.5753e+00 -4.3078e+00 +1.9335e+00 -4.1687e+00 -2.0711e+00 -2.0418e+00 -1.2025e+00 +4.1406e+00 -9.3897e-01 -2.7989e+00 -2.9194e-01 +7.5488e-01 +3.8463e+00 -1.4062e+00 +5.0914e-01 -4.2014e-01 +2.8099e+00 -3.4059e+00
3559 +4.683374618e+01 +4.683374618e+01 +3.199837462e+02 +3.199837462e+02 -3.3322e+00 -1.0462e+00 -3.8669e-01 +1.4557e-03 -1.6148e+00 -8.7214e-01 +4.0068e+00 -3.1107e-01 -3.5268e+00 +1.2320e+00 -1.2684e+00 +2.7944e+00 +3.2229e-01 -6.6198e-01 +3.3210e+00 -3.6942e+00 +2.3135e+00 +5.8730e-01 +4.0108e+00 -3.7362e+00
5045 +4.335166489e+01 +4.335166489e+01 +3.165016649e+02 +3.165016649e+02 -4.1022e+00 +2.4540e+00 -1.7270e+00 -3.4198e+00 +1.6729e+00 +9.4555e-01 +1.5178e+00 -9.8415e-01 -3.8749e+00 +3.1943e+00 +1.7472e+00 -1.3081e+00 -2.2446e-01 -3.7217e+00 +3.7027e+00 -2.3286e+00 +2.4220e+00 +1.9912e+00 +3.9334e+00 -2.0754e+00
14598 +4.134803905e+01 +4.134803905e+01 +3.144980390e+02 +3.144980390e+02 -4.2320e+00 +4.1989e+00 -4.0267e+00 +2.7124e-01 +1.2325e+00 -8.8698e-01 -2.9330e+00 -2.0181e+00 -4.6681e+00 +3.8935e+00 +1.2840e-01 +1.6642e+00 -6.0692e-01 +3.8683e+00 -1.3264e+00 -4.3175e+00 +3.5903e+00 -2.6995e+00 +3.2979e+00 -3.5712e+00
41156 +2.708607651e+01 +2.708607651e+01 +3.002360765e+02 +3.002360765e+02 -4.8877e+00 +3.5961e+00 -2.1626e+00 +2.6816e+00 -1.4016e+00 -3.6913e+00 -2.2521e+00 -1.5229e+00 -2.9408e+00 +3.7638e-01 +2.6237e+00 -2.5885e-01 -1.6280e+00 +1.8275e+00 +1.9976e+00 -4.9802e+00 +3.1102e+00 -8.9764e-01 +1.0270e+00 -2.2980e+00
439295 +2.586906422e+01 +2.586906422e+01 +2.990190642e+02 +2.990190642e+02 -4.8443e+00 +4.4517e+00 -2.0124e+00 +3.4459e+00 +3.1117e+00 +1.3361e-02 +1.2743e+00 +5.8025e-01 -4.6069e+00 +2.2333e+00 -4.8549e-01 -7.2419e-01 -7.3276e-01 +1.4638e+00 +3.9783e+00 -4.9042e+00 +1.5095e+00 +1.7011e+00 +1.0810e+00 -3.2993e+00
723623 +2.482601038e+01 +2.482601038e+01 +2.979760104e+02 +2.979760104e+02 -4.9209e+00 +3.0794e+00 +4.0171e-01 +1.8433e+00 +1.4622e+00 -2.3406e+00 -4.1776e+00 -1.5055e+00 -4.1763e+00 +4.2173e+00 +1.0427e+00 -1.5843e+00 -3.4368e+00 +8.5734e-01 +4.5595e+00 -1.0560e+00 +7.1370e-01 +4.2003e+00 +3.5075e+00 -4.3851e+00
7898017 +2.200956478e+01 +2.200956478e+01 +2.951595648e+02 +2.951595648e+02 -4.1859e+00 +4.6335e+00 -3.6032e-01 +2.4806e+00 +3.2694e+00 -3.7795e+00 -1.9935e+00 +2.3573e-01 -2.4179e+00 +3.8132e+00 -3.2481e+00 -3.9057e-01 +1.5840e+00 +1.3311e-01 +2.3633e+00 -1.5587e+00 +4.1093e+00 +1.0743e+00 +4.5653e+00 -2.7842e+00
13058350 +2.146369735e+01 +2.146369735e+01 +2.946136974e+02 +2.946136974e+02 -4.9815e+00 +2.6127e+00 -2.3423e+00 +3.3492e+00 +4.3729e+00 -4.7236e+00 -6.5862e-01 -2.6911e-01 +7.3095e-01 +3.5621e+00 -2.9394e+00 -4.1500e-01 -2.2741e+00 +1.9395e+00 +4.5997e+00 -3.4211e+00 +4.1779e+00 +6.6668e-01 +1.9846e+00 -3.6134e+00
26497513 +1.498030167e+01 +1.498030167e+01 +2.881303017e+02 +2.881303017e+02 -2.0796e+00 +3.7871e+00 -1.6776e+00 +2.4219e+00 +3.1563e+00 -4.4559e+00 -9.7203e-01 -2.9165e-01 -1.2522e+00 +4.4345e+00 -1.5832e+00 +2.8217e+00 +4.7596e-02 +1.2862e+00 +4.6871e+00 -1.5465e+00 +2.9395e+00 +1.4746e+00 +1.7985e+00 -1.4345e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.448586935e+01 +8.448586935e+01 +1.216658693e+02 +1.216658693e+02 +2.1932e+00 +3.3995e+00 -1.6666e+00 +1.2358e+00 -2.8405e+00 +1.0743e+00 -2.1544e+00 -1.2609e+00 -4.3940e+00 -6.9493e-01 +4.1481e+00 +1.9535e+00 +2.7013e+00 +9.3372e-01 -3.7075e+00 +1.2405e+00 +3.3115e+00 -2.3211e+00 -2.2658e+00 +4.5141e+00
9 +7.393495966e+01 +7.393495966e+01 +1.111149597e+02 +1.111149597e+02 +2.5947e+00 -4.9145e+00 -3.8766e-01 -3.8016e+00 -3.1512e+00 -1.7045e+00 +1.9475e+00 -4.6973e+00 +2.0863e+00 -2.8642e+00 -3.0900e+00 +5.5690e-01 +3.0944e+00 -6.1118e-01 +4.2991e+00 -2.2175e+00 -1.3968e+00 -5.4832e-01 -2.1306e+00 +4.6460e-01
15 +6.967688157e+01 +6.967688157e+01 +1.068568816e+02 +1.068568816e+02 +4.3792e-01 +2.7411e+00 -1.1915e+00 -3.7968e+00 +2.6354e+00 +2.3864e+00 -9.2191e-01 +1.7624e+00 +3.1468e-01 +2.5760e+00 +3.5052e+00 +4.8073e+00 +1.7038e+00 +2.5632e+00 +1.8902e-01 -4.3086e+00 -3.7225e+00 -6.9025e-01 +2.3621e+00 -3.5320e+00
21 +6.779398600e+01 +6.779398600e+01 +1.049739860e+02 +1.049739860e+02 +7.4858e-01 +3.2464e+00 +1.0899e-02 -4.1043e+00 -3.8411e+00 +4.5327e+00 -7.8600e-02 -9.4170e-01 -2.1267e+00 +4.1111e+00 +3.2655e+00 -3.3968e+00 +5.6723e-01 -1.7000e+00 +3.3997e+00 +4.8431e+00 +1.3906e+00 +5.5688e-02 -6.3102e-04 +3.6360e+00
23 +5.572354219e+01 +5.572354219e+01 +9.290354219e+01 +9.290354219e+01 -5.0689e-01 +4.3302e+00 -4.1362e+00 -5.8432e-01 -3.3123e+00 -1.2718e+00 -3.3993e+00 -9.3890e-01 +2.2244e+00 +2.5885e+00 -9.5781e-01 -1.2702e+00 -7.6224e-01 +3.6554e+00 +4.0555e+00 -3.7527e-01 +2.4352e+00 +1.8849e-01 +4.5874e+00 -3.9462e+00
31 +5.490678742e+01 +5.490678742e+01 +9.208678742e+01 +9.208678742e+01 -4.0306e+00 +6.4145e-01 +2.7386e+00 +1.4186e+00 +2.7486e+00 +4.3249e+00 +4.0875e+00 -7.2373e-01 -3.1662e+00 +4.7429e-01 +5.2871e-01 -4.0132e+00 +5.6692e-01 +3.0464e+00 +4.4877e+00 +1.0842e+00 +2.8902e-01 +2.5467e+00 -1.3670e+00 +2.1188e+00
39 +4.269436495e+01 +4.269436495e+01 +7.987436495e+01 +7.987436495e+01 -4.7442e+00 +6.5741e-01 -3.6507e+00 -2.9623e+00 -4.3719e+00 -4.2603e+00 +3.9105e+00 +1.4765e+00 -4.8926e+00 +3.0256e+00 -2.1719e+00 -1.0889e+00 -4.7553e-02 +5.2209e-01 -2.8441e+00 -1.6032e+00 -1.7883e+00 +7.3435e-01 -1.7815e+00 -1.0683e+00
1561 +4.160283824e+01 +4.160283824e+01 +7.878283824e+01 +7.878283824e+01 -4.7410e+00 +1.5188e+00 -2.8655e+00 -3.6731e-01 -3.6876e+00 -3.0301e+00 -2.6523e+00 -1.7002e+00 -1.9827e+00 -1.7435e-01 +8.9711e-01 -8.8811e-01 +1.3879e+00 +3.8804e+00 +4.4990e+00 -9.8573e-02 -1.6826e+00 +2.6183e+00 +4.2257e-01 -4.9166e+00
2144 +4.011341943e+01 +4.011341943e+01 +7.729341943e+01 +7.729341943e+01 -1.7735e+00 +3.0143e+00 +4.0292e+00 +1.3878e+00 -4.5970e+00 -1.7206e+00 +6.2370e-01 +3.1892e-02 -4.6564e+00 -2.2110e+00 +2.9742e+00 +7.1369e-01 -5.1086e-01 +7.1308e-01 +4.2837e+00 +2.6920e+00 +9.9608e-01 -3.4906e+00 +3.7333e-01 -1.0468e+00
2303 +3.508640753e+01 +3.508640753e+01 +7.226640753e+01 +7.226640753e+01 -9.0153e-01 +2.8948e-01 +4.9694e+00 -3.8231e+00 -3.3339e+00 -2.3281e+00 -1.5707e+00 -3.2262e+00 +2.7910e+00 +4.9681e+00 -4.5796e+00 +3.2555e+00 +4.8241e+00 +3.6000e+00 -1.1546e+00 -7.9524e-01 -3.0640e+00 -1.7142e+00 -3.8281e+00 +3.6470e-01
7236 +3.215153013e+01 +3.215153013e+01 +6.933153013e+01 +6.933153013e+01 -2.7759e+00 -1.7290e+00 +4.6530e+00 -2.7436e+00 -2.8688e+00 -1.1955e+00 -2.4791e+00 -2.2150e+00 -1.2851e+00 +4.4566e+00 +6.2778e-02 +1.0817e+00 -3.0143e+00 +2.9716e+00 +3.7596e+00 -9.2928e-01 +2.0315e+00 -4.9856e+00 +7.4394e-01 +3.9627e+00
13397 +2.926638397e+01 +2.926638397e+01 +6.644638397e+01 +6.644638397e+01 -9.7095e-01 -1.0672e+00 +6.7625e-01 +2.1108e+00 -4.8663e+00 -1.4708e+00 -1.6827e+00 -1.8272e+00 -2.5245e+00 +3.2452e+00 -1.1276e+00 +6.5355e-01 -1.0379e+00 +1.6575e-01 +4.5077e+00 +3.9852e+00 +7.5077e-01 -6.7429e-01 -3.2429e+00 +4.1347e+00
