% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
404 +6.607911200e+04 +6.607911200e+04 +6.613445200e+04 +6.613445200e+04 -3.0867e+00 +1.8671e+00 -7.6140e-01 -8.2473e-01 +3.5765e-01 -3.4628e+00 -4.0626e+00 -3.8080e-01 -6.5168e-01 +3.7823e+00 +1.4744e+00 -1.3895e+00 -3.9107e+00 -6.7343e-02 -3.3703e-01 -9.1607e-01 -2.7796e+00 +2.3396e+00 +2.7600e+00 +8.5080e-01
881 +5.683396009e+04 +5.683396009e+04 +5.688930009e+04 +5.688930009e+04 -3.0680e+00 +1.9372e+00 +3.7269e+00 -1.8421e+00 -4.6143e+00 -1.2274e+00 -1.6192e+00 -2.8844e+00 -3.0108e+00 -1.4989e+00 +2.7933e+00 +1.7325e+00 -4.5013e-01 -2.5835e-01 +9.1760e-01 -1.7052e+00 +1.7348e+00 +3.9599e+00 +2.5767e+00 -1.1139e+00
1813 +5.566445197e+04 +5.566445197e+04 +5.571979197e+04 +5.571979197e+04 +6.9332e-01 +4.5201e+00 +3.8131e+00 +4.6479e+00 +1.7363e+00 -2.1448e+00 -3.0248e+00 -3.2011e+00 -6.1371e-01 -1.1566e+00 -2.5602e-01 +1.6703e+00 -1.2453e+00 -2.1144e+00 +1.0454e+00 -2.5809e+00 +2.7274e+00 +2.9952e+00 -1.5669e+00 -4.2752e-01
2361 +4.977661448e+04 +4.977661448e+04 +4.983195448e+04 +4.983195448e+04 +2.1207e-01 -3.1553e+00 +1.7293e+00 +7.5872e-01 -1.5895e+00 -3.0674e+00 -1.8636e+00 -4.4612e+00 -2.4067e-02 +1.4703e+00 +1.3263e+00 +2.7483e+00 +1.8452e+00 -1.6397e+00 -1.8842e+00 -6.7899e-01 -3.6904e+00 +6.0555e-01 -2.3935e+00 -3.7915e+00
5867 +4.513412760e+04 +4.513412760e+04 +4.518946760e+04 +4.518946760e+04 -1.6289e+00 -2.4269e+00 -2.4170e+00 +1.0275e+00 +1.0923e+00 -1.8558e+00 +3.7589e-02 +2.4495e+00 -1.6743e+00 +9.3241e-01 -1.9314e-01 +4.9400e-01 +8.3109e-01 +1.3209e+00 -4.7226e+00 -3.6101e-02 +3.2461e-02 +2.3551e+00 +1.8773e+00 +7.7423e-01
6923 +3.972894276e+04 +3.972894276e+04 +3.978428276e+04 +3.978428276e+04 -1.1406e+00 +1.5604e+00 +7.8754e-01 +3.0065e+00 -1.8698e+00 -1.0007e+00 +3.6696e+00 -1.2447e+00 -6.0913e-02 +9.0254e-01 +8.7078e-02 +4.0781e+00 +2.4586e+00 -2.6217e+00 -2.1228e-01 -1.3905e+00 -1.4294e-01 -1.2905e+00 -5.1260e-02 +1.7291e+00
16579 +2.696082254e+04 +2.696082254e+04 +2.701616254e+04 +2.701616254e+04 -2.8393e+00 -7.5712e-01 -6.8875e-01 +4.9653e-01 +2.6739e-01 +2.4421e+00 +3.6432e+00 +3.1431e+00 +2.2138e+00 +4.0820e-01 -4.1969e-01 +2.6451e+00 +1.2556e+00 -3.9575e+00 +8.9251e-01 -9.7311e-01 -9.3776e-02 -2.9503e+00 +1.0747e-01 -7.0649e-01
46158 +2.156759038e+04 +2.156759038e+04 +2.162293038e+04 +2.162293038e+04 -1.3167e+00 +8.3690e-01 -1.5490e+00 +1.5595e+00 +2.0015e+00 -1.7162e+00 -1.2754e+00 -7.2751e-01 +9.3890e-01 -2.4902e+00 -1.7547e-01 -1.1931e+00 -8.6977e-01 -2.1398e+00 +6.5617e-01 -1.1921e+00 -5.1313e-01 +1.0472e+00 +2.5205e+00 -1.1570e+00
53854 +1.145511614e+04 +1.145511614e+04 +1.151045614e+04 +1.151045614e+04 -1.5403e+00 -1.7170e+00 -1.3023e+00 +1.1634e+00 -6.1273e-01 -1.9463e+00 -8.0941e-01 -4.1875e-01 +8.4098e-02 +1.5172e+00 +1.8724e-01 +1.5801e+00 +3.0886e+00 -2.1098e+00 -9.7590e-01 -1.8034e+00 -1.3663e+00 +2.5840e+00 -5.3414e-01 +1.9012e+00
9023781 +1.048895721e+04 +1.048895721e+04 +1.054429721e+04 +1.054429721e+04 -3.0288e-01 -4.8043e-01 -1.1941e+00 -1.0283e+00 -2.5008e+00 +3.0782e+00 +2.5923e-01 -5.4692e-01 +6.1209e-01 -6.6702e-01 +1.6830e+00 +7.2080e-02 +1.5983e+00 -1.9086e+00 -1.1803e+00 +1.6946e+00 -3.6877e-01 -1.8920e+00 -9.0664e-01 -6.5314e-01
12132742 +8.405645936e+03 +8.405645936e+03 +8.460985936e+03 +8.460985936e+03 -6.2793e-01 +1.1972e+00 +5.4278e-01 +6.9142e-01 -7.4017e-02 +2.0006e+00 -7.1963e-01 -4.3569e-01 -1.9904e+00 -4.3383e-01 -4.6822e-01 +7.9433e-01 +7.0863e-01 +1.2064e+00 -1.4794e+00 +1.1464e+00 +1.3935e+00 -1.3465e+00 +3.1064e+00 +5.7203e-02
48713533 +5.948741812e+03 +5.948741812e+03 +6.004081812e+03 +6.004081812e+03 +7.0652e-01 +8.3222e-01 -5.6456e-01 +5.0545e-01 -1.2197e-01 -2.4334e-01 -1.6570e+00 -1.6508e+00 -1.1649e+00 +1.4789e-01 -3.7764e-01 -2.2124e-01 -6.5442e-01 -1.7847e-02 -2.1793e+00 +3.7591e-01 +4.0681e-01 +2.1453e+00 +2.6881e+00 -2.9013e-01
62771466 +5.199126371e+03 +5.199126371e+03 +5.254466371e+03 +5.254466371e+03 +2.5867e-01 -6.5710e-01 +1.4384e+00 -1.2116e+00 +2.9025e-01 +4.8961e-01 +1.2589e+00 +6.6224e-01 +3.3907e-01 +4.5970e-01 +1.1576e+00 +1.2064e-01 -6.4025e-01 -4.2433e-01 -3.9816e-01 -6.2756e-01 +2.5960e-01 +6.3299e-01 +2.7680e+00 +8.4041e-01
156993861 +4.754200579e+03 +4.754200579e+03 +4.809540579e+03 +4.809540579e+03 -1.2145e+00 +1.6312e+00 +2.4920e+00 -8.6378e-02 +1.2169e-01 -2.1226e+00 -8.9410e-01 -2.3190e+00 -5.8823e-01 +1.6894e+00 +1.0201e+00 +1.0635e+00 +1.7897e+00 -1.3339e+00 -4.7904e-01 -1.5797e+00 -1.9180e+00 +4.1883e+00 -4.8988e-01 -7.3783e-01
% function evaluation | noise-free fitness - Fopt (-9.033000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.189312040e+05 +4.189312040e+05 +4.188408740e+05 +4.188408740e+05 -5.1599e-01 -2.5890e+00 +4.3775e+00 -2.9387e+00 +3.4430e+00 +4.1794e+00 -6.0303e-01 -2.2382e+00 +3.8533e+00 -3.8574e+00 -9.6304e-01 -4.0325e+00 -3.0232e+00 +3.0422e+00 -3.5315e+00 +3.3815e+00 -9.8302e-01 -1.9111e+00 +4.8081e+00 +2.3688e+00
2 +3.470853637e+05 +3.470853637e+05 +3.469950337e+05 +3.469950337e+05 +4.4937e+00 -1.7689e+00 +2.1490e+00 +1.8856e+00 +9.1353e-01 +7.1117e-01 +2.0263e+00 +1.6370e+00 +2.3593e+00 -2.1746e+00 +1.9558e+00 +4.7519e+00 +4.1106e+00 -2.5785e+00 +2.2674e+00 +8.7298e-01 -7.6739e-02 -4.1668e+00 -3.4751e+00 +3.0275e+00
6 +3.363108526e+05 +3.363108526e+05 +3.362205226e+05 +3.362205226e+05 +1.9271e+00 +1.3957e+00 +7.8034e-01 -3.3954e+00 +1.6281e+00 -2.9112e+00 +2.6631e+00 +3.3774e+00 -1.1357e+00 -4.3903e+00 -1.7008e+00 +3.9856e+00 +2.7982e+00 -1.9130e-01 -1.7345e+00 +4.0617e+00 -1.7488e+00 -2.8687e+00 -3.7848e+00 -4.5596e+00
9 +3.086917019e+05 +3.086917019e+05 +3.086013719e+05 +3.086013719e+05 -2.7954e+00 -6.1721e-01 +4.5471e+00 +3.2888e+00 -1.1947e+00 -1.5181e+00 +1.5300e+00 -4.2790e+00 +2.4845e+00 -2.9140e+00 +3.7207e-01 -1.7941e+00 +7.9465e-01 -4.0322e+00 +1.9915e+00 +4.3497e+00 -4.6182e+00 +4.7790e-01 -2.5477e+00 +3.6219e+00
10 +9.267635219e+04 +9.267635219e+04 +9.258602219e+04 +9.258602219e+04 -1.6855e+00 -3.3140e+00 -1.9310e+00 -3.3333e+00 -1.2355e+00 -2.8529e-01 +1.9151e+00 +2.6190e+00 +2.3437e+00 +2.1849e+00 -3.2191e+00 -4.5921e+00 +1.3397e+00 -2.3089e+00 -2.3056e+00 -2.7692e-01 -1.3571e+00 +2.8811e+00 -1.4143e+00 +3.7843e-01
124 +6.657019639e+04 +6.657019639e+04 +6.647986639e+04 +6.647986639e+04 +6.6607e-01 +1.8575e+00 -3.4462e+00 +1.8760e+00 -1.2915e+00 -1.5654e+00 +1.9555e+00 -2.4108e+00 -3.5532e-01 +1.1703e+00 +2.4155e-01 +1.8022e+00 -3.4338e+00 -1.4136e+00 +3.0926e+00 +5.9248e-01 -5.9848e-01 +1.9586e+00 +2.8188e+00 -2.8498e+00
1043 +6.052306039e+04 +6.052306039e+04 +6.043273039e+04 +6.043273039e+04 +6.2596e-01 -1.6131e+00 -3.1174e+00 +1.2187e+00 -1.4308e+00 -2.0855e+00 -2.2227e-01 +3.2273e+00 +2.0413e+00 +2.5676e+00 +1.4715e-01 +1.5566e+00 +8.6919e-02 +1.4216e+00 +4.5651e-02 -2.6446e+00 +4.1682e-01 +2.6808e+00 +3.4167e+00 +2.5500e+00
1892 +4.214129766e+04 +4.214129766e+04 +4.205096766e+04 +4.205096766e+04 +1.0199e+00 +1.0659e+00 +2.5007e+00 +2.6116e+00 -2.4865e+00 -9.3472e-01 +1.7461e+00 +3.0429e-01 -2.0374e+00 -1.3859e+00 +2.5333e-01 +1.9284e+00 -9.8483e-01 +3.6373e+00 -7.8909e-01 -2.4842e+00 +6.9818e-01 +2.7151e+00 -5.4224e-01 +1.9130e+00
5350 +3.639366468e+04 +3.639366468e+04 +3.630333468e+04 +3.630333468e+04 +2.8838e+00 +2.4312e-03 -1.1558e+00 +2.7383e+00 +3.1070e-01 +3.4149e-01 -2.7786e-01 -7.9244e-01 -4.0986e+00 -1.5051e+00 -1.4135e+00 -1.4049e+00 -1.3319e+00 +3.5491e+00 +2.1004e+00 +1.4096e+00 +1.5900e+00 +1.6220e+00 -1.2876e+00 -2.3216e-01
11022 +3.119346410e+04 +3.119346410e+04 +3.110313410e+04 +3.110313410e+04 -1.8421e+00 +1.7237e+00 -7.6283e-01 +1.7667e+00 -2.9879e+00 -1.1826e+00 -5.5259e-01 -1.9368e+00 +2.2854e+00 -1.0215e+00 -6.3216e-01 -3.0931e+00 +1.0569e+00 +3.2393e+00 -2.5548e+00 +2.8722e+00 -3.6023e+00 +3.2617e+00 +2.3144e-01 -3.3089e-01
47798 +2.696635483e+04 +2.696635483e+04 +2.687602483e+04 +2.687602483e+04 +1.7668e+00 -2.6447e+00 -6.4611e-01 -9.4967e-01 -3.7091e-01 -1.9071e+00 +2.3352e+00 -2.3735e+00 -1.2516e+00 +2.4525e+00 +5.2295e-02 -1.1583e+00 -1.7729e+00 -2.8619e-01 +3.0470e+00 -4.7276e-01 +2.8305e+00 -2.2224e+00 -1.1143e+00 +8.7492e-01
89159 +2.604911246e+04 +2.604911246e+04 +2.595878246e+04 +2.595878246e+04 -2.0451e+00 +2.7229e-01 -1.5298e+00 -2.0734e-01 -4.1754e+00 +2.8731e+00 -2.5448e+00 -9.6612e-01 -4.3334e-01 -2.0550e+00 -2.3653e+00 -3.0672e+00 +3.6520e+00 +2.0944e+00 -2.2942e+00 -8.0283e-02 -2.3398e+00 +3.8517e+00 +1.5963e+00 +3.1694e+00
